评论,评分
期待已久的性价比超高的影像旗舰机，高通骁龙888顶级芯片，蔡司镜头模组，照相效果一流。z轴线性马达，如果有个无线充功能就完美了。同时vivo品控绝对是一流。618大促活动价3379入手，作为备用机使用，各方面都非常出众。,5
外形外观：非常漂亮，海蓝机身曲面屏，大气稳重。屏幕音效：屏幕清晰，触碰灵敏。拍照效果：色彩艳丽，夜景效果非常棒，镜头包功能强大。运行速度：速度快，启动App速度也很快，后台运行程序时手机运行也很流畅。,5
屏幕音效：音质不错，声音好听，不杂外形外观：漂亮外观，手工好拍照效果：照相清晰，发错不错，专业运行速度：超快888待机时间：电池待机挺长，挺耐用，55W充电头可以其他特色：新系统，不习惯用，也别扭，不用，,5
拿到新手机好激动！真的很好，不算重，照相超清晰，屏幕炒鸡好，非常流畅，外观很漂亮，因为喜欢五颜六色，所以个人买了橙色的，散热也不错，因为不怎么打游戏，所以不是很注重散热。很推荐这款手机，手感很好，最重要的是，买贵了还返了差价。,5
该款手机反应很快，曲面屏，便于单手掌控。无卡顿发烫现象，续航能力强。用了一段时间了，很不错的，值得拥有。,5
"手机收到用了几天，上一台手机x21,这次直接升级到最新款x60PRO＋，拍照的感觉提升最多，手机运行速度提升也很明显，国货精品呀。赠品感觉较少，手机带出场保护膜，自己买了保护膜，记得以前线下购买是每年免费贴膜一次还是两次的。",5
机子纤薄漂亮，拿在手里不觉得重。系统响应飞速，两大颗摄像头头明晃晃的亮，非常亮眼，拍出来的照片贼好看，录制的视频也很给力。音乐方面一如既往的悦耳动听，满意了！,5
估计是第一个晒单的吧？,3
第一次用vivo的牌子，收到货时，已经没有什么电了，先拍个照和视频，待使用后追加评论。外观很不错的，迫不及待就先拍视频和照片，感觉不错非常好，蔡司镜头真的不是吹的，等充满电使用后再来评吧。京东自营的产品，都是第一时间好评，值得信赖的！,5
老婆很喜欢，深蓝素皮防滑手感不错，蔡司加持拍照提升很明显，尤其人像超清，中度使用浏览网页无视频播放，担心的火龙888发烫倒不明显，下班电量还剩20%，基本满足一天需求。,5
使用一段时间后才来评价的，首先是外观非常漂亮，用起来速度也非常快，没有丝毫卡顿，特地买的256G的，以后再也不用担心存储容量不够了，最后就是充电非常快，好大一个充电器，一会就充满了。,5
互传数据很快，又简单，拍照功能可达到单反效果，系统刚用很流畅???,5
vivo 品牌保证品质一流，流畅性强??，用的舒服。系统扁平化 ，体验轻爽，轻薄的设计，高端大气。双主摄像头顶级体验，微云台功能强大，支持支持国货精品！,5
外形外观：超大杯但是非常轻薄，素皮很有质感，最好看的后摄啦拍照效果：几颗摄像头都非常给力，没有凑数的摄像头，色彩非常可，不过分艳丽又很舒服运行速度：originOS满满的新鲜感，细节很多，流畅稳定价位实惠，做工好，拍照非常好 支持vivo！,5
期盼已久的手机终于到啦！外观很漂亮，试拍了几张，效果很满意。买这个手机主要是看重他的拍照，能随时随地给孩子拍出美丽的照片。由于刚刚收到，其他功能有待进一步测试。现在机器充电中。,5
外形外观：颜值安卓顶级屏幕音效：屏幕很好，效果不比那些2k屏差拍照效果：顶级水平了，超过ip12运行速度：888绝对流畅待机时间：没开5g，一天一冲,5
妈妈喜欢拍照，这次618果断入手X60 Pro+超大杯。用了几天，拍照果然不是盖的，妈妈喜欢得爱不释手。以后出去游玩，再也不用背着笨重的ipad啦。,5
首先物流很快，外观美观大方，做工精细，尤其是霸气十足的摄像头部分，后盖橙色的磨砂皮手感很好，运行流畅，曲面屏角度很舒服，非常喜欢。,5
手机非常不错，屏幕调色比较好，不过第一次用曲屏的手机，要小心翼翼还有就是拍照录像真不错，前几天去大剧院看演出录了一段视频，画面非常清晰，值得点赞,5
第一次买vivo手机，到目前为止使用很流畅，手感很好，质感不错，看起来显得很高档，屏幕无论色彩一还是亮度都很好，看起来很舒服，摄像头清晰度和色彩很好，响应快，配备充电器和耳机，唯一不足的是单扬声器，外放显得单薄，插上耳机还是不错的，京东自营品质保证，物流配送也一如既往的好，还送了无线耳机，各方面都很均衡，总体好评！,5
此次618活动正值换手机，比较对比了几个旗舰级的品牌机，最终选择了vivo！我基本不玩游戏，注重拍照功能！入手十几天再来评价，应该是更能反映使用者的感受吧。果然vivo没让我失望！外观、手感都是不错的，系统也流畅，充电超快！主要还是摄影方面，镜头、功能齐全，5x变焦拍的照片也是相当的清晰，超过了我的预期！棒棒滴！,5
外形外观：外观大气，蓝皮质，拿在手上手感真棒，真的是一分价钱一分货，值得购买，屏幕音效：屏幕支持120高刷新率非常流畅，三星高清屏幕，没让我失望值。拍照效果：蔡司贴膜镜头，4800W和5000W主摄像头，60变焦望远镜，还有云台防抖真给力。运行速度：运行速度没得说，非常流畅，有指纹解锁，还有面部解锁，还有图案解锁。待机时间：4500ma大电池，够我用了，也用着也没见发热。,5
外形外观：外观不错  手感拿着舒服屏幕音效：屏幕效果堪称完美一流拍照效果：效果极佳  照片像素高清完美运行速度：运行速度速度  玩游戏行云流水待机时间：刚拿新手  就来评价  后期再添加  不过4000的大电池够使用了其他特色：冲动方面比较快55W快冲大概40分钟冲满,5
这款手机外观好看，手感和厚度都不错，屏幕显示清晰色彩浓郁，最重要的是拍照很强！续航有待进一步观察，总之刚拿到手很满意！,5
这款手机高端大器，音质很好，内存很大，上网速度很流畅，拍照很清晰！,5
下单后，隔天就送到了，送货很快。收到后外观看上去不错，手感很好。特别在开机安装软件时，自动跳出了将旧手机有用信息导入新手机的提示和信息导入功能，大大方便了新手机的安装。使新手机立马就可以用了，非常方便。         拍照功能简单试了一下，出来的照片初看还不错，但就是没有找到照片的RAW输出格式设置。作为定位专业的拍照相机，应该要有能输出RAW格式的照片。,5
刚好趁618活动期间入手了一台vivo X60 Pro+，初体验真的很赞。超感光微云台双主摄+蔡司联合影像系统，基本上就是随手拍都很好看的程度，还有蔡司Biotar人像风格，拍人像简直一绝，拍出来有种大片的感觉。vivo X60 Pro+作为顶级旗舰，性能铁三角:骁龙888+LPDDR5+UFS3.1，性能实力自不必说，4200毫安电池续航有些焦虑，但是55w快充1个小时可充满电池，长期使用会有发热，反正在我使用这一段时间里，体验还是很不错的,5
目前为止，最喜欢的一部手机，专门为照相而生。焦段全、画质清晰、色彩艳丽，即拍即用，无需P图，绝对是喜欢拍照人士的心头好！,5
一直都在用vivo，关注这款手机很久了，终于在活动期间下手了，拍照功能强大的没的说，手感也很不错，素皮后壳上手真的舒服，手机的运行相当的流畅，画面清晰度非常好，音质也不错，就是各个方面都好就对了，好完美！,5
除了耗电量是真的快和发烫整体性能还可以,3
拍照效果：拍照效果很好 运行速度：很快 显示效果：很好 显示效果。,5
手机非常好，在2021年期间，手机里显得格外轻薄，拍照十分给力，比我小米11u 强多了，这个安卓之光很尴尬呀。不玩游戏的话，骁龙888的手机里里发热还算可以。续航中规中矩，不算很优秀，但是也不拉胯。买来就是给妈妈拍照用的，她很喜欢,5
非常nice啊，手感很好，外观辨识度高，不得不说pro+的拍照确实牛，清晰，色感超好，而且界面非常直观，简单易用。注重拍照，选择这款手机，一定会完美它的。其它如55w快充，续航，高刷等都是锦上添花的了。,5
刚好赶上618搞活动。交了500，然后18号的时候又降了200，刚好跟客服沟通，然后补了我差价，太感谢了。手机外观特别好看，还有颜色。这个橙色的是颜色特别漂亮。手机的质感也特别的好。相机的照相功能特别的强大，买的时候就是那这个手机的像素强大。,5
非常不错的手机，一直在用vivo的手机，这款手机非常好用，处理器是最新最强的骁龙888.再配合最新的系统，运行飞快，爱不释手，还有120的刷新率非常的顺滑，玩游戏就是溜。照相视频有微云台加大底摄像头，出门可以丢掉照相机啦，还有快速充电，简直完美极了，强烈推荐，好评！,5
买来送给老婆的 她很喜欢橘色 这款手机真的超级赞   拍照好看 外观设计漂亮 老婆很喜欢 速度很快,5
Vivo手机是京东商城销售的国际名牌优质产品，此次60pro＋在618活动中优惠幅度大，质量好，外观漂亮，料质地好，做工精细，使用舒适，样式新颖好看。手机开关机及触屏操作反应快无卡顿，充电极快，屏幕视觉色彩好超高清。该产品十分适合抗疫期间广大医护工作者上下班工作和休闲时使用，受到大家喜爱。京东快递员服务态度好，热情周到，送货速度快，外包装完好无损！?赞一个！,5
因为要出门旅游，想着入手一款拍照效果好的手机，比较之后，终于入手了Vivo x60 pro+，拿在手里感觉很好，经典橙颜值非常不错，大小也合适，拍照效果也很令人满意，出门旅游拍的照片团友都说好，有好几位团友都说回去就换手机呢。要想用手机拍出好照片，选这款手机没错的,5
619买的，竟然比618还便宜。虽然是x60t，据说比x60人像头要缩水，不过好像把原来的硬壳保护套升级为软套，这样更舒服了，手感非常棒，不愧是超大杯，质感棒棒的。,5
vivo x60pro+拍照很好看，618第一天4599入手，太香了，12+256版本，已经卖光了哈哈。拍人，拍景，拍美食都非常好。性能强，充电55w也挺快的。屏幕不是2k能接受。拍照影响旗舰，喜欢拍照的就买这个。很喜欢，手感也很高，颜值也好看。,5
没干嘛就发热严重，没用几天就出现卡,2
手机挺好的 速度快拍照效果：好,5
此用户未及时填写评价内容,1
不时得掉网，断网，电话打不进来还没有通知。辜负了我对vivo得信任。鸡毛客服不能解决任何问题，还是去实体店卖好一点，还能找店家。,5
差价差了800，,1
爱不释手，质感非常好。拍照也安逸??????????????,5
Vivo X 60pro非常漂亮。这次购物非常满意，我很喜欢。,5
你怎么那么美,5
拍照是杠杠的，可惜买了就出新款了,5
特别好用  颜色很漂亮  手感很好   怎么看怎么喜欢,5
手机是挺好的，就是刚买了一个月，降价了500，挺爽的,3
拍照效果：很强大，放大到60倍仍然清晰运行速度：快。毕竟是高通888屏幕音效：很好外形外观：超赞待机时间：相对短板，但可接受,5
外形外观：非常好看，素皮手感也非常屏幕音效：屏幕不错，音质因为单扬声器的原因不是很理想拍照效果：拍照特别牛，太爱人像了运行速度：不卡待机时间：一天两充吧,5
原来的手机坏了，选了很久，千挑万选下决定买Vivo X60 pro+！618优惠时出手拿下心仪已久的X60 pro+。外观好看，深海蓝特别适合男士，皮质后盖很有质感，金属四边很高档。开机后运行速度很快，没有停滞感。最喜欢的是蔡司镜头和影像系统，超广角，长焦，夜景都非常出色，大爱该机！,5
外形外观：曲面屏在日常使用的情况下是非常舒适。看着也漂亮。屏幕音效：屏幕清晰音效完美。这个价位还要啥自行车。?拍照效果：符合心中的预期，特别是准备婴儿和两岁的儿童也优化了美颜效果。,5
手机非常棒，拍照真的好。看宣传挺好的，才来买，可惜x60pro+没货，就买了t，也挺好的。期待能给我一个好的体验，耳机?也很棒！美滋滋！,5
总体来说还不错，拍照非常6，手感是真的好，用起来很舒服，续航能力真的跟网上说的一样，掉电很快，基本上四五十分钟充满，百分百没到一分钟就99了，除了续航还没发现其他不足之处。,5
终于拿到我想要的ViVoX60Pro＋手机了，超大的运行内存和8核5G手机，接近3.0处理器，机身内存256G用也用不完，手机速度不输苹果的，曲届屏好看又实用，给五星级,5
个人最喜欢的手机，没有之一！2021上半年的真拍照旗舰，焦段齐全，防抖出色，画面艳丽，色彩动人，一不小心就会让你爱上拍照的感觉！,5
手感非常轻薄，素皮材质很有质感，骁龙888打游戏非常不错。最重要的照相，蔡司的镀膜技术，不是浪得虚名，对光线的处理，从夜景照片看的很清楚，卡片相机都可以扔了。接上耳机，音效杠杠的，55W快充其实也很快，比*为的66W快多了。没有短板，不愧为旗舰机。,5
很好，之前也用的vivo，速度很快，相机太好了！！！！！,5
虽然给了5星，但是一个多月就降了300块钱，真是有点接受不了,5
此用户未填写评价内容,5
拍照功能很多还在摸索中，很清晰，路边随手拍了几张,5
挺好的，感觉还可以 摄像也很好,5
就是手机充电有点发热,5
安装软件好慢，以为很快呢,5
喜欢?就是有点费电哦,5
一般吧，用一会就发热，后壳角那还有点翘边，做工一般,5
拍照效果很好。,5
手感确实非常棒，外观显著，拍照牛牛牛，电量续航我觉得很好，不玩游戏单纯上网，聊天，看视频可以坚持一天，这都是体验后的结论。充电着实快，非常好，,5
X60pro+ 非常惊艳的一款旗舰手机，活动期间性价比真的是超级赞，给家人买的，888的cpu配合高刷新率速度很快，正在使用中，箱子不错，等使用一阵过后再来补评,5
拍照绝对能打，适合我这种喜欢拍照的，由于不玩游戏，也没有感觉到发热，充电半小时多些充满，足够了，外观好看大气，非常喜欢!,5
已经很多年没有用VIVO的手机了，记得第一次用还是在上大学的时候。今年想换一个5G手机，看了又看，都不是太满意。VIVO X60pro+一发布，就瞬间被它精美的机身，轻薄的外观，还有素皮后壳深深吸引，真的太好看了！完美的快充技术，强大的拍照效果，强悍的处理器，精美的界面，简直不要太喜欢！,5
外形外观：很好看，后盖手感很好拍照效果：拍照解析度不错，边缘画质也OK，不愧是蔡司调校，有防抖加持拍视频也不错运行速度：骁龙888性能很强，用个四年没问题,5
颜色亮丽非常满意，使用流畅，不卡顿，机身目前没有明显发热。相机稳定器效果非常的好，画面非常稳定，不会乱晃。目前使用上非常的满意，性价比很高。,5
用了几年的苹果手机退役，正好赶上X60Pro+发布，5000-6000元的心理价位，依次对比过多款旗舰手机，遴选起来确实眼花缭乱。结合自己的短视频需求，X60系列独树一帜的电子微云台及防抖功能放射出更加耀眼的光芒。如果仅仅是拍照，有了蔡司的加持，直出效果自然是完全不在话下。视频录制过程中也是得心应手，尤其开启超级防抖后，媲美专业手持云台的效果，拍视频是真的香。续航方面有55W的快充，即便用到自然关机，重新充满也仅需50分钟左右，实测充满一次的电量足够应付一天的重度拍摄。其他方面，就不再赘述了。摄影手机里的第一梯队水准，当之无愧。,5
外形外观：做工很棒，皮质后盖上手舒适。屏幕音效：屏幕色彩很正，调艳丽模式很好。拍照效果：正在摸索，冲着蔡司加持而买。有镜头包选择，人性化。运行速度：运行速度很快，顺滑。待机时间：正在试用中。,5
x60pro+关注好久了，这次大促降价性价比超高，系统非常好用流程，硬件配置高，超高像素拍照清晰配备微云台防抖拍摄效果很好，旗舰机的配置，颜值高，握持感俱佳,5
外形外观：沉稳大气。屏幕音效：息屏彩灯称赞。拍照效果：拍照旗舰没得说，云台拍视频拍照防抖超强。运行速度：骁龙888目前最快的处理器。待机时间：从手机到手的第一天我充满电，现在已经用了4天，之前还有45%的电。,5
买给老婆的生日礼物，收到后她很喜欢，拍照效果很好，运行速度也很快，不卡顿，上手手感不错。总的来说挺好的，希望后续一样好。,5
在京东商城蹲守了多日，一直没见到橙色，最后下单了深蓝色。感觉虽然T版后发，但是配置有退步就没考虑。手机上手效果很棒，拍照确实很强悍，除了单扬声器和没有无线充，总体来说很满意。物流很快，隔日达，配送速度快。,5
一早就迫不及待去京东配送站自提的手机，拿到手机就在车里拆开按卡，激活，一套走下来拍了一些照片。上手感觉手机很轻，手感不错，流畅度很好屏幕看着也很舒服，拍照清晰这是最大的特点，试拍了两张静态照片。振动马达也很噻嘎。该有的都有。后期使用在做详细评价,5
外形外观：好看屏幕音效：不错拍照效果：清晰夜拍厉害运行速度：非常快待机时间：一天应该问题不大其他特色：比较轻便轻，无压力,5
手机感觉挺好的，手感好，系统新颖，好看。拍照功能也很强大，人像模式还有教人摆姿势。赞。,5
第一次用这个牌子，外形好看，运行速度快，拍照也很棒，一天一充，可以接受。,5
上手真心惊艳！屏幕设计讨巧，拍照还原度很高！人像摄影远景近景都不错！防抖效果也很专业！比心理预期要高！运行不卡顿！切换流畅！就是电跑的快点！可以接受！毕竟充电速度也很神速！不玩游戏的话手机长时间待机稍微有点烫！可接受！值得推荐！期待晚上夜景拍摄效果。,5
外形外观：还不错，手感很舒服。屏幕音效：音质很好耶，看电视，听音乐都很舒畅，跟电视声音似的，很棒的体验感。运行速度也很不错，内存也够用，但是耗电量也有点快哦，而且充电的时候手机容易发热，如果充电的时候用手机就会发烫。还送了个耳机和手机卡。,5
外观非常棒，做工精细，手感超级爽。高大上，比起OPPO Reno5 Pro+高出不止几个档次，据说拍照是旗舰机的第一梯队，，非常强悍！,5
橙色的裸机真的很漂亮，手感也很好，屏幕太喜欢了，够大，我感觉超级适合女孩子，这个屏幕尺寸刚好好，就是不知道安什么手机壳了，感觉就裸机是最好看的哈哈哈哈哈哈哈哈哈哈哈哈好，很不错，很喜欢,5
比原来用的手机轻些，选X60pro+看上蔡司T*镀膜和照片算法优化，魔爪稳定器配微云台还有待测试，拍照时所见即所得的感觉很好，安卓的很多旗舰机硬件很好但拍照软件的体验优化不是很好，现在手机可以分担一部分富士X-pro的活了，能够留下生活中的更多美好瞬间比什么都重要，爱了。,5
骁龙888就是骁龙888，速度很快，系统很丝滑，拍照很清晰，是我想要的手机样子。骁龙888+4000多毫安的电池 还是顶得住日常的使用的,5
期待已久的vivo终于到手了！外观时尚，主流曲屏。拍照效果非常赞！超清晰！微云台超稳，摄像效果很棒！高通骁龙888处理器，让手机各个性能都得到提升！运行速度超快，12G的运行内存已经很强大了，而且还可以增加3G运行内存！待机时间很长，正常使用两三天没问题，关屏待机，一整天都不掉电。绝对是目前的旗舰机！真的超喜欢！超赞！,5
用了一下不错，不玩游戏不考虑发热，日常使用，很流畅。系统很有趣，特别是原子组件。拍照厉害了，就是冲拍照买的。,5
第一次用vivo产品，手机做工真的不错，包装精美，还送充电器，耳机真的很良心 用了2天没啥问题，挺不错的。期待后面相机给我的惊喜。,5
拍照没的说，可以说除了潜望式剩下的都很棒，发热888通病.手感很好，握持着毫无压力。屏幕通透不偏色.也有dc调光很舒服，总之3300拿到手就是618的最佳选择.官方还给送了耳机和充电器真的很棒。,5
外形外观：稳重大气，感觉没有那么厚重屏幕音效：还可以，没有双扬，绝对够用拍照效果：冲着蔡司来的，防抖牛的一匹运行速度：把原来手机直接复制过来，还剩180G，目前完全没有卡顿待机时间：刚用上，待评其他特色：上个手机vivoX23，再用下去两年估计问题不大，这次换X60超大杯也是为了手机换代更新，追求更大内存，追求更好的拍照效果，目前感觉这几方面都能满足我的要求，非常好！,5
屏幕音效：屏还是不错的，色彩很艳拍照效果：这拍照真不错 特别晚上优势很明显待机时间：待机时间比小米10 pro和oppo f2pro好其他特色：新系统与众不同，建议官方也推出凯夫拉手机壳提升档次,5
vivo-值得信赖的大品牌！品控相当的好！手机做工、用料、调教都达到了旗舰水准。拍照真是相当强大。总之一句话，vivo手机你值得拥有！,5
外形外观：外形漂亮，超喜欢背面镜头的样式屏幕音效：屏幕丝滑流畅，很跟手拍照效果：样张效果很好，拍照功能强大运行速度：888处理器功能强大，运行速度很快待机时间：待机时间还行，正常程度吧其他特色：拍照视频小功能很多，很有可玩性，拍人像是真的好，配合微云台和蔡司加成，绝对对得起旗舰二字,5
做工手感都很好！拍照很清晰！超级防抖拍视频很稳。超广角和主摄镜头有高像素模式。夜景拍照给力。619武汉下单的价格很给力！手机信号也很好，信号差的地方也能看视频。,5
外形外观：漂亮，惊艳，原来不喜欢瀑布屏的，现在却很喜欢。屏幕音效：专业模式下一流水准。拍照效果：顶级拍照效果，强烈推荐！运行速度：12+256根本太滑了待机时间：还没用完其他特色：一流的拍照，一流的音质，一流的屏幕。苹果过户来的，希望系统给力不要卡，能熬到X90就行,5
在官网验了是全新的正品，618的活动性价比真的好高！手机很丝滑，正常使用发热不严重，续航不错充电超级快，相机很绝，色彩蛮漂亮不会很假。素皮后盖是高级的质感，自带透明外壳和屏幕膜，vivo不错的。,5
不愧是拍照旗舰，vivo x60超大杯真的很不错，影像系统能排前三，尤其是vivo 的美颜算法，在各家之中处于绝对的领先地位，超级快充也很给力，以前用iphone充满要2小时，现在根本不需要刻意充电，随手插几分钟吃个早饭，能用个好几小时，可能最大的不足之处在于没有双扬声器和防水吧，要是这两样都加上，这款手机真的完美了,5
等了好几天才有货的 ，外观很漂亮，用起来速度也很快，屏幕很清晰，，试了一下相机拍照没的说，很清晰，至于掉电很快问题暂时还没发现，希望电池能够耐用，后续使用在追评吧,5
外形外观：外观沉稳大气，摄像头模块简约美观拍照效果：不愧是个蔡司联合研发，效果很好，人像模式很赞运行速度：12+256运行如丝般顺滑，新系统很新颖，美观流畅,5
vivo X60t pro＋高端上档次，握在手里很轻 ，拍照功能强大，特别人像功能杠杠的，屏幕质感不错。,5
vivo的机子外观很漂亮，这款屏幕反应也快，音效也还可以，防抖拍摄效果很好，对着物体边摇手机边拍照，照出来还是很清晰。运行速度也很快，就是128G可以有点不够用,5
宝贝收到了，很惊喜，质量非常好，很满意的一次购物。我会继续回购的，店家值得信赖两天就到了太快了，vivo的品质越来越好了。京东的服务是最好的，啥也不说了,5
外形简约低调奢华。屏幕明快。音效一般。拍照效果杠杠滴，这个手指手是用微距拍的。运行速度挺快待机时间一般。冲电很快。非常喜欢的一款手机。送的手机壳有点鸡肋，自己上网选喜欢的吧。老铁们值得购买哦。好评！希望用的长久点。以前的手机是vivoX9plus，很好用的。就是用了3年多电池不行了。vivo品牌还是值得信赖的。,5
手机包装牢固，盒子精美，质感非常好，尤其是背面的手感，拍照简直秒杀同价位其他手机，另外赠送的耳机也很好用，颈挂式不易丢，省了买蓝牙耳机的钱。,5
外形外观：蓝色素皮 完美大方 很高档拍照效果：无敌的拍照效果 人像和清晰度都极好运行速度：速度很快待机时间：一天轻轻松松,5
vivo x60pro+真的牛。摄像头是真的吊，送给女朋友，她超喜欢，爱了爱了。这个手机真的值得买，颜值和性能都很牛！！！体验货这个手机之后，自己的find x2 都觉得不给力了！,5
外形外观：非常满意.时尚潮流拍照效果：拍照这方面太棒了一亿像素很清晰.60倍.超级月亮超级星星.还有很多功能，待慢慢探索运行速度：刷刷的.流畅度一点卡顿都没有,5
近期正是各大品牌发布超大杯的时期，非常巧合的关注到了vivo这个品牌，被其微云台和蔡司镜头加持所吸引。使用后发现性能方面能做到开机仅用不到15秒，开启各种APP也是几乎没有停顿。微云台让拍照和视频拍摄非常稳定，屏幕和性能都非常的好，毕竟已经到了X60代，我词穷了只能说是清晰！流畅！,5
拍照功能真的好强大，拍的太清楚了，一下买了两台。外形外观：外观挺漂亮，颜值很高拍照效果：不是一般的强大，就冲着拍照买的运行速度：骁龙888，速度很快待机时间：还没用，试试再评价,5
手机还不错，在现在的旗舰机都是比较厚重，x60tpro+就很轻薄，手感很好这点很喜欢，要是电池在大点就完美啦！其他方面体验都还不错，总体来说还是不错值得拥有。,5
非常好，旗舰都是闭眼买，外形外观：轻薄，素皮好看屏幕音效：音乐手机拍照效果：大底GN1夜景不错运行速度：火龙888性能可以，发热也猛待机时间：大电量待机长，充电快其他特色：系统个性化做的很好啊,5
手感超级好，外观很漂亮，性能强劲拍照特别好，非常喜欢，618价格很给力，物流也很快。,5
机子体验了一天，非常不错，拍摄非常的清新，可玩性非常强，手感觉也控制的不错，重新贴了个膜。感觉电池一般般,5
非常美观漂亮，速度很流畅。系统界面美观，操作简易，自带的软件都很不错，而且大部分可以允许删除的。功能强大，智能生态圈齐全，大堆软件/设置很好玩。拍照效果很棒，夜景也是。性价比非常高，太喜欢了，强烈推荐！,5
非常美观漂亮，速度很流畅。系统界面美观，操作简易，自带的软件都很不错，而且大部分可以允许删除的。功能强大，智能生态圈齐全，大堆软件/设置很好玩。拍照效果很棒，夜景也是。性价比非常高，太喜欢了，强烈推荐！,5
拍照效果：太绝了，今年超大杯的表现我非常满意，全方位吊打我手里的s20，不过不知道能不能打得过s21u屏幕音效：1080+120，效果还行，没有2k，总的来说无功无过运行速度：火龙888，不玩游戏运行速度杠杠的，玩游戏确实有点热了总的来说，超大杯的综合表现我还是比较满意的，配合618的优惠价入手非常赞！自从用了这个手机，我拍照的频率都增加了哈哈哈,5
