评论,评分
手机还行，就是没搞懂拍照后甩一下会出现光影效果怎么弄,3
手机什么东西都没有送，耳机手机壳都没有，以前觉得京东购物很好，越来越得不划算,3
运行速度：好外形外观：好屏幕音效：好拍照效果：好待机时间：差,3
都很好，就是手机发热,3
手感不 错就是电池不撑电 总体来说还不错,3
总得来说还可以吧本来我想买粉色的奈何没看清说不上好也说不上坏吧这个机子本来就是给家里老人用的。,3
不知道怎么评价，反正随便用用就行。有一点不好，好像没有红外线，用不了遥控精灵？,3
信号接收貌似有点差。。。同样的地方，不管是移动信号还是WiFi信号，都没另一部手机好,3
感觉不值这个价待机时间：用了一个多月后，就会出现闪退的现象。真无语，而且还不值这个价，后置摄像拍摄的时候有时候特别糊运行速度：还不错拍照效果：前置是真牛，后置就特别拉胯屏幕音效：屏幕不行，声音是单筒外形外观：不错,2
指纹不灵敏是真的！只有手指全部正面按上去才行，有时候就偏一点儿都不行。其他都还行。,3
新手机充电，原装的充电器都要冲一个小时才满电,3
屏幕感觉 反应太慢了，一点也不像新机,3
就是这样，什么打开都是这样，反应太慢了,3
此用户未填写评价内容,2
反应太难了,2
性能一般般，反应也迟钝，一个普通小游戏界面都会卡，不值得购买，拍照还好，电池还算可以，不怎么掉电，接受范围内。颜值还行，真实买家评论,2
不太习惯，还没体会到多好，一言难尽,3
用了几天感觉还可以  就是容易发烫,3
外形外观：很美屏幕音效：挺好运行速度：一般其他特色：没用几天  非常的卡,3
外形外观：颜值很高运行速度：速度一般，有时候会有点卡 屏,3
外形外观：是我喜欢的款式。屏幕音效：一般般运行速度：凑合着用,3
样式很好看，手感很好，就是电板很容易发烫。退货很麻烦。等厂家检测完才退款。,3
我觉得这款手机还是有必要更新改造或者回炉再造,3
外形外观：好看屏幕音效：不错 运行速度：还可以待机时间：长其他特色：没用,3
用了快两个月了才来评价，期间出现过卡顿，黑屏！刚开始充一次电能用两天，现在一天勉强！拍照效果不错。,3
通过&radic;之前Vivo手机使用的对比，没觉得好在哪里。耗电量大到实在没法接受她，退货了。,3
电池有多差，还用我说吗？,2
好卡老断网，有时卡得跟我旧机z1差不多，后悔了,3
越用越恼火，看视频卡进网页卡，太太太失望了。过了退货期不然我马上退了,2
帮别人买的，买了又降价了，还不能保价,3
后台没有运行什么程序   手机也发烫,2
就是卡，用四G网络注意了，,3
什么问题,3
用了一个月，手机运行速度确实不错，拍照也清晰。但是，不能理解的是，用蓝牙听个百度小说，手机居然发烫得厉害。电池容量确定4000+？后台一个微信一个QQ，待机时间居然不到两天。,2
手机开机试了一下还是可以，但是我想问快递是怎么包装的，只密封一半，是很缺密封胶贷吗？快递可以直接拿出来。还有快递破损了一个洞,2
其他可以，就是玩游戏不行，网络太差，老是掉线。,2
外形外观：好看屏幕音效：还可以拍照效果：可以运行速度：会卡用了会发热，特别烫，我也不知道是不是真的，新的就发热也无语了，就是发热就让不喜欢了,3
整体来说无功无过，就是活动的优惠券隔几天就不一样了?运行速度：一般待机时间：一般拍照效果：好,3
外形外观：一般般吧拍照效果：可以运行速度：好待机时间：充电不是很快，电池也不怎么耐用其他特色：一般般。希望下一代更好与更多的惊喜,3
会出现闪退，指纹不灵敏。不过夜景拍出来确实不错。能赞美的也只有拍照功能好点了,3
手机太咯手咯，不好握持。拍照确实还可以，gw3优化成这样也不错了。后面设计也好看。就是这个直中框设计，太差了。,3
个人比较喜欢玩游戏，每天玩三四局王者，速度还行，手机指纹从拆机到目前两周左右就没有灵敏过，经常开不了，一直用的人像解锁，总体这个价格勉强能接受吧。,3
开始用挺节约用电的，但是不知道怎么的，经常别人打电话打不进来,3
外形外观：我选的是白色的还可以拍照效果：拍照总体还不错就是价格有点买贵了，我有看到价格是2499但是已经过去价保时间了，我也是6月份的时候购买的,3
屏幕挺好的，外形手感不错，系统一般，一直用的华为，用这个还不太习惯，续航能力不玩游戏一天吧,3
东西收到，用了一周再评论！还好吧，手机拍照技术不错，特别是夜景！有时候还是有点卡，虽然是5G,3
信号一般，其他还行，就是感觉电池不赖用，耗电很快。其他还可以。拍照效果：一般 可以接受屏幕音效：音效很好运行速度：可以 流畅待机时间：估计如果是重度使用者要一天两三充,3
外形外观：外形外观还行，不然也不会挑它屏幕音效：屏幕音效在这个价位都应该是过得去的，这款可以算是合格拍照效果：拍照像素还不错运行速度：还行待机时间：还行其他特色：不是特色，是缺陷，使用过程中打字不方便，开关不灵敏,3
女朋友用来这么多年的vivo，用了好几部手机，每次都是买最新款的，之前都感觉良好，拍照效果都满意。但是这次买的不是很满意，还是5G手机，这次不能满星了目前发现原因有三，一.耗电快二. 有时候会出现卡顿三.美颜拍照效果没有之前的好,3
用了几部手机都是VO的，但这次买的好失望！外型可以，但是触屏不怎么样，才用了没多久触屏有时就没反应了！外形外观：可以待机时间：充电快，耗电也快拍照效果：可以运行速度：一般,3
使用了这么久，感觉外观手感不错，速度并不是太快，而且还发现有一个问题客服一直也都没有给解决了，最后让找售后服务点。,3
手机早已收到，用了一个半月才评价，其它功能都还可以，就是发热好厉害，,3
此用户未填写评价内容,3
外观小巧，颜色漂亮。充电很快，耗电也很快。机身很烫，视频会议一个多小时，八十的电掉到二十，手机烫到不敢拿后悔购买了！因为插卡了不给退，哎,3
外形外观：打开包装怎么屏幕没有一张膜，然后手机充电会发热运行速度：手感很好,3
外形外观：外观不错。屏幕音效：AMOLED屏显示效果很好。拍照效果：还不错。运行速度：够用，暂时很流畅。待机时间：这是给三颗星的原因，晚上11点充满电拔掉，然后到第二天早上6点半一看电池还有94%，夜里没有用手机，一直息屏居然这么耗电，白天不怎么用(大多还在用着就手机)也是耗电飞快，真不知道为什么？？？？其他特色：耗电快。,3
京东物流很好。外形外观：看起来还不错，手感也可以拍照效果：这个价位还行屏幕音效：屏幕不太行，客服说就是这样的:-),3
给母亲买的，她用了一两天，目前感受如下优点：自拍摄像头比其他手机清晰，自带一点点美颜，拍出来挺好看。后置摄像头一般。机身轻薄适合携带。缺点：发热严重！仅仅鼓捣了一会相机就发烫，其他手机就没有如此情况！,3
外形外观：很好看，就是因为这手机的外观吸引了我，就是厚了点屏幕音效：还行，没我想像的好拍照效果：可以的运行速度：一般，反正不打游戏，要求不高待机时间：还行，虽然电池大，但电量流失的有点快其他特色：没发现总的来说，这款手机没我想象中好，是属于一般的那种，对手机没什么很高的要求，又想好看的，可以买，之前用的华为，感觉还是华为比较好，对比了一下，这款手机就是外观好看，拍照不错，其他都很一般，运行速度不是很快,3
首先颜值可以，然后专门买了拍照的手机，拍照还行，冲着广角来的，使用感受，用电一直用，早上到中午就没电了，平时不怎么用，待机一天可以，充电一个小时就可以满，然后就是降价了，买来两三天吧，降价两百，幸好有价保，无话可说，还是新款机子，国产机的尿性,3
外形外观：颜色很漂亮，颜值高。屏幕音效：声音较大，清晰。拍照效果：还没有怎么用来拍照。运行速度：运行速度还可以！待机时间：续航不怎么样好，很快没电，每天都需要充电。听一个晚上的歌，没了大半的电。耗电快！买完就降价，还不能申请售后优惠。赠送的礼物，没有一齐寄过来，好像需要激活，所以没有赠品。,3
手机还行，充电挺快，手感太轻，自带的小游戏广告太多，玩个@各种弹框，莫名其妙下载了一堆软件,3
物流很快，手机不值这个价钱，充电会发热，现在耗电有点快了，我用了一个多月来评价的，手机颜值很高，当初也是看颜值买的，爱不释手贼好看,3
拍照，颜值不错，缺点就是容易发热，只要多开几个软件就很热，续航能力不行，不玩游戏一天也要两充，系统流畅度一般，喜欢拍照是不错的选择。,3
用了好几天了，把感受写一下，手机流畅性还可以，带电也行，充电也快。手机前置没话说非常经验，后置拍照也很可以，就是拍视频不行，拍视频像素比较差，不稳很晃动的感觉，拍视频还真的比不上苹果，连六都比不上，拍视频这块真是痛点。,3
拍照效果：不错待机时间：不行，耗电有点快运行速度：还行外形外观：不错屏幕音效：屏幕一般，音效还行。其他特色：会断网，网络信号一般般。,3
外形外观：比较轻，比较耐看屏幕音效：刘海屏，比曲面屏好，音效还可以拍照效果：觉得挺一般，没有说的那么厉害运行速度：90hz刷新率应该挺快的，但是在这台手机上没有感觉出来待机时间：还行，玩几盘游戏耗电也不是很多其他特色：没有太大的亮点综上所述，这台手机匹配不上这个价位！！！,3
拍照效果好像没有宣传的那么那么好，不过也挺不错，待机时间挺长的，不过x9s还剩1%的时候还能待机一晚上，但是这个手机还剩3%第二天就关机了，运行速度挺快的，声音略小,3
看广告超才买的这款，机子外形放放正正，很薄，很喜欢，超级喜欢&ldquo;智能体感&rdquo;功能，双击屏幕熄屏，双击屏幕开屏。黑屏画&ldquo;W&rdquo;开屏是微信，画&ldquo;M&rdquo;是音乐，很快捷。但是第一天手机充电发热，天玑运行对比高通骁龙还是差点意义。,3
外形外观：外观极其满意，好看得很，拿起来很有面子屏幕音效：屏幕也还可以，以前用的iPhonexr，所以快也得vivo屏幕不错拍照效果：拍照功能齐全，很强大，也很有特色，方便，就是成像容易虚，感觉有点假，不过也还好可能自己拍的不好，不过整体来说拍照没毛病真的可以运行速度：运行速度也很满意，很快，比之前的xr好太多了，xr前用户吐槽一波，这个s7我真的被圈粉了待机时间：待机时间也还好，这个起码治好我的电量恐惧症，用iPhone的时候出门必须充电宝，现在出门不需要了够用一天。就是这个有时候待机耗电量很快我不知道怎么回事，就是我用着还没我待机息屏耗电快，问客服也说不清，说我待机一小时用百分之十是正常的，我觉得挺离谱的，这个真有点问题，希望vivo可以帮我解答一下其他特色：s7的系统流畅度我很满意，以前用苹果是因为觉得系统流畅，但是现在的s7我觉得不亚于苹果的使用体验了，而且信号好这个太关键了，苹果信号差我觉得就等于手机卡，那这款信号好又系统流畅的是真香，打游戏发热也不厉害，除了续航问题，其他都很棒,3
现在感觉触屏不怎么灵活。,3
客服找不到人 发信息没人回,2
外形外观：感觉和想象中的不一样,2
手机没毛病 买完两星期就降价200,3
除了充电快点；其他的都不咋样啊，,2
手机用了一段时间不理想,3
感觉很一般，不值这个价位,2
刚买一个来月降价将近一千，亏死了。。。,3
手机还可以.就是商家太吊。  问他问题也不理你,2
手机反应有点慢，其它还好,3
说实话，照相确实有点差,3
运行速度：怎么跟我以前买的s1不一样啊,2
拍照效果：不是很好特别是晚上好差,3
快递差评,3
感觉不怎么样，因为充电会热,2
宝贝今天刚收到，看到还可以，正在实用，,2
还行吧有些失望,3
首先手机照相一会就发热了，其次指纹解锁总是开不了，总的来说一点也不好，还不如我现在用的Y75,3
手机电量不耐用,3
手机没什么问题，就是买之前系统显示6月22到，拍完以后显示26号到，这不是误导人吗！！！！,2
外形外观：打开包装怎么屏幕没有一张膜，然后手机充电会发热运行速度：手感很好,3
看视频全屏铺满字幕显示一半，不铺满又很多空白，强迫症看着不安逸！,3
开始用挺节约用电的，但是不知道怎么的，经常别人打电话打不进来,3
手机电池不行,3
真垃圾  以后不会在京东买东西了  这快递速度  还是同城速运  真打脸,2
京东物流很好。外形外观：看起来还不错，手感也可以拍照效果：这个价位还行屏幕音效：屏幕不太行，客服说就是这样的:-),3
手机买了2个月就出现问题了，声音小，,2
说实话没有我其他手机好用。,3
前置摄像头出来的时候为什么会有异响呢？,2
手机感觉不错，实际使用过于反人类，算了算了,2
不是很好用，用一段时间有点卡,3
运行速度不是很快，电池不耐用,3
没有想像中的好，充电接口不是很好,2
没想象中的好，像素也不怎么样。,3
音质不怎么好，玩游戏有些卡,3
外观不错手感很好非常棒，就是喇叭可能真的有些问题,3
没开发票给我,2
外形外观：我选的是白色的还可以拍照效果：拍照总体还不错就是价格有点买贵了，我有看到价格是2499但是已经过去价保时间了，我也是6月份的时候购买的,3
感觉一般，还没有iQoo好用，充电也没那么快，用电就很快，网络也一般,3
手机外表不错，挺好看的，但就是用起来手机速度没有所说的那么快，,3
信号感觉不是很好，标注5G网，感觉跟4G差别不大,3
速度是真的慢、省市县反复给你寄、踢皮球也不过如此了,3
12+256内存的，还不如两三年前1000多买的6+128的。之前的旧手机用了这么久，视频通话都不会卡，现在这个，打个视频卡的死死的。已经过了退货期限，将就着吧,2
手机感觉一般般的,3
电池很差，一般只能用8个小时左右,3
手机是从外地调货过来了  ，买的时候没注意。要调货的 ， 早知道就买朝露白这个颜色的  ，本地有货。  收到货外包装破损 ， 里面的装手机的盒子也有点损坏，这还是京东自营的，不免有些让人失望，手机暂时没发现有什么问题,3
商品不保值，不到一个月降价两百。,2
第一次，京东物流，第三天才到。,3
待机时间：耗电太快了！比我几年前的X7还快,2
卡，玩游戏不像之前手机的那种卡，至少还能动动点不至于被举报，这几把手机是直接卡的动不了，8运行比不上之前的4运行,3
还可以，玩游戏有点卡，容易发热,3
外形外观：也就一般般运行速度：有点慢,3
电池不耐用，还没我用过1年多的OPPO用的久,2
可能分手机吧，，感觉待机时间不是很长,3
屏幕一般。触屏一般。特别厚,3
电不耐用,3
試用中，功能比較單一,3
第一次用vivo，体验感很不好，8+256还不如用了两年的荣耀8+128，刚好用了一个月，时不时的玩游戏出现卡顿，~语音连接缓慢，有时要连六七秒，进入拍照也会卡三四秒，看视频有时会卡着不动必须要退出重进，拍照的防抖功能感觉很鸡肋，晚上拍照稍微不稳就糊了，夜间拍照补光太亮，很不自然，这是目前我使用的缺点，后面各位要买的还是谨慎选择这款，真没有广告说的那么好，同等价位的手机这款不值,2
手感不错，拍照还可以，但是手机流畅度真的不行，不知道是系统问题，还是这个处理器不行。日常使用都会反应迟钝，会卡顿。受不了。,2
手机颜值高，重量也不大，买来送给老婆很合适。反正老婆也不看重其他配置，跟他说横向比对865，什么屏幕的也不管。买来给老婆刷刷~~，看看剧够够的。12+256的配置，618下单两k，七啵3多，也算好价。给个中评也算是评价保护。,3
此用户未填写评价内容,3
这不就是骗人吗,2
不怎么样，开锁触摸屏不怎么灵敏，反应慢，在我用之前已经使用了13个小时，同事劝退货，算了，不想麻烦了，第一次对京东购物失望???,3
拍照效果好像没有宣传的那么那么好，不过也挺不错，待机时间挺长的，不过x9s还剩1%的时候还能待机一晚上，但是这个手机还剩3%第二天就关机了，运行速度挺快的，声音略小,3
这个手机没有期待的那么好,3
用了几天感觉还可以  就是容易发烫,3
**;迟一天便宜了200元。,2
怎么说呢，有时候会卡一下，有些软件有时候会无响应,2
手机还可以，就是掉价太快了，一个星期就掉了二百，心里感觉不爽，,3
呵呵不想说，预计时间不是准确送货时间,2
刚买完没多久就降价300感觉挺差劲的,2
我的快递怎么变成这样了？这手机倒还行,3
就这屏幕的清晰度都对不起这价格，还不如几百的手机,3
后悔买,3
和蔡徐坤一样，除了外表，别的都是灾难。,2
刚到手两周，降了200元，另外可以领个60元券，等于降了260元。哎。,3
拍照效果：照相不好有点模糊不清,3
还行吧,3
给母亲买的，她用了一两天，目前感受如下优点：自拍摄像头比其他手机清晰，自带一点点美颜，拍出来挺好看。后置摄像头一般。机身轻薄适合携带。缺点：发热严重！仅仅鼓捣了一会相机就发烫，其他手机就没有如此情况！,3
直播购买手机送双肩包，问了客服两次说漏发都一个多月了，还没见，售后没保障啊，如果没有直接说没就好了，,2
太假了,3
一天一个价格,2
手机电量百分之十五的时候在使用不到三四分钟就关机没电了。 不知道正不正常？,3
刚买完没多久就降价300感觉挺差劲的,2
商品还行，但是就是掉价太快了，到手一个多月就掉了400。这找谁去,3
自营店俩天才收到手机！618保价手机，手机还没用就便宜了100元，个人感觉不是很满意,2
好后悔，现在其他平台2300就可以买，一天就降了700块，现在什么都登上，也用过了，退又怕退不了，真无语,2
请打算买的朋友，马上放弃这个念头吧！不然绝对后悔,2
客服怎么回事，联系了也没怎么回答，手机用起来机身发烫,3
无法形容，刚收到货马上掉价，收到货是有划痕，不过懒得换了，其他还好，就是刚买第二天收到货就掉价！！！,3
手机是好手机，用的很舒服，但是店铺的售后太差了。我两个同事都是最近京东买的电器，因为618申请价保，都是10分钟内就全部弄完，说不需要赠送的延保，就把延保也收回去完全按差价算。结果我在这讲了半天就是不给退赠送的延保，一句每个店铺活动不一样打发了。行，赠品延保不给退就不给退，按扣掉延保的价保做，结果等了整整一天还没做好，到了第二天我又去催，刚催完5分钟就做好了，就这么5分钟的工作量就硬生生拖着。和我两个同事的购物体验对比，真的差。,2
说实话，太卡了,3
作为一个刚用一个月的手机，怎么能这么卡？,2
手机太垃圾了，刷个~都能死机，玩游戏也死机，看别人评论咋都那么好，在京东买的手机有六七个，这个是最垃圾的,2
用起来特别卡，以为是网的问题，可是同样环境下，其他手机网络就很好，太难了,3
信号有点差,3
触屏不行，点不上，特别是打游戏的时候,3
**美颜，每次拍照都把我的酒窝P没了,3
待机时间：池待机总体来说 一般其他特色：充电是真的慢，,2
手机一般，电池不怎么耐用。买手机送赠品，赠品呢？？？下单后居然说赠品没货？没货就不要显示送赠品啊！,2
主屏幕主题用着用着，全黑了，显示不出来,3
，手机信号不行，同一个楼梯我的三星s7有信号这个没有照相一般,3
3000多的手机 使用一个礼拜出现卡顿 黑屏,2
充电有点慢  待机时间还可以  是不是的断网没信号,2
拍照一般，屏幕分辨率差，cpu低配，总体价位一千五左右。,2
有点耗电，其他没有问题,3
刚刚到手机后面有划痕,3
没有想象的好，玩个开心消消乐有时触屏没反应，尴尬,2
用了不到一个月多点，，打电话有的时候听不见声，还闪退,2
手机用着还可以，但是还不到一个月就降价300是几个意思。还没办法申请补退差价,3
物流出现了问题，我白白等了一天，感觉手机声音小，电量不耐用,2
这个手机没有期待的那么好,3
买了两部，黑色那部打开应用下载东西很快，天鹅湖这部就超级慢！真不知道怎么评价！快吐血了,2
用不到一个月屏保已有裂缝,3
深圳寄深圳，用了四天的时间,3
手机用了一段时间  LCD的屏幕显示 一般般 后盖塑料的  感觉买贵了,3
安兔兔跑分为什么这么低？才12万，联发科p70不应该是15万吗？,3
用了一个月感觉运行开始慢了,3
屏幕音效：有点差运行速度：还行拍照效果：没啥要求  还是喜欢OPPO的,2
不是想象中的那么好，相机还有屏幕感觉太白了,3
帮别人买的，买了又降价了，还不能保价,3
一般般，屏幕色差不好。没有想像中的喜欢。,2
唯一缺点，电量消耗快,3
使用过程中手机老是发烫，换了一台还是一样的发烫，挺郁闷的,3
声音一会大一会小不知是为什么？,3
感觉也不是特别好玩。跟之前用的那个差别不大,2
今天第一天用，应用程序有闪退情况，不知道是什么原因，包装快递盒里没有填充，直接就是一个箱子里面装了一个手机包装盒，不知道是不是因为运输过程摔的，反正盒子上破了几个洞,3
比华为的手机差多了，新机器，就会卡，偶尔还会黑。关键还没有多久就降价了！！！！,2
商品还行，但是就是掉价太快了，到手一个多月就掉了400。这找谁去,3
感觉没有华为灵活，有点迟钝，亮度也有问题,3
容易闪退，不知道是不是我比较特殊，后面我就退货了，售后这块还可以,3
手机不怎么行，刚开始的时候还一卡一卡的不知道，是流量还是手机卡。,2
人脸识别为啥不是本人也能打得开，是不是买到假货了,3
网络不好，手机有点卡，没有以前的X9好反应快。,3
手机电池不行，电量下去很快，亮度开最低都一样,2
手机还可以，就是掉价太快了，买不到两个月掉了200块钱，买的时候说当时拍送耳机12期免息，结果拍完了第二天还是送耳机12期免息，全是套路。,3
手机很好   缺点就是声音有点沙哑        音质不是很好所以我就给个三星吧,3
客服怎么回事，联系了也没怎么回答，手机用起来机身发烫,3
屏幕音效：这破手机音量突然一会大一会小。,2
拍照还行，其他性能太次，信号也很一般，还不如以前的旧手机,3
自营店俩天才收到手机！618保价手机，手机还没用就便宜了100元，个人感觉不是很满意,2
感觉一般，不值3000的价格，2000就差不多！真的性价比不高,3
唔   三天就卡   刚进游戏就卡顿  要么就是进游戏会黑    退了在才行,2
垃圾直接卡死   比vivo3y还烂   起码不会卡死,3
续航好差好差 不知道咋搞的,3
不仅续航差 视频电话断断续续的 接电话也听不清?&zwj;♀? 无语 太倒霉了,3
外形外观：还可以屏幕音效：一般拍照效果：还行运行速度：差待机时间：一般,2
还芯片没IQOO的好，开机都要开半天,2
质量不咋地有时接电话对方声音滋滋响听不清,2
外形外观：有一点厚拍照效果：后置感觉不是很行其他特色：用不到半个小时就很烫了，,2
第一次买这个手机，昨天刚拿到手，没怎么玩手机，感觉到电不耐用，运行速度又有点慢。,3
首先，机子退了，原因是伸缩摄像头不正。其次，机子有点卡，不知道什么原因，不过还会继续关注VIVO,3
在这里买，没有赠品不划算，个人买咯感觉后悔，在掐他都有赠品，赠品虽然不值钱，但花一样钱，得到不一样，感觉不舒服。建议掐他地方买，反正一样是正品。,2
这个膜贴的，我也是醉了，感觉像是用刀切了一块，不影响使用，就是影响心情,3
感觉还行，出现过一次闪退现象，不知道是什么原因，一分钱一分货吧,3
联发科发热严重，不是很好。考虑清楚再入手。不是很建议买,3
拍照效果：还可以外形外观：还可以运行速度：慢还卡屏幕音效：可以待机时间：可以马马虎虎,2
除了充电时候手机烫以外，没啥别的毛病,3
大家别买，电不经用 电池不行，充满后用，没多久又没了,2
手机发烫，别的还好，最主要是发烫，这个比较不喜欢,2
运行速度：经常性卡顿，程序运行错乱，程序都关了还有声音拍照效果：没有广告宣传的好,2
买了一个多月，手机开始就发烫了，同时开两个软件，就烫的不行,2
自拍视频前摄像头就升起来   设置不了   不方便容易断   小孩子不知道还去把碰那那里就断了,2
手机不是很好用，尤其是网络慢，而且离开WiFi之后总要手动重新切换网络，有时的不断的连接之后才能用,3
第一次用vivo手机，感觉系统操作不是很方便,3
刚用没几天就发生了屏幕不灵，死机需要强制重启的情况，而且总是出现收不到短信的情况 ，感觉不太好,3
弄了一下午了还不会用，****也换不了，没有生成二维码可以扫描，也不知道怎样弄才能回到主介面。,3
用了一个多星期了，没什么两样，不管在哪信号都不是很好，不知道是手机问题还是什么原因，一个多星期死机两次！！！,3
这款机器性价比不高，第一部屏幕指纹经常不显示，后来换了一部，价格降的也快，一个月降了200,3
接视频的时候像素还没有我以前Z3好，除了内存大一点，也没什么好的，不值这个价钱,3
买回来用了十天左右就出现卡屏卡死的状态，关机关都不掉过了十几分钟它自己又好了，外观非常满意。,2
一个月跌了300块呵呵,3
厚  没想象的好 反应也一般般 触碰有时还需要多点几次 着急用手机就懒得退了,3
6号收到货的。用到现在居然有点卡，玩儿着玩儿着，点屏幕没反应,3
感觉一般，像素感觉没有像宣传的那样出色。一般一般。,3
手机整体很一般，主打的拍照功能也没有多好。,3
今天刚到，，体验一波，，优点全面屏屏幕细腻无挖孔，，缺点，机子实在有点小，，然后最重要2000多没得人脸识别，，搞得跟不上老手机，，,3
不知道 为什么 充电器头 是旧的  还有划痕 ，而且手机壳子都是被撞了一个角的，快递大盒子里面连泡沫都没有 ，充气袋都是坏了的，,3
外形外观：摄像头装饰件间隙过大，前科夹胶，耳机孔水印，摄像头白点，摄像装饰件磕伤，前壳夹胶,3
颜值还可以，就是待机时间短，待机和我用了两年的华为差不多，后悔了,2
刚拿到手机，别人说这系列的手机信号不好，我也不知道好不好，先用两天,3
反应不灵敏，其它一般,3
手机颜值挺高的  就是手机音质不好和手机屏幕也不好 看视频高清的和标清的一样 屏幕真的太差了！！！,2
才用了一个多月就开始卡了，并不是内存问题，只用了四分之一的内存,2
用了一个月没到，目前除了电量充足的情况下玩着手机无缘无故自动几次关机又开机，没发现什么问题，不过后面会追加的评价的,3
运行速度比骁龙855都要慢，国产芯片还是差点意思，  屏幕清晰度和亮度都一般。不符合这个价位手机。,3
除了拍照以外，感觉没有很好用，尤其是通话，动不动就是外放，客服就是机器人！,3
vivo的这个牌子还是老规矩，只适合冬天用。新手机都一样。发热的不要不要的,2
其他可以，就是玩游戏不行，网络太差，老是掉线。,2
晚了一点评价，说实话手机外观看起真的很好看，就是手机卡，第一次用vivo没有想到手机卡到不行，有时候卡住那里都不动，求解释,3
手机颜值高，目前除了指纹识别不太灵敏、各种码识别头疼，没有发现太大问题。,3
流畅度不是很够，但是不打游戏的话还可以了    。。。。。,3
有时候闪退，有一次黑屏。我都怀疑不是新机。降价还这么快，两个月不到降价100。像素确实还可以,3
原来用的oppo.很多细节的贴心的小功能没有oppo设计到位，使用有些不方便。暂时这样吧。,2
昨天买的今天就降1百,3
退了1百元，服务可以,3
外观看起来还是很满意的，现在是北京时间11:53.开机显示时间是9点过。而且开机只有49%的电。进入主见面就花了一格电。这个电量使用让我有点担忧。后续体验后再追评。,2
好卡老断网，有时卡得跟我旧机z1差不多，后悔了,3
越用越恼火，看视频卡进网页卡，太太太失望了。过了退货期不然我马上退了,3
外形外观：还挺好看的  就是有点大待机时间：不像新手机的耗电太快了屏幕音效：屏幕对我来说有点大   还不习惯听筒位置靠屏幕侧边位置慢慢来吧,3
手机没什么问题，就是买之前系统显示6月22到，拍完以后显示26号到，这不是误导人吗！！！！,2
外观可以  .但是开机就15％的电量充电中途发热，而且里面有超多已经下载的其它应用？？？心情不太好，不过要夸夸蓝牙耳机很赞,3
电池不够用，每天就上班联系用到了半下午就没电了，还要带充电线在身上。,3
电量耗得快，触屏效果不是很理想，指纹识别有时候很难，拍照反应有时候想卡住了一样反应不过来，总体来说，感觉这次vivo手机不是很让人满意，而且降价太快了，让人感觉不值得这个价钱，买它要三思?,3
不好用！总体一般运行速度：慢待机时间：短拍照效果：一般,3
用了几天了，我都不玩游戏电都用的可快了！其他的还行吧！,2
手机拿到了试了一段时间。相对于前一部苹果手机来说，耳机声音小，立休音质有差。拍照功能对细微图片没法高清，较模糊，颜色有点失真，绿色拍的成深绿。手机原本这样还是,3
用着还可以玩游戏也很爽，就是看书的时候有点卡屏，翻页翻一半老是卡住,3
3月12号买的手机，其间手机用的不是很顺畅、有点卡，五月四号早上电量充得满满的，晚上七点多就没电关机了。现在上班都要关机了，这手机还怎么用?,3
信号接收貌似有点差。。。同样的地方，不管是移动信号还是WiFi信号，都没另一部手机好,3
有点卡感觉 有时候还会莫名卡机 流畅度感觉还没我的x27好,2
