评论,评分
屏幕很差，时间长会眼睛酸，比某华差多了，一分价格一分货，这个价格屏幕那么差我也是醉了，还有货收到了，他弄了个礼盒版降价，套路多，你买的普通版就无法价保，另外客服你问他去价保，他和你答非所问，所以说，支持这个品牌，还是很让我心塞的。可惜既然来了，我还要很委屈很不情愿的用个二年，不见得直接扔了,1
非常牛逼，两天掉价掉的没边，没有比他们更六的了，***谁买谁脑子有问题，最差的一次购物就是在这里，垃圾,1
以前感觉京东是个有责任，负责任的好平台形象，现在少发一个蓝牙耳机，要核实1-3天、我在酒店住几天要花上几百块，一个耳机才几百块，就这效率和形象完全不敢恭维，我购物一直都在京东，这是第一次差评，非常愤怒，非常不满。,1
只能希望这系统好好改进了,1
说实话这手机真不行打几把王者手机烫死，后台多几个就卡有时还直接卡死在游戏页面,1
打游戏两局就开始发烫昨天购买，今天就出现了两次进入APP卡住了，退出来了，重新登入最重要的是耗电好快完全不值得入手,1
4千多的手机连红外线遥控都没有，而且手机耗电非常快，经常进了APP直接闪退，差评，要不是过包换期，直接给你退了！,1
买了不到一个月，手机各种出现问题，客服服务态度也不好，这次是真的失望，以后再也不买vivo手机手机了，建议大家别买,1
IQOO7这款手机，经常出现问题，运营卡顿，卡机了！经常性断网！能不买就别买！后悔死了,1
辣鸡垃圾之前买了5pro打游戏队友听不清你说什么退货了现在7又这样真的是服了还游戏手机呢！再也不买这个牌子了**,1
一星都不想给，领个新机福利还给我开个自动续费，我需你★，lj，以后还买vivo任何产品直接剁手。,1
手机今天刚到手机有点太热了，都烫手，刚下载就烫手,1
待机时间：耗电太快了%100电     打了几个软件剩%40电了   垃圾,1
鞋盒破手机买了算我眼瞎了出了文体刻度恨我打太极也不顺怎么解决 就知道让我再体验体验 我体验他个头,1
买了两个爱酷7两个信号差的要死，站在大马路上发视频都卡，玩游戏就不用说的无限460，不读卡，一直用的vivo这次心凉了，还没买的考虑考虑再买吧，,1
发热严重！玩王者还卡成狗！还比赛用机，垃圾！！！,1
手机做工太差，花四千多买一部缝隙这么大的手机心里很不舒服，这是第一次买vivo手机也是最后一次，还没一千多的手机做工好呢,1
笑了，这垃圾手机，闪退严重  散热是一点没有，比小米还热，这手机都能拿来上架,1
售后专员尽快联系我,1
看视频模糊，手机缝隙太大，请客服看到后让售后专员与我联系！,1
赠品不能一起发货     又不显示有没有现货    上次没的小米11    26号到现在都没有发货    这几天京东客服打电话都说当天到   都是忽悠客户     对京东太失望了,1
体验非常差，手机里有别人的照片，显然是二手的，手机屏幕居然玩着玩着，按了一下内屏就裂了，这次购买没有保险,1
充电速度刚买来那简直15分钟真的可以充满，现在用了一个月半小时都充不满了，别看充电器那么大的块头,1
我买的是256内存，发给我的是128内存，跟客服说也不解决，几千块都可以这样吗,1
充电发热，玩个游戏发热烫死了，电池也不耐用，除了充电快一无所处，大家下手慎重吧。,1
刚买手机没几天，降价也忒快了，20天差了500块钱，心里非常不平衡，小伙伴们，再买的时候问一下近期有没有价格变动？,1
玩王者掉帧数，卡，waifai很强给力，就是用信号打游戏卡，后悔的要死，还不如买华为40,1
买的手表套装，发一部裸手机。而且等我今天核算下来两个单买一共才5317  套装5397。套装套装，专门套路人的。真有你的vivo!而且单买还送礼品，套装**没有。  糟糕的购物体验，一星好评拿去欣赏好吧。,1
手机非常差 买了不到一个月手机就开不了机 售后也是磨磨唧唧,1
重来没给过差评，这是真的垃圾，g满信号打游戏把把断流真的垃圾,1
发热掉帧，才买不到半个月，客服就给一句自己排查，说事优化不到位，没事了啊，就当是小白鼠了啊，买完了后悔了。,1
玩原神的注意了，这画质，如果想眼瞎就下单吧，7天内尽快发展问题，不然客服不能给你退货，还有机器发热严重，,1
快递不到显示到了，，显示到了让我在互助取，店员态度极差，非常恶露不净，京东快递能不能请有点素质的店员,1
慎重吧   买了才十天   手机发热能理解   一发热就卡顿  连基本打字都卡   绝了,1
是送数据线，不是手机,1
送手机那个根本就是个坑！没标注一定要购买两次手机！之前下单后，立马问过客服耳机的事，也不说清楚需要购买两部手机才可以。现在手机到了跟我说需要在本店买过两部手机才可以？,1
其他都没问题，我只想说做个人吧，手机让你们做成这样，一会儿死机一会儿没声音，这是我花四千二买的旗舰机？能退了不能,1
极差的购物体验，店大欺客，希望京东自营能改变自己的态度。,1
深度使用后，电池不知道是不是系统升级的原因，不出远门续航无压力，充电是真的快，日常使用感觉不到充电的麻烦，信号接受有点点弱，整体来说，使用起来很流畅，物有所值,1
手机没啥问题，就是续航实在太差，睡了七个小时，掉了快30%的电，太离谱了,1
谁买谁后悔，wifi经常掉线，连上了网速也慢，系统更新了几次还这样，真@差,1
手机垃圾，充电有静电，退回售后已经五天左右了还**一直在检测，客服态度很好好到就是个机器人，一直要我等等等，等的火大,1
什么垃圾玩意，现在老是无服务（两张卡），打游戏一局就机子滚烫,1
垃圾手机，玩和平精英帧率掉的一批，根本没法玩,1
有史以来最差的一个店，抠！！！就一个充电器。任何赠品都没有，运行速度：大家去实体店购买,1
不是新机，里面有不雅照片，客服也很奇葩。别从这里买，太过份了,1
是真的卡   打王者还断触     我的天  就这还职业电竞手机  我服了   再多付1000还不如买华为！,1
打游戏发烫严重，，，然后就特别卡，掉帧,1
性能非常一般卡顿发热。不值这个价格。配件有破损不给退换，售后服务态度差，不给解决问题，让顾客平白蒙受损失。真差劲。买了东西不管是不是坏的你都得自己忍。真差劲，买电子产品再也不能相信京东了。,1
刚拿到第二天就识别不了sim卡，然后就申请换货，现在都一个星期了还是售后检测中，那么明显的问题你们还要检测那么久，现在想退都退不掉了，第一次给碰到那么差的服务,1
屏幕太垃圾了在裤袋掉出来外屏就裂了维修还要888多,1
手机拆封我还录了视频，密封条是开的。何者晚这么多天发货在调换这个？这就是京东的礼盒么，爱了。我也懒得找客服了，说可以价保，还要等有货，这东西一直没有货。在买了以后第二天就降价，但是未出库不能价保，开始说好的到后面也不行了。,1
手机发热严重，发货速度和预计时间不同。最重要的是包装的密封条被拆开过！！！！,1
这电池掉电太厉害了 新手机一天要冲三四次后悔的,1
重来没用过这么垃圾的手机，这比网络断流真的牛逼,1
掉电太快了，放那待机俩小时掉8个电，出个门估计还要带着充电器，我真是服了,1
买的时候说是送耳机，结果到货没有，这不是骗人的吗？问客服老是回复别的！真是无语了,1
手机发热严重，在空调屋子里边还经常50度左右的，真的垃圾，失望,1
非常垃圾，新手机充电30多分钟才62，过了3分钟又掉到61，盒子也有变形,1
玩吃鸡开90帧，手机顶部边框烫到你怀疑人生,1
发热严重，还4k动力泵液冷散热，简直就是摆设,1
50天不到 维修两次  死机无数次  第一次检测没出问题 说app导致的 第二次检测说要更换主板 不给退换货  说过了时间  第一次检修没有过退换货时间 也不给退换   ???,1
真的不好，真的不好，我这买了不到一个周我就发现摄像机花屏我找客服客服避而不谈，后来今天俺妈给我发了个电话根本听不见说的啥，别买别买,1
产品像翻新机，有明显缝隙。还给我说是听筒，就算是听筒，那我第二张图画的两个圆圈是听筒范围吗？再看看第三张图就**跟翻新机一样,1
大家不要买了这手机垃圾的要死刚买回来屏幕就卡死,1
手机真实不错，买就配送的耳机，物流都没出来就后台给自动退货了！垃圾，,1
大家都别在他家购买,1
手机出现问题，商家不给解决，无良心商家，简直不要脸，***的,1
好差劲边框有缝，过了一个月才发现不能换了，谁**能发现边框有个缝啊,1
超级超级坑，购买之前说好赠送数据线跟蓝牙耳机的，一次性购买了两台，收货后联系客服，说只能送一根数据线，我谢谢您哦，买两台手机送一根数据线？我是多么缺您这一根数据线哦！超级稀烂！！！,1
我劝大家不要买了，刚到手机一天，死机两次，我都服了，听我的，谁买谁后悔,1
一晚上待机6个小时，一觉醒来不见了12电，真的辣鸡,1
用了不到两个月就应用就闪退，电池容量太小，有时候突然有点卡，不建议买,1
19号就换货了  28号给我发短信说有货 然后**分给别人 让我等到7.3号,1
解释一下手机开始发热严重掉帧卡顿什么情况，不要告诉我后台来东西多了，我买这个只是玩游戏什么都没干,1
京东手机太垃圾，京东二手翻新手机，还故意拖延不退款，京东出小偷，偷拆机还不承认，不退款，不敢回复不解决，联系电话费花了一百多一年多没解决,1
保价是个卵的，手机电池耗电快，体验感极差！！劝大家不要购买了！！！就是一坑！！！,1
手机突然没信号，打游戏语音卡，充电不稳定，特别容易发烫，充电宝充不进去电,1
iQOO7非常不好，毛病很多,1
刚买到手价格4145，一个星期就降价3298。真是服了，还不给保价。优惠券不算保价，我也在京东购物多年，算是老客户了，对京东很失望。打算劝说亲戚朋友放弃京东。,1
挺垃圾的，不知道好评怎么来的，就玩王者荣耀都发热严重，还官方认证。。。。,1
透顶刚买两个星期就降价500块，还不能补差价，不想说啥了。而且开个视频聊天一会手机烫的可以煎鸡蛋了真的失望,1
差评差评差评！！！！玩吃鸡屏幕自动变暗！！！已关闭亮度自动调节！,1
还行也就是到手第5天玩吃鸡出现卡顿掉帧而已然后一边打游戏一边充电半个小时充不进去电而已我用的还是120瓦快充哦什么15分钟充满我14开始充电15分钟后冲到70多而已就那样,1
手机电池用的太快了，感觉四千块钱太不值了，用户体验极差,1
玩了一局王者，手机都能把鸡蛋煎熟了，还120w快速充电呢？十五分钟充了还不到百分之二十,1
手机玩吃鸡玩一两把就开始屏幕疯狂变暗    锁定亮度都没用给客服反馈一直说等优化等优化  一个游戏手机玩不了游戏  笑死了,1
太差劲了买了俩月降价600，玩游戏闪退大家千万别买，系统优化极差，再也不买vivo机器了,1
辣鸡手机，还游戏手机，续航拉夸，系统各种bug ，还游戏手机，打游戏各种误触，最不好的一次体验了,1
买了这垃圾手机，后悔的一批。充电口松，游发热严重 喇叭声音时大时小。以后打死都不再买OV家的产品了,1
差评，充电口轻轻一碰线就掉，问客服都是机器人。跑个分只能跑一半温度高得卡死,1
我也不知道怎么说，黑色背景下有白屏的情况，客服叫我去线下服务中心检查一下，我很无语快递等了一个星期，刚刚拿到就有白屏的状况，和绿屏差不多????,1
非常不满意，看直播买了两台，还喊朋友一起买，共三台，半个月就降价亏了1500块，答应送的双肩包一直没得。差三天也不得价格保护补差价，只得送了两个充电宝，安慰一下，心碎啊！想着在王者广告里面看到iQOO的，所以放弃华为试试的，结果太伤心?以后不会再买了。,1
买来本来是为了玩游戏的，谁知道打个王者都能烫手，这散热是真的差！安兔兔跑分都跑不完直接手机过热停止运行！真是太垃圾了,1
手机发热严重，车载导航时由于手机温度过高，导致退出程序而且还进不去，一直提示手机温度过高。掉电厉害。谁买谁后悔,1
对京东的服务越来越不满意了，我买一个手机拖到年后发货也就忍了，手机有问题想着能换货也忍了.结果拿去换 京东客服居然跟我反应说需要等待下次抢购新机的时候，京东帮我跟其他消费者一起抢购我买的这个v享焕新版，抢到才给我发货，你们这么大的京东，换一个手机还需要自己抢自己的商品，说出来不怕被人笑吗.关键我只是换手机.普通版有货为什么不能直接换，还说让我直接退款，我抢你一台v享换新多不容易，你让我退款？京东太差了，以前买电子产品就是选择京东的快递快，售后有保障，现在看来京东越做越差了.以后选tb，sn都不选你京东了.,1
1.手机体验，充电发烫，电量消耗较快。玩游戏过程中就是烫。烫烫，手机重量还很重，不值得入手。2.买了一个月价格掉了600元。客服服务太差全是摔锅。,1
待机时间：开玩笑看了一小时小说扣了百分之二十电手机还严重发热也太@了吧,1
产品质量有问题 麦克风说话模糊不清 手机有刮痕 售后然后还说是自己搞得 还得不到解决 尽量不要入坑,1
手机好重，拿得我手腕累，有时会卡顿白屏，屏幕显示有些小问题，我也没玩过游戏，至于好不好用，也就这样用了，找客服售后也没用，真没办法,1
我只能说这种垃圾手机都能被吹得这么过分我真的想笑，买来赠品被吃了，第二天手机充不进电，屏幕半边时而失灵。,1
手机发烫严重，电池掉电太厉害，安兔兔评测竟然评测不下去。,1
特地买来吃鸡的，现在气温玩吃鸡都这么烫手了，夏天不知道热到多少度了谁还愿意拿着这手机玩游戏，掉帧也严重,1
特地买来玩吃鸡的，烫手的很，现在都这么热了，天气热的时候还玩个毛线，耳机还不是标配的，被坑了,1
手机真的一般，最差的就是电池，耗电实在太快了，一天要充三次以上电，玩王者一局就要百分之十电量，我还没有开120hz，实在太让人失望了,1
非常卡，新手机，怎么处理，明天在试试，不行就退机，希望处理，刚到的传奇版，我也不知道是不是假机子！玩着王者接个电话，屏幕上的人物地图来来回回的晃！还会来追评，若有改善再补评，下班再做个测试！非常失望，问了客服就是喊清理垃圾缓存。我说了个若明天还出现卡顿就退货，客服说了一句:感谢支持，真佩服！,1
新机到手就没电了，充完电使用了几分钟手机发烫得厉害，最差劲的一次购物体验！,1
手机质量很差，京东服务也很差，退换需要20个工作日，处理问题也很慢，不能给我们消费者合理的权益。,1
耗电贼快，晚上充满电，第二天早上起来掉电10%手机发热特别严重，断流断触，,1
对先买的用户非常的不友好，严重的割韭菜，这个品牌的手机实在是太不保值，强烈建议大家不用购买了，这次已亲身体会。,1
手机太差了，建议大家不要再上当，七天无理由退货就是欺骗消费者，快递员不来收件就算了就打个电话告知我说电子产品拆封了一律不准退公司规定的，还故意更改时间拖延.客服也是敷衍了事，什么世道啊，还没法处理你了,1
确实挺辣鸡的，还不如买小米11，手机才用没几天就出现卡顿，反应速度还不如我之前用的华为p30pro，我跟我对象都买的这款手机，我先买，她后买，送她耳机，不送我耳机，同款同价位，只是颜色不同，失望透了,1
IQOO7充电是真心快，但是用的过程发现一系列问题，首先就是电脑登录QQ，用手机扫描登录，扫描不了，然后到实体店购物付款的时候，扫描商家二维码要好长时间，拍照效果真心差劲,1
作为iQOO老粉，实在是失望到极致，掉电快到离谱，玩个游戏卡帧掉帧也就算了，重点是发热也很严重！！！你很难想象居然会热到烫手！！！真的很影响心情，一星都不想给,1
待机耗电贼快，一晚上掉个50%，真垃圾，这续航，打游戏耗电快就算了，待机还那么耗电,1
垃圾，手机刚打开一点电都没有，冲了一会电，然后手机发热，关机状态下有持续震动的状况，真搞不懂关机状态，手机还会震动,1
手机听筒的位置空隙都可以插进卡片了，一个防尘措施都没有！！！！！还有，打王者的老是或多或少出现大大小小的毛病，先不说掉帧严重，这个这个进游戏界面时不时给我来个竖屏是个什么鬼？？？？,1
收到后打开手机盒里面就一个手机壳一部手机和充电器就3件东西，感觉网购手机有点@拆飞机买零件，实体店售后很方便。问客服为什么不给送一个钢化膜让我自己在京东买一张钢化膜，网购比实体店比现实生活更现实,1
真的无语，一个新手机从早上到现在没怎么用，现在只有这点电。华为和小米玩套路，本以为viv0实在，抢了个新机，给我泼了一套冷水。真无语。,1
买手机送的硬壳  没几天就把手机刮花了  手机的四个角都花了，太抠门了不满意，,1
那个手机用了几天就出问题了，喇叭呲呲啦啦的，现在京东给换了一个，不知道怎么样，反正差评，浪费老子时间,1
续航能力太差，无论是玩游戏看电视还是导航，一小时差不多掉电百分之18左右。,1
辣鸡手机充满放一夜。直接掉百分之25的电。开省电模式。一下午掉了百分之8。第一次买蓝厂手机。坑的够够的啦。大家千万别被骗了。手机发热超出你的想象。,1
QQ视频一个小时，给我卡死自动关机了三次?，什么意思，我一边视频一边看相册就给我卡死了？？给个解释,1
垃圾，发热严重晚**抖音都是烫的 安兔兔跑5分之一就温度过高强行退出,1
已经申请了两次换货了，现在是第二次中，17号寄回手机售后收到后就一直检测中了，每次问都是检测中，我1月买的手机，马上3月了，就没摸过几次，就是处于有问题换货流程中，问就是请稍等，能理解这个心情么，有多糟心,1
在线上买的体验最差的手机，收到货没两天别说快充了，充电电器坏了都充不进了，申请换货了之后，售后说是充电器坏了，寄了一个新的充电器过来，第二天一试，还是同样的问题，又不给退货，只能换货,1
严重差评，盒子一点护没有，机就更不用说垃圾一台，玩个王者开个超频极致玩了不到3分钟，手机温度接紧60多度，暖手宝一样。这还王者官方机，笑死。问客服，客服叫去售后看一下。呵呵。申请退货吧,1
618买的，下单时没有预约提示，下完单就成了等待发货状态，何时发货没有提示，过了好几天联系客服，经查说是27号发货（为什么不能在订单页面给客户提示呢），等到27号晚上十点多了，还是没有发货，再次联系客服，居然还一本正经地告诉我27号发货，难道不清楚27号马上就过去了吗？客服对于客户的质问就是搪塞，没有歉意，没有帮助解决问题的意思。手机最后是7月2号收到的。京东的服务可以说是极差,1
手机差死了，才买回来40天就坏了，出现手机打电话别人听不到我这边的声音微信语音给别人完全是卡那里一天卡出界面，问客服他们这边是不换不退，说超30天了，只能保修，   **了狗了买不到1个月半的手机拿来保修，真是没看到这么差的手机，4000多买还不如华为。不会再回购vivo.,1
刚买的手不到一个月 手机充不上电 完全开不开机  。线下服务中心说是要拆机检查 果断选择退换 ，而且换新的周期还特别长。个人感觉体验感极差，特别失望?,1
从没给过差评，这次是真的懵。抢的V享换新版，外地调货等了几天才到。没有耳机和背包送忍了，被告知不带V享换新。那我到底抢的是啥？寂寞吗？,1
看半小时新闻电量直接掉30%。轻度使用1天，重度使用也就3小时就没电了。太垃圾了。。。后悔买,1
包装很差，超级差，所有角都变形的，然后系统也不好用的，然后，该发热的还是会发热，总体上不能令人满意。,1
什么垃圾客服 我买的蓝牙耳机套装 就给我发了手机 蓝牙耳机说会补货  问什么时候发过来 开始说两三天 现在干脆不理我了 估计明年才有希望了,1
这次手机没有想象的好。没有初版电池耐用，放着不动，睡醒掉15的电量。最坑的的是送了个卡，我开了一下。一看是广东的合约号。我一石家庄人用广东号。我也是醉了。没有石家庄号就别瞎送,1
千万别买，真是后悔！用电不是一般的快！而且不充电打一局王者手机都烫的不行了！打电话声音特别小。视频也一样，开最大声也不行！真是@。最后最后一个vivo！最后悔的一个手机没有之一,1
别的店都有赠品，耳机双肩包?，而我什么也没有，包装还是破的，给个破手机卡，我要那玩意没用啊，失望！客服服务很慢，两天慢慢的，什么都没有，不开心??,1
四千多的手机还不如别人一千多的手机信号好，都是用的大王卡，用了两个月的体验得出的结果，**专业游戏手机信号都不能保证，也配叫专业游戏手机,1
屏幕真的垃圾，现在偶尔会出现花屏，闪屏,1
太差了，拆开就有磕碰，手机烫得很，退货快递员威胁说拆封的手机公司一律不准退没有为什么公司规定的，请问七天无理由退货是欺骗消费者吗，找客服也是敷衍了事，我该是报新闻还是报警呢,1
无语，莫名其妙的闪退，而且自己跳转页面，有些地方还不如我用了两年多的旧手机,1
不知道说什么，安卓机掉价就是厉害，拼多多3399，百亿补贴，它不香嘛？这才多久，就掉了800，无语。,1
从下单到收货半个月，要是没有现货提前告诉啊，京东物流太次了，发货到收货四天时间，最可气的是几公里的路，两天才送到，京东太让人失望了,1
差评只是纯粹对物流的评价，第一次感觉自营的物流这么差劲。物流差劲 差劲 差劲手机充电确实快  耗电也快  耗电应该是芯片的问题其他方面中规中矩。双压控不是很好用,1
我买到的有断触问题，换货是真的慢，这是第二部爱哭，以后是不会在买了,1
换了三次还是掉网，没有专业人员来解决问题，对续航要求高的别买，掉电太快！！,1
用了快一个月，感觉有点卡，充电比刚买慢了很多，不能边打游戏边充电，不然会发热，40多度呢，,1
待机时间：待机时间特别短，电池电量不耐用，电池充满一天都没玩一个小时晚上没电了 这个电量服了 太耗电了,1
说好的游戏机呢？充电是挺快王者荣耀老是闪退，卡死，气死我了，我数据重新清理了一遍也不行，王者每次卡主我都掉线！,1
产品太垃圾了，屏幕很不灵敏，截图保存图片超级慢，截图也不好截图，耗电太快。,1
差评，5G速度还没4G快，很卡。售后客服服务态度极差，售前说好的签收后送耳机的，售后问客服推三阻四的。说要排队登记送，不知道何年马月能拿到。呵呵。送快递的么送在门卫，这四千多块的手机没有本人签收吗，就是这么随便门卫一扔，好了？丢了算谁的？,1
这才用了几天啊，电池不怎么耐用，手机还很卡，什么骁龙888，都是胡扯，谁买谁上当,1
我这个是换货哈，因为准备换的时候是第八天，退不了货了，这个手机请大家考虑清楚，真的能退我就退了也不在这折腾自己换货了，搞得过年没手机用了,1
9号寄过去，你们用了六天才签收，后面又等了两天让你们采购，然后又要等你能寄到售后部，再让我等1-7个工作日，七七八八这个售后，现在还没收到手机，也还没发货，订单已完成。现在我还在继续等手机，,1
我就想问这个7能不能再烫，再卡一点，服了，辣鸡体验，掉帧严重，手里一热卡的要死，888打王者还卡？？？？？？,1
打个王者都发烫，还KPL指定，职业选手手都烫残了，感觉就是翻新机，vivo已经不是以前的vivo了，准备换品牌了，垃圾玩意儿！,1
待机时间：耗电太快，满电打三个小时王者就关机了容易发热，骁龙888也没那么快,1
本来手机最大卖点15分钟充满电，我买到的却是要充26分钟才满电,1
差差差，用了几天来评价，手机耗电非常快，充满电打游戏两个小时就没电了，感觉是残次品一样，大家谨慎谨慎在谨慎。,1
非常差，充不住电，老是卡，还没网，真的买后悔了，特别的费电，电池不行！太**后悔了，劝各位别买这个vivo了，后悔死了！！,1
什么都没有得送，玩手游真卡，充电发热很厉害，打游戏发热烫手，听歌一小时掉电百分之十，还不如一代的强，后悔入手了,1
本以为在京东自营店买有保障一点，没想到到比第三方态度还差了，手机正常使用白天都要充两次电，声音吗时大时小的，申请售后换货吗，售后人员说没有问题，就原路返回了，我拒收了就没有人处理过问了，我就想问一下，那几个红色的字怎么理解的,1
四千的东西，连一个电话都不打，就直接放丰巢快递柜了，这啥服务啊,1
服了降价降了这么多5月15买的，差评，手机发热也特别严重，谁买谁后悔系列，不推介，,1
商品给1星吧，等的时间实在是太长了，5月24日交定金6.1交尾款结果却被忽悠今天推明天明天推后天的就是不给发货。好容易到货了礼盒包装的两个防伪标签还被拆开了，很多人都说是商家自己拆开的就为了礼盒里的那枚限量金币，呵呵这次京东给我的购物体验真的是奇差无比,1
这手机真的发热太严重了，才随便看了一会，还没打游戏呢，直接就热的要命，我真怕它突然爆炸了,1
网速不行，但是游戏操作非常棒，双屏压感给力，换换个手机试试卡不卡，,1
游戏延迟太高，客服提供的解决办法一个都没用！！！！使命召唤开*打中人了对方确不掉血，等3秒左右自己就莫名重生了，有时候对方人瞬间就没了。,1
这个快递真的是等了我10多天才发货！！无语。这么慢，而且一直催！还不发货，服了,1
我才用了四十多天开始发烫，放在手机烫手那种。充电发烫打游戏发烫。真的无语?。,1
超级差，告诉我是现货，结果等了10多天，说给补偿也迟迟没有动静,1
买了一周了，充电得20-30分钟之间，和所宣传不一样，就是奔着十五分钟快充来的，很失望,1
就这样卡住了，才买几天出现好几次了，主打的游戏手机，很失望,1
这还电竞手机呢，和2000左右手机差不多，玩王者声音滋滋的，垃圾，根本不值4200，建议不要买,1
前置摄像头，圆圈的边缘厚度大小不一，这是人为无法去改变的，很明显是出厂的问题，找客服交涉，给我的答复是，超出了换货日期。,1
第一次用vivo手机  直接给我整吐了  还游戏手机  吹着风扇手机温度都一直保持44以上  玩吃鸡完全卡的不能玩  现在还退不了  超级后悔,1
什么iqoo7刚买了一周屏幕就突然失灵，而且还自己关机给人感觉极差，后悔买了。,1
手机绿屏！耳机还漏发，和客服反馈好几天都没用，扯皮得很，,1
手机电池非常不耐用，送的耳机一个星期还没有发货，玩我呢？   花了几千块钱就这，再也不买VIVO手机了，游戏手机电用两个小时没电了，搞笑,1
说送耳机也没给。跟我说和手机一起发了，发没发我看不到吗？还让我联系JD客服。问你们买的关京东客服毛事儿，真的苟。,1
电池一点都不给力，只是接打几个电话就没电了，一天冲三次点。晚上冲满电待机早上起来就少50%左右的电。,1
发烫严重，经常闪退，刚开始没在意，后面想申请换一台但是已经超过一个月了。发烫严重是硬伤,1
好评妥妥刷的，打吃鸡五分钟屏幕直接因为发热变暗，建议煎个鸡蛋，打完吃鸡手机热得直接变卡，真心差得不想说了,1
4200的手机，除了个充电宝啥都没有！玩游戏调成90赫兹玩一分钟手机就可以当暖宝宝了！吹出来的手机，入坑了,1
第一，像素是真的差劲，还没我1500左右的手机像素好。第二，耗电是真的快。第三，期盼已久，希望多大，失望就多大。第四，根本不值这么多钱。第五，性价比谈不上。后续再补充。,1
iQOO7是最让我失望的一款手机，打个王者卡屏就算了，我看个青年大学习都能给我卡屏了。发热还挺严重。很失望的一款手机。,1
"一买就降价,降一千,玩游戏发热,充电快,耗电也快,录屏打王者也就打七八把,没电了,发烫得很",1
实在是有点烂，注册新机莫名其妙死机，注册完成后又死机两次，这谁玩的过,1
差评，非常严重的差评，客服的态度和她们的速度简直了，说是61号买赠送背包，到现在也没收到背包，而且也没给发，一直催促一直说耐心等待，你们这不是欺骗人吗，说好了7到15个工作日就发出，现在都20多天了还没信，一直不发，**商家，夸大宣传，有赠品不发。以后再也不会买了，就冲这态度也不会买了,1
京东的手机换货机制真的无力吐槽，检测一次花费15天，既然如此，我为什么不采用七天无理由退货，然后重新买一件新的呢？,1
手机出厂贴膜真是个**玩意，是粘502了怎么弄都不掉，客服还要我去找手机店，不是傻子才能搞出来的？,1
