还行吧，这次购买体验不如天猫，起码天猫还赠送一副有线耳机，上一款一年前买的有送耳机，这一款居然没送耳机，失望,3
屏幕音效：音效不咋好外形外观：外观还可以待机时间：待机时间长,2
说实话，就那样吧，一分价钱一分货，来语音的时候声音小的可怜,3
都说了有赠品到现在还没有收到单号，说有老年模式结果只有儿童模式，给我妈买的她懒得换了结果就这样吧,3
用起来不流畅，功能混乱，电池差，唯一好的是充电快,2
我就想知道这种时候充电头发烫，手机发烫，是咋回事嗯?这么溜的吗？,2
电池一般，使用时间比用了八个月的荣耀9X4000毫安的电池少差一点，之前的Z5X电量也一般,3
其他都不错，性价比挺高。不满的是明明说好有赠品的，但是发过来却没有赠品，然后我去找客服要才再发货，我没找客服的时候也没理我。,3
手机还可以，就是降价太快了，买了才十来天，直接降价，1198变998就能到手，保价一周刚好过去没几天，哎。。。,2
给妈妈用的    不追求性能  挺好用的   就是感觉好像信号不太好  是我单独的问题还是普遍的不清楚,3
手机又厚又长买回来马上就退货了，没买的时候我都叫我老婆不要买这种的了她就是不听。,3
满满的塑料感，画质感人。游戏同样的价位我另外一个同等价的过场景比这款快三秒。对不起这价。,2
付了款发现天猫的价格便宜差不多100块，就申请退款，赠品马上退款成功了，手机就退款不成功，后面收到手机了找客服才把耳机追回来了。硬是多花点钱买一样的手机，买完后面跌价了，想申请退差价，又说有赠品和没赠品不能对比，又不给退，挺心塞的,3
800u还是有点卡！,3
昨天买1298，今天就变成1098。唯一的区别是昨天送耳机，今天没送。我200块钱会买你送那耳机吗？,3
价保已退200，为客服服务点赞,2
说不上什么体验，目前就知道玩游戏中途闪退，，，，，，基本都是关键时候闪退，，，，气完了，，，，，,3
其它不知道，刚开始用了一天，主打的续航能力名不副实，只能说一般,3
秒抢，用了50元PLUS券，最后发现还比淘宝自营***的贵了50，瞬间感觉遭了暴击。,3
手机还可以吧！就是买手机连最起码的耳机都没有配一个，早知道就不买这个手机了，连耳机都还要另外再买一个。???,3
到手的这台是20年12月生产的库存机，运行卡顿，屏幕右上角有点问题，发热比较严重，运气不好,2
手机唯一大毛病：移动网络歌都听不了，经常断网，电话有时都打不出去打不进来不知道为啥,3
手机没其他毛病，反应快，最大也是唯一的缺点就是外音的音质超差，不过，1000来块钱的手机应该都是这样，,3
升级系统后，明显变卡了，系统自带的程序关剩三个还是有点卡，其余那些还好没问题。,3
打游戏，队友 能听到电流麦，而且还是不是在充电的情况下， 开视频，老是听不到说话。,3
一般般 做工不算精细 反正自己觉得不太满意 充电也不够快这次购物一般般 物流还可以,2
声音很噪，听起来一点都不好听，而且画面看视频都有点模模糊糊的，不是很清新，其他感觉挺好的,3
反应慢，触摸不灵敏，不晓得是机子原因，蓝牙耳机我换了两次了，刚接了个电话过来打字就要等,3
手机尺寸太长了，横屏玩游戏累死，VIVO的设计不够人性化，强烈要求设计短1CM，唯一的亮点是侧面指纹。,2
充电好慢，充了两个小时都没充满，上网也卡就除了相素好像，感觉不是新手机,2
手机声音有点怪  给人家打电话 有时候 听不到我说话，打游戏还卡麦  其他都还行,3
充电也不是想象中的那么快，看朋友那个充的就很快，有点烫，就是充电都会发热，感觉还行吧,3
"一般，不升级5G,用不了4G说注册会员有耳机赠，有时候屏幕反应不过来，像素不好，拍得不怎么好",2
手机用了段时间了，感觉还可以，不玩游戏的情况下电池差不多够用两天。不好是耳机没有就算了，连钢化膜都没有，一周时间就降价了，是不是买贵勒。,3
外形外观：一般有点厚屏幕音效：还可以拍照效果：可以用用，想对来讲不如小米9pro运行速度：不打游戏可以用下待机时间：这个不错，一两天吧,2
本来送的有耳机和钢化膜 可是快递到了以后什么都没有。 如果一开始就没有我就不说了。 可是订单都通知了有。到最后又没有了 这不是忽悠人吗？ 网购就不是顾客了？就不是上帝了？就可以忽悠了？  不过手机还不错，运行速度和手机触感很不错。,3
刚拿到手感觉一般，还没有放手机卡，具体功能等待后面使用吧。生产日期倒是很新，都有点不敢相信了，不过有点不爽的事，发现里面文件夹有出厂前的信息，不知道是不是二手机或是返修机啊？有点担心,3
用几天才知道性能，但是从昨天上手的感觉来看不咋地!开机加在加在解锁画面有迟钝，解锁后进入菜单页居然还会转圈加载!!!像个运了很久的手机，对，像我现在还在用的OPPOr9s pls  一个今年的8+128不如17年用到现在的6+64,2
运行速度：才第二天感觉好卡拍照效果：人脸识别都有点难过还要搞几次,3
说实在的，千元手机就那么回事，滑动手机的手感和二千的还是有差别的，有点摩擦，不是很光滑，应该是屏幕问题吧！外观不错，刚买的，滑动时候反应有时候还会顿一下，希望能用久一点吧！,3
怎么说呢，感觉像是翻新机 但是查过手机并没有磨损，我也没有什么证据证明，我是iQOO老粉了 从第一代 到现在的iQOO7都是在官网买的 因为家里人手机坏了京东也比较快 就取个巧，毕竟官网到的比较慢，官网买的手机发票，保修书 都很齐全，包括充电器插头也会带塑料包装，但是京东的什么都没有。,3
遗漏了电池百分比显示，出厂都会是不显示，但这个手机开机以后就是电池图标在内部。,3
处理器散热不怎么行，整体来讲还是不是错的，就是打起游戏来感觉机生后面，感觉温度有点高，其他方面还是停喜欢的。,3
手机速度可以，充电大概一分钟1%，屏幕色彩算是见过千元机里面最差的，偏黄，图片也比一般的千元机模糊一些，外音声音够大，就是有点细微的杂音，有点差，重量适中，后置拍照可以，前置有点模糊，这手机其他都还能接受，就是屏幕显色太差，偏黄，色彩差，图片较一般千元机模糊，怎么调都没用。还有手机的开关按钮很松，回弹力不够，估计不耐用，买给老人家的，要是我用真的受不了这屏幕和开关按钮。,2
太奇怪了，家里的老人家的手机接二连三的故障，都想换手机呀。这已经是第3部5G手机了，天玑800U的处理器对付老人家是可以的，但防不住乱七八安装软件哦，估计很快也要喊卡。摄像头照相可以的，比q2清晰，和v5差不多，完全够用。但是系统比真我的反应慢一些，感觉响应都有些迟滞。特效动画很酷炫，有点像以前的日本手机的氛围灯。低端机塑料材质很好，比较轻薄，手感优于q2。平常价格999同一时期性价比高，大促活动期间不建议购买。,2
拍照像素贼垃圾  其他的还没发现啥问题,3
还行就是打王者分配掉针太严重,3
发货和配送速度太让人着急了，商品没问题,3
说好的送耳机没送   欺骗消费者！！！,3
一分钱一分货啊，屏幕看视频太模糊,3
声音太小了点，手机反应有点慢,3
手机不贵摄像头比较垃圾，很模糊,3
