评论,评分
好家伙，游戏进不去,3
自己网，进个~撒的还得刷新几次才进的去,2
还可以，传输数据不好传 ，,3
电量续航时间不行，没咋玩没电了,3
有被使用过的痕迹，很不开心,3
掉电量太快,3
触屏不是很灵敏,3
一般吧,3
用了很久才来评价，信号一般，偶尔断流，使用屏幕发热，这个价格可以接受这些小瑕疵,3
京东快递态度实在是不敢恭维、,3
像素太差了，都是颗粒感，不值,2
上京东商城，经常会自动关闭，用之前的手机从来没有这样的情况，而且上京东商城会很慢，其它还好吧。,3
使用第三天发现，我的没法使用****功能和旧手机互传资料?,2
手机外观不错，非常喜欢,3
说实话，一般般，没有想象中那么好,3
手机还没有使用，屏幕上的膜中间都有颗粒物的，无语了，都怀疑是不是二手的,3
9月1号买的手机，9月2号送到，9月5号在高速导航时，手机突然重启，耗时十来分钟才重启成功，在上海市区高架路上面。没有导航，开车跟瞎子样，问题是我去的时候好好的，返程出现了这个问题。客服跟我说让我恢复出厂设置，还说有可能内存满了，手机系统是最新的，内存几乎啥都没有，才用3天都不到。让去售后啥的。太坑了，而且我手机支架是横着放的支架，不存在触碰到开关机按键的。,2
一般般，有些卡顿,3
今天买的手机，居然8月5号就有人下载过歌，有点失望。?,2
不是很流畅,3
像素还不错，可以哦可以哦可以，还是挺不错的,3
**，说好送耳机，结果一个月了还没送,2
转角有磕碰痕迹，接口处做工有瑕疵,3
只能说还行吧，用了一个半小时，其中半小时游戏，一小时看小说，电量直接没了百分之三十?我还以为这电池有多耐用来着,2
此用户未填写评价内容,3
还没使用，使用一段时间在评价,3
买完还没开始用就降价了。愤怒,3
手机还行运行中规中矩，做工还可以，照相同价位前几了，玩游戏有点小卡，wifi组件可能不太好，别的手机能跑出三百兆的无线网就能跑出一半来，在这个价位里还算可以吧,3
昨天下午收到的，打开手机购物的ａpp都已经在桌面上了，以前买的新机都是自己下载，运行速度慢，有时候还不如用了6年多的苹果手机的速度，看朋友圈的视频卡顿，打开~收藏的图片，一串图片在那频闪了好久，照片打开是打了马赛克似的，慢慢的才变清晰，感觉好像手机使用时间久了出现的问题.,2
手机电池不耐用看京东购物，不长时间就掉了1%的电量，唯一的优点就是充电快。,2
信号不稳定，现在主要是用微信，应让微信象打电话一样，视频电话一拔就响。微信视频和电话其本接不到。象这样手机就是摆设。其它机子都行，就他不行。也不知道怎么解释。比上个稍微好点。换退都麻烦。将就用。,3
价格太不稳定了  才买多长时间 一直忙着 今天才看到就降价了  怎么可以这样  让人心里不平衡,2
一般般,3
一般吧，cpu不够强大,3
不卡，但是下载软件的时候发烫,3
手机买了很长时间了，买手机送耳机，收到耳机是坏的，客服答应再送一副耳机。一星期过去，再问客服，地址错误，送别处去了，客服帮忙解决。半月过去！我都懒得问客服了。无语！,3
触屏偶尔没有反应,3
一般般，什么送的也没有，就那样吧,3
色彩不够鲜明，还说是6400万像素的个人感觉不太清晰,3
实话实说768还没华为810处理器快，对很多软件兼容性比较差，卡得你不要不要的，基于安卓的双系统还是比较有特色，但是现在的安卓，呵呵虽然是256，开机下了几个软件后我只有200G，还得防止开网软件会自己下载一些占内存的东西，你们自己看着买吧，只能一句话，兼容还是存在问题，能用但是卡。总结手机比较漂亮，双安卓叫特色。,3
卡里卡气的,2
其它都好，唯一的就是比其它平台贵两百左右，而且是裸机。,3
手机盒里没有耳机,2
掉电超快,3
品控确实一般，充电口里竟然有缺口，进京东购物车卡顿白屏，偶尔闪退。,3
耳机都用不了，说好换货也没有换,2
真的很一般，性能就不说怎么样了，是官方正品机，打游戏刷剧什么的都很流畅，就是手机发热真的很严重，就平时把手机放口袋了，后台没有软件，手机温度在36-41之间，打个王者，画质标准，分辨率低，高帧率模式下半个小时开始发热，温度可达42-46度左右，实测，还有之前在评论区看到有说耗电快，这个也是真的，虽然玩游戏不怎么耗电，但是不用时耗电很快，1晚上8小时左右能耗12%左右（手机充满100%电），我摔坏的OPPOa9也才耗5%，真想不通了。有啥问题都可以问我，不定时解答。,3
一般般吧，也没有带耳机，问了客服，客服说:不在活动时间，不给耳机。,3
手机软件经常会闪退，不耐电，现在只看小说，也就可以用7-8小时拍照效果：还行吧运行速度：刚买的，所以还可以，其他特色：不过网有点慢呀,3
本想在网上买，便宜一点，人家在实体店买，还便宜200块钱，同样的配置，同样的手机，说多了都是泪呀,3
新手机上面为什么会有***抖音腾讯番茄小说?,3
很一般，用了两年多的中兴天机9反应慢，划屏拖影头晕，画质一般，无线网差。,3
有些时候突然条屏，其他的都还可以，工作手机。无所谓,3
就是录音效果很差，声音听起来很沙,3
说实话 有点差劲了 期望太高了  卡  打开相机会延迟对焦,3
真的太垃圾了 不是想恶意给他差评  真的 太垃圾了 使用体验差的不行,3
玩游戏烫手、卡、充电发热、已退货！,3
漏电快,3
没有广告说的那么好，我感觉有点卡。操作不方便（比如以前买的wiwoy93，那时买得早，性价比低点，但系统操作比这好，退出上个操作只要一个键，这款机你打开一个界面有时真找不到地方返回，用了1个多月后的评价）,3
拍照不怎么清晰。,3
要用性价比来说这个，这个价格的手机配备的这么多东西，确实不错，但是最好戴一个手机壳有点剌手,3
外观漂亮 拍照不行 游戏也还好 第一天嘛 就是感觉信号不好,3
包装真是。。。,3
手机整体一般，刚用一天，感觉运行速度挺快，掉电也比较快，做工个人觉得太差，特别手机外壳塑料感太强，看起来就是特产垃圾的那种几百块山寨机,3
用了几天感觉，首先说电池，充电比较快，耗电也快但是没有有的人说的那么夸张，正常使用是可以用一天的，摄像一般化还可以，手机后盖材质太差，还有网络经常断网，微信语音出现几次了，打语音卡顿显示网络差，我5g怎么能这样,2
手机现在到了但是还没用，现在的问题是作为一个赠品的耳机为什么不跟手机一块邮寄，而是分开发放？？？现在我人回家了耳机还没到呢，订单也不能改，地址也不能改怎么办？？？,3
没感觉出6400万的像素，拍出来跟4800的清晰度差不多，就是图片能放的更大一点而已，但放大后的画质跟4800的一样,3
外形外观：有点丑,2
还不错吧，送人的,3
接受信号差满格网刷~都刷不起太失望了,2
听不清楚说话，杂音太大，失望,3
用几天看看,3
屏幕太常，不协调，掉电快,3
没有耳机和钢化膜的，手机开机就有好多已下载的软件,3
买这手机看了很久才决定买的，结果买的过程很曲折，第一次购买回来，觉得电池不耐用，下午四点过充满电，第二天早上就没多少了，还没怎么用，即没打游戏也没怎么看视频。于是申请更换，更换后觉得屏幕又有问题，颜色失真，屏幕发黄，感觉屏幕上蒙了一层东西，还不如我用了三年的华为老机。最后申请退货。客观说如果不是每部都这样我觉得这价格和配置还是基本可以入手。,3
货收到用用在评,3
感觉有点卡，不建议购买！以后不会在京东买手机了产品包装精致美观大气，目前用着非常不错，真实评价，希望可以帮到集美们发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，?包装也很精美终于买到满意的商品了，超出期望，非常喜欢，身边的人都问我要链接,3
什么都没送，质量也不好，还不如买华为，荣耀。,2
摄像头外观掉了点漆。整体还行。拍照效果：还行。待机时间：一般。,2
一般般  wifi信号接收信号不咋地,3
最不好的一次购物，包装都坏了，快递分错，说是客户改地址地址，打电话给京东客服说两小时回电，这都24小时了没有信息，,3
这手机怎么说呢，上手的感觉就跟华强北的一样，屏幕的触感就很一般，感觉两千块钱买这机子有点不划算了,2
好家伙，再不来我都忘了有这个快递。这都好几天了吧！今天终于到了，泡沫包裹?加了冰块，看着不错。试吃了一包，还行，有那么一点家乡的味道。打开第二包，羊汤包装已经侧漏完了，密封性不行啊，羊肉粉注重汤，汤都没了，那这就没法吃了。???包装质量有待改进。,2
感觉耗电还是挺快的,3
买回来就卡，现在很卡才二十天左右垃圾,3
手机发热，烫人,3
