评论,评分
手机发烫，电量消耗快，不耐用，外观不好看，垃圾，刚卖又降价,1
以后再不来京东购物了，虽然在这里购买了十年的光景。首先是因为对京东的信任，才选择了购买，买的时候1699.现在1599，同一家店铺，同一型号，京喜app上1299，不知道商家这样定价格有没有考虑到消费者的感受。一天赔一百。这个评价与商品无关，是对价格的失望。,1
垃圾，千万不要买，老是，失灵，想想就生气,1
屏幕下方有白点,1
手机质量有问题，退换货很慢,1
是真心不好，系统差极了，东西安装完找不到。指纹迟钝，工业垃圾产品。,1
真的无语，是什么猪脑子设计的这个系统？！来电挂机居然找不到来电号码。两套系统都是垃圾。,1
触摸屏效果很差，很多时候点了没有反应,1
刚到手 就出现有划痕 掉漆的情况 真的是  太难了,1
垃圾，音质比山寨机，还难听，像素差，后悔买了,1
手机还行，就是赠品问了才发送，结果发的几只笔  ，说好的送耳机 忽悠人,1
一波三折无话可说，不敢给快递员差评怕他电话骚扰，只能把差评送给平台，请笑纳。,1
买的是星云的，收到货是这个颜色，物流慢，是隔天到，都3天才到，,1
此用户未填写评价内容,1
此用户未填写评价内容,1
就一个充电器,1
从此以后不再用京东,1
打开手机竟然发现是一个翻新的机器，好几个应用软件被同一个号码登录过，很明显是被人使用过的手机，京东你们就是这样做生意的吗，你们就是这样对待你们的客户的吗？@京东@vivo,1
新手机都卡的不行！电池待机时间太短？,1
太垃圾了，最差的手机使用体验，游戏经常莫名其妙的闪退，要来何用？？？？？,1
此用户未填写评价内容,1
不给个差评都对不起京东的劣质客服了。8月22号下单，期间客服、以及售后电话专员各种乱忽悠26号发货，29号发货，31号发货，6号发货，最终是9月3号发货，期间经过N次APP客服&ldquo;机器人式的&ldquo;沟通，以及客服没有任何作用的电话沟通。。。商品评价和物流评价，老是放在一起，商品评价我给1颗星都嫌多，顾客往往不会给物流1颗星，因为快递员本身没有问题，因此你会给2星以上，但是，这就是套路，商品1颗，物流方面有有&ldquo;快递包装&rdquo;、&ldquo;配送员服务&rdquo;、&ldquo;送过速度&rdquo;，一旦你其他三个物流相关的，给到3星以上，平均下来，这个商品的总评分，肯定不可能是差评。。。,1
不给个差评都对不起京东的劣质客服了。8月22号下单，期间客服、以及售后电话专员各种乱忽悠26号发货，29号发货，31号发货，6号发货，最终是9月3号发货，期间经过N次APP客服&ldquo;机器人式的&ldquo;沟通，以及客服没有任何作用的电话沟通。。。商品评价和物流评价，老是放在一起，商品评价我给1颗星都嫌多，顾客往往不会给物流1颗星，因为快递员本身没有问题，因此你会给2星以上，但是，这就是套路，商品1颗，物流方面有有&ldquo;快递包装&rdquo;、&ldquo;配送员服务&rdquo;、&ldquo;送过速度&rdquo;，一旦你其他三个物流相关的，给到3星以上，平均下来，这个商品的总评分，肯定不可能是差评。。。,1
其他特色：刚到手的新机，卡托都弹不出来。京东售后也不如以前快了。,1
此用户未填写评价内容,1
外形外观：屏幕侧面粘合不良，问客服，就只会让我寄手机过去检测，外观上的缺陷就不能派个售后过来直接检测，手机寄过去我用什么，外观侧面粘合真的是有问题，以后对手机功能有没有影响，我也不知道，说啥也没用，自己看外观其他特色：刚开始买手机，我在上海，同城配送，给我从南京寄过来，在南京配送，南京拒收（自动给我拒收的），直接给我退款，我都蒙了，还有这种操作，打电话问快递，快递让我问客服（这个我有录音），线上问客服，客服让我问快递，我真的服，下午都没解决好，最后还是我不断打电话直接问京东售后，我说的解决方案才解决，之后重新购买的，这点京东给我的感觉就是太拉夸，做事情没有效率，服务相互推脱，最终受损的还是消费者,1
新买的手机，发现音频里有7月14号下载过的两首歌曲。京东给个解释吧，让我们花一手价钱买二手货么？？？？？,1
第一次用vivo，卡的要命，还有200g，也会卡的要命，屏幕会偶尔失灵，差的要命,1
此用户未及时填写评价内容,1
质量非常垃圾，一个星期充电器烧城这样，退回去换等快半月了，真心无语,1
这手机垃圾的很，比4G的都差，信号差，3G的都比他强，气死我了,1
配送员太懒了订单到了不派送过来,1
送的耳机用不了的，怪我没看，属实没想到，明码标价的手机送的耳机居然不匹配，也退不了，辣鸡客服,1
此用户未填写评价内容,1
一买就便宜300，#,1
经常卡顿！玩游戏有卡屏现象！估计客服又说你网不行了！,1
没耳机,1
垃圾手机，用了一个半月以后，手机就没有快充了 或者说是有时候有有时候没有，只有电量特别低，低到少于百分之十五一下才有快充，其余都是慢充，现在百分之三十，一直慢充，真烦人。,1
此用户未填写评价内容,1
此用户未及时填写评价内容,1
本来看视频就少，这个月看了几次斗鱼LOL直播，每次几分钟内就给我闪退，浏览器看小说有时候卡卡卡，电池省点也只能用一个白天。,1
一星都不想给，买的手机有问题不给退,1
在店铺购买2部手机了，说是老客户有礼品赠送的居然什么也没送，差评,1
配送服务本来可以给5个星的，我怕这个不良商家应用套路，3个评分算均值的话，就无法显示差评了。0星给vivo的客服，他么的发货时间一再忽悠，22号下单，23、24号活动降价200，一下说26号发，一下是29号，一下又是31号，他么现在说是6号才发货，怕是重新生产的吧。。。京东购物，体验感现在是越来越像~看齐，货不真价不值，关键是时性还差得抠脚！！！客服质量差得抠脚！！！他么的只会像机器人一样的说&ldquo;非常抱歉呢，不好意思呢&ldquo;之类的废话，不能解决任何实际问题，垃圾！垃圾！垃圾！！！！如果不是已经使用了一个，谁还费神等另外一个，超级超级#的一次购物！！！！,1
一个售后问题大半个月了没人解决！ 体验极差！！,1
都已经寄到你们原厂维修了，需要维修费用我也接受，但是你们根本就没有维修 直接就是原模原样的给我寄回来了。,1
此用户未填写评价内容,1
真差。特别快递。真心差。,1
性价比超高，不错哟，要继续努力,1
此用户未填写评价内容,1
购买不到10天。屏幕是纯玻璃的。特别脆，随便碰一下就烂了。用了几十年手机，第1次碰到这种问题。购买这个牌子。要内心特别强大。心里要有预备比豆腐还要容易脆的屏幕。1500多的手机，换个屏幕350。,1
售后很耐心，处理及时满意！点赞手机的使用只是在打游戏比较卡，准确地说是不太灵敏，但不影响使用。总体来说性价比很高，第一次用IQOO的手机，体验感很好，支持！,1
客服态度及服务水平差！这个手机刚上市时我买了一个给我爸，前几天又买了个给我妈，我妈这两天说了几次这个手机使用中的小问题，我就拿着看看，两个手机一对比发现通知显示不一样，咨询客服，答非所问，关键自己卖的东西常识性的设置自己都不清楚，差评！,1
懂得都懂,1
差评，最初第一部手机到手发热断网，换另一部好了不热了，但是充电器头有问题，试了很多次，线没事，就是充电器头是坏的，插好有充电声，就闪一下也不充电，好几次插好以为能充电了，结果要出门，手机关机了，就很郁闷，两部手机，另一个不断网，充电也是随便插上就行！,1
手机信号不稳定~视频老是卡死特别糟心我也不是黑他们实在窝火,1
答应给的耳机快一个月了也没给，就说没货,1
三四天后为什么会卡机，过一会就强制重启,1
掉电厉害，然后不能保价了，还找不到客服,1
iQOO这手机还是不行，不如OPPO的，第一次用感觉很廉价的货，5gWIFI连接还是个450m的，后悔入手,1
真是服了，服了，买个新手用还不到三天就卡顿，换货从二十三号到现在也没个影，真是烦透了，早知道这样还不如退了，????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1
这垃圾手机网络也太差了，刚买回来前两天网络还可以越来越卡，也没下载什么东西,1
垃圾东西，大家都不要买，刚收到开机就死机，太垃圾了大家千万不要买，这手机就是坑消费者的。,1
此用户未填写评价内容,1
傻卵东西，刚刚刷B站后台没任何东西都又卡死机了，牛B的,1
全屏游戏了画面切换很难。充电器是坏的。冲不了电,1
第二天就坏，就只同步了一下旧手机资料，还没来及使用，直接开不了机了。换货要7－15天，无语。,1
手机是新手机，可让我不爽的是京东自营买z3不带耳机，淘宝买z1附带耳机，人工客服解释新手机不带耳机，那设计个耳机孔来干嘛？花两千块钱买手机的能坑就坑，花五千块钱买手机的要当祖宗供起来是这样吗？大家都挺忙的，就评论到这里。,1
果不其然，刚下单买完第二天就降价100,1
买个屁手机！说话不算话！开始买手机的时候就说耳机是赠品不可以一发过来！手机到了之后过几天才会发！我就无语手机是14号到的，现在都26号了，我连个屁都没有看到，上周明明就说了，这个星期会在星期二，星期三发货的，结果又说什么加急，还是没发货，我就无语了，京东连一副耳机都**送不起吗？？送不起就**别答应好吗！真膈应人！我真的是瞎了眼睛！以后啊睁大眼睛看看！不要觉得什么旗舰店就是好的，放屁！所以啊奉劝大家不要买，在时候有你们受的！还有很多截图我没发勒，我也不想为勒这些人浪费我的精力！！祝你们早日倒闭！不用谢！,1
两个问题，1是8月份买的手机，系统存储里有1月份下载的音乐数据，全屏手势下，从屏幕底部往上的返回桌面等操作无效，且屏幕触控严重影响体验，有时候返回操作也没有反应，心情极差，只能说，很简单，便宜没好货，说不准也中了二手的招，给父母买的手机，京东多年老用户，最差的一次购物体验,1
就是耗电太快了???,1
手机无法解锁，指纹，面部均无法解锁，不知道什么问题，质量非常差,1
二手货，手机里有别人以前的~聊天记录图片，不小心给清理了没截屏成功,1
这款手机信号不稳定，容易断网，点开视频软件熄屏后视频有时候会自动播放，手机容易卡顿，有次~点半天都没有反应,1
信号?太差了，卡机得要命，一点也不好用,1
一定要看清处理器再买，这是个垃圾处理器，买了浪费钱，手机卡的不行,1
客服态度吵架差,1
用了十几天就没有信号,1
买来半个月坏了，换机又被暴力快递压坏,1
第一次买手机这么不称心，又大又厚又重，信号还不好。流量限速后一点信号都没有，还不如旧手机，后悔啊??,1
从8月10号购买这款手机，15号拿到手机，打开上卡装上两个小时，就出现闪屏，和所有程序都用不了的现象，当天就联系客服处理退货退款，收到货后到现在已经过去一个星期，还未处理好退款，7天无理由退货的是忽悠人的吗？一直在说返回仓库，没一个处理方案，严重投诉，天天打电话各种理由推辞，专员和客服都是整天忽悠，现在京东买东西也是这么不容许退货的吗？各位朋友看到一定不要买这家的手机，没有质量保证。,1
垃圾商店，垃圾客服，退钱都不退，气死人,1
保价只有7天，今天第9天，降价也不通知，，体验非常不好，，,1
有一种就是Vivo挖的坑，买一个礼拜就降价166.5。一坑就坑12个点。消费者的钱真的是大风刮来的吗？有没有想过搬砖人的赚钱不易，要降价你就提前几天说。准备再买一个的时候发现降价那么多，有不能价保，真坑。,1
手机颜色不服,1
耗电，烫手，不想多说，千元机。没什么好拍的,1
此用户未及时填写评价内容,1
手机买了两个月的时间 ，多次出现APP闪退，闪退以后必须强制重启手机才可以正常使用。微信视屏能听见声音却看不见谁打的，电话明明已经接听了却还处在是否接听的界面，对方电话已经挂断了 手机也还处在是否接听的界面，不强制重启根本没有办法使用。,1
给家里老人买的，手机续航差，早上七点充满都没有用下午四点就没电关机了，虽然充电很快(&deg;_&deg;)总有不方便充电的时候  家里一直在问不会买成二手机了吧 因为刚买回来就手机发烫，卡住用不了  真的失望，在这家店买的第二个手机了，因为第一个还不错才买的，完全没想到会这样失望?,1
一次糟糕的购物，客服也解决不了问题，真的无语,1
此用户未填写评价内容,1
用了两天电话卡就识别不了？换个货一个星期还在验货？第一次买vivo就这？早点关门吧。一点效率都没有，完全就是产品的问题，你们的服务态度真的不值得消费者支持你们,1
玩文字游戏的年代！iQOO算了吧！第一次体验就这么差。以后说什么都不会买...其他特色：打游戏发烫,1
价格：新机上架，就这么不保值？随意涨跌？质量：不说质量怎么样，体验稍微有点差，待机界面进入指纹不灵敏，面部识别在黑屏待机下有时候识别不了，同样是vivo系统，除部分能同步，一部分同步不了,1
这个手机特别垃圾 好多app都运行不了，以后再也不买vivo。真实评价,1
网络属实太差了，有时候会突然掉网，手机只要玩一会严重发烫,1
我这是在自营第1次购买手机以为是很放心，没想到买到手机1个多月之后，手机的屏幕右下方就出现了一条大概两厘米长的屏幕坏道.真是无语了，自营就是这样的产品质量吗？想退货换货都不行，只能送修啊，嫌麻烦真是无语,1
看视频，和看马赛克一样,1
这是买的第二部，后悔了。第一部忘记锁屏密不能强行重起，不能用了。希望这部也别忘了密码，知道这样还不如一直支持华为呢，华为我错了,1
包装非常差，外箱已变形,1
这手机不是一般的垃圾，买了两个月，都连不到5G网络，在哪里都连不到，差评。以后再也不会买vivo了，垃圾中的垃圾，不知道5G怎么来的，一直都说我5G没开，，5G天天开着的，到哪里都连不到，，垃圾。电池用不到一天就没电了啊垃圾，差评。,1
此用户未填写评价内容,1
实在是垃圾的要死，存在严重的质量问题，关键还不处理,1
一星都不想给垃圾,1
买回来手机网络连接性不好，很差,1
通话杂音,1
差，运行一个代驾程序都经常卡死，摄像头一般，后壳起斑点擦不干净，不值得入手,1
此用户未填写评价内容,1
差评！充电没有说的那么快，不好看也不好用，新机接触都不好，真的是新机吗'？一直用的vivo手机，第一次用iQOO系列真的很失望，送的耳机也好丑也不好用还脏，服气下次不会买vivo了！,1
特别垃圾，服务垃圾，什么都垃圾，买个东西能给人气死，说话跟那啥一样，真的给我整暴躁了，都想骂人，投诉都没有用,1
差评，手机刷~和快手视频有一点模糊，不是很清晰，建议不要买用起来也很一般，,1
服务不好，效率低，没责任心，需要反复催反复催,1
手机充电口里面部件塑料有缺角品控差，觉得vivo品牌的系统就像老人机笨笨傻傻的，不过无所谓买给老人用的，老人指定要不然我才不买,1
"其他的功能及电池都可以，但如果玩游戏的买家就不要买这个Z3,因为根本不适合玩游戏，那个卡顿，直接想把它扔了，特别打王者，走位走不了，一个位移就会站着不动那种，提醒各位，如果打王者的不要买这款",1
手机超级差，才用十几天，手机就自动关机,1
手机游戏千万不要买vivo手机，打着高刷新率的游戏手机，调试各种刷新率还是卡的不要不要的，vivo果真打的是拍照和外观设计的，性能和游戏方面远远不足，切记妄尝试。,1
手机电池不怎么行     客服服务态度差     手机有点卡   把我们不当一回事    我在京东买了这么多手机   这一家最差     网友们慎重   慎重    在慎重,1
未收到,1
很少评价，以后再遇到这种情况我就拒收申请退款,1
才用不了多久，就经常错乱，出现一些乱七八糟的声音，后台也关不了，不敢恭维,1
手机很好   六星好评  这是溢出来的那颗送给京东物流的,1
这个手机特别垃圾 好多app都运行不了，以后再也不买vivo。真实评价,1
此用户未及时填写评价内容,1
质量差得很手机发热就充不进电，到手两个月返过两次售后一个月的时间在维修售后中心，问题还没有得到解决！买了个亏,1
此用户未及时填写评价内容,1
很差，很差。还不如之前一千买的用了好几年的红米。刚买下就特别卡，经常性的卡，拍照也特别模糊，垃圾,1
刚买完就降价！一个月不到降三百啊！！,1
垃圾！！**！,1
网络不好，老是断网，垃圾手机，大家不要上当受骗了，,1
此用户未及时填写评价内容,1
手机真的是差，没到半年毛病一大堆，流量网经常卡掉，无线网连接不上，眼看着无线网网络在那满格信号，音量键也不显示多少音量动不动就卡住，真的是后悔买这个,1
用了几个月过来评论，买联发科的处理器是需要勇气的啊，经常卡断流，WIFI信号不稳定，看电视屏幕有声音画面不动，,1
垃圾，信号不好，运行卡顿！重点是在市区也这样！刚开始用的两个月不会。,1
此用户未及时填写评价内容,1
我刚买的用了2个月吧，手机死机，打不出去电话，也打不进来，太差了，希望大家不要买，我这都是真实的用户体验,1
一个星都不想给！恼火！信号真的差！打个游戏用移动数据卡飞了，真的绝！,1
天天降价，买了就降,1
买来两天就降价200块，6+128足足花了1589，太不像话了吧！,1
真**的无语了，刚买到手直接降价700？？？你在逗我玩呢！一千万头***狂奔而过！！,1
其他特色：刚买完又降价了，大家先别买估计过多十几天，1500能到手了,1
垃圾的很，千万别在他家买，退货还扣你钱，别人家还送碎屏险,1
此用户未及时填写评价内容,1
很差，买来一个月不到就插卡无信号，还要寄回去维修，刚买的手机，就要拿去维修，太无语了,1
手机反应慢啊，也不知道什么原因。比原来的荣耀慢,1
两三把游戏手机发烫，烫的厉害,1
此用户未及时填写评价内容,1
日常使用还行，一打游戏喜欢掉延迟，经常了，系统更新了一次好了几天，过几天又这样，真的是手机问题垃圾东西,1
快递真垃圾，直接丢保安室地下电话也不打一个！,1
不喜欢但是第二个，因为是用来做老年机的。,1
我买了16天了，还是没到，真实希望，快点,1
这个手机是二手吧!!!有时候点屏幕要点好几次!建议别买!,1
一个售后问题大半个月了没人解决！ 体验极差！！,1
都已经寄到你们原厂维修了，需要维修费用我也接受，但是你们根本就没有维修 直接就是原模原样的给我寄回来了。,1
刚收到货，马上就降价！京东拜拜了,1
没有耳机，这是在逗我嘛，有线耳机倒是给配一个啊，#,1
手机已经手到好久了，但是耳机到现在还没有发货，,1
屏幕上有几个手指印，可能是别人退货再销售的,1
一星都不想给，买的手机有问题不给退,1
网络属实太差了，有时候会突然掉网，手机只要玩一会严重发烫,1
不知道手机出啥问题了，充电贼慢，十分钟百分之二。,1
未电话联系直接丢站点，出了问题找谁处理，垃圾服务,1
经常卡顿！玩游戏有卡屏现象！估计客服又说你网不行了！,1
手机还行，快递员未按照约定时间送达，并且快递员有说谎嫌疑，品德不佳,1
垃圾，千万不要买，老是，失灵，想想就生气,1
该商品纯属欺骗 明明买的时候写着赠送耳塞，现在又没有赠送了,1
此用户未及时填写评价内容,1
垃圾！！！20年九月中买的，十月份就跟客服反映手机发烫死机，21年的现在还是老样子支持GC的代价有点大啊，还影响心情！！！,1
***就是垃圾，卧槽，网卡的跟狗一样，,1
此用户未及时填写评价内容,1
用了一段时间之后还是不行，前置摄像头大的跟后摄差错多了，都要吐了，玩会就热，不支持吃鸡90帧，玩游戏不稳定，有断流情况，不建议入手,1
手机电池好差，刚买完就降价200,1
尽管钢化膜碎了，我还是给你个好评！碎了就丢了。,1
此用户未及时填写评价内容,1
这就是个老年机！！！那么多好评从哪来的？？？,1
触摸屏效果很差，很多时候点了没有反应,1
质量有问题，才一个多月就突然没有信号，不能使用了！,1
此用户未及时填写评价内容,1
发热严重   打游戏卡     很垃圾的一部手机,1
别的没什么刚买来两天就是有点卡,1
用了俩月手机死机了，屏目锁打不开了,1
没有介绍的那么好，电池不耐用，一颗星给快递,1
信号极差，wifi老掉线。,1
失望至极的一次购物。,1
此用户未及时填写评价内容,1
不好用信号不好用流量满信号还卡，系统都不敢更新了都,1
卡，同一个地方比我的旧手机卡,1
客服挺好的，我评价不久后客服就打电话来询问出现的问题，并给了解决的办法，还说出现什么问题都可以询问，挺好的,1
这破手机，千万别买，经常断网，卡顿，质量真不行呀。,1
连个耳机都没送就一个手机一个充电器失望失望,1
一次糟糕的购物，客服也解决不了问题，真的无语,1
手机玩几分钟就发热了烫手,1
耗电，烫手，不想多说，千元机。没什么好拍的,1
不怎么好用个把月就充不进去电,1
此用户未及时填写评价内容,1
一生黑，手机系统不行，安装第三方应用还必须登陆vivo账号，谨慎购买***系列手机,1
反应慢  连无线网网速慢不如Y66,1
信号?太差了，卡机得要命，一点也不好用,1
此用户未及时填写评价内容,1
手机发热的很，还卡，反应慢,1
各种广告 各种捆绑 太垃圾了,1
此用户未及时填写评价内容,1
以后再也不在京东买手机了，卡的要死5G还卡的要死，换另一部手机一点都不卡,1
答应给的耳机快一个月了也没给，就说没货,1
掉电厉害，然后不能保价了，还找不到客服,1
新手机都卡的不行！电池待机时间太短？,1
听筒不好，有时贴在耳朵上都听不见,1
打王者一样掉帧，音质都比不过两年前的手机,1
此用户未填写评价内容,1
此用户未及时填写评价内容,1
系统辣鸡，蓝牙**，一言难尽。凑合用,1
手机一般，效果不是太好,1
不得不说，刚购买第二天就降价，非常好。,1
手机超级差，才用十几天，手机就自动关机,1
手机喇叭有点杂音，其它都还可以,1
买的新手机卡槽居然拿不出来,1
连耳机都没有，只有个充电器，购物感很不好,1
此用户未填写评价内容,1
耗电量太大，客服服务差，很失望,1
买后几天就掉价，还不给补差价。,1
我刚买7天你就降价200块钱,1
感觉一般般吧，感觉网络都是太虚拟了，,1
原来官方自营店的有假货???,1
此用户未填写评价内容,1
此用户未及时填写评价内容,1
手机在玩原神时会有跳帧，还会黑屏，必须要电源键加音量减键一会重启。,1
这台手机非常差打个游戏都卡的不得了,1
有断网的情况 开关不管用 飞行模式开关一下才有网问客服说系统没升级 我这是最新版,1
配送员太懒了订单到了不派送过来,1
看视频，和看马赛克一样,1
此用户未填写评价内容,1
此用户未及时填写评价内容,1
真的辣鸡，手机玩游戏爱断流，玩着玩着网就没有了，还突然自动关机，就像拔掉电源一样，,1
质量太差了，维修也麻烦,1
门店的东西太歪了,1
快递自己去拿的，不送！,1
一买就便宜300，#,1
竟然没有耳机 那留耳机插口干嘛,1
此用户未填写评价内容,1
此用户未填写评价内容,1
此用户未填写评价内容,1
此用户未填写评价内容,1
真差。特别快递。真心差。,1
此用户未及时填写评价内容,1
打王者打到手机能自动关机的手机,1
此用户未填写评价内容,1
此用户未及时填写评价内容,1
才用了两个月，我妈就反应要么连不上WIFI，要么就上网速度贼慢！气死我了，这是什么手机？,1
此用户未及时填写评价内容,1
手机信号太差，微信电话一打就么信号真是垃圾,1
此用户未填写评价内容,1
此用户未填写评价内容,1
此用户未填写评价内容,1
此用户未填写评价内容,1
通话有回音，换货中,1
此用户未填写评价内容,1
手机买了第二天就降价，还不保价，说是有赠品,1
此用户未填写评价内容,1
此用户未填写评价内容,1
包装非常差，外箱已变形,1
此用户未填写评价内容,1
此用户未及时填写评价内容,1
手机用了也有快两月了，用后感言就是一个字，卡，两字，辣鸡,1
此用户未填写评价内容,1
此用户未填写评价内容,1
此用户未填写评价内容,1
此用户未填写评价内容,1
从此以后不再用京东,1
此用户未填写评价内容,1
此用户未填写评价内容,1
此用户未填写评价内容,1
因为是给别人买的，无法了解当时的具体情况。和快递员产生了一些误会，抱歉。快递早到了，服务五星好评。,1
