评论,评分
老婆大人手机坏了，老婆一直都是Vivo的忠实粉丝，之前用的是X20现在买个X60送给她，她很高兴，两个手机数据图片APP可以互传，新手机立马就有老手机里面的所有数据图片APP.老婆拍照试了一下，特别满意，特别清晰。大赞????喜欢的可以赶紧下手。,5
上班族来入手了这款，颜色好好看呀！华彩色好心水的样子呢，轻巧机身拿手上毫无压力哈哈！全新的配色，越看越喜欢呢。像素很高清，抓拍出来的照片清晰度很高，出片率杠杠滴，很适合上班族呀。,5
平时出门拍照拍景色出片率很不错，晚上拿出来拍出来的照片也很清晰，不错。使用感很好，不卡顿，平时偶尔玩游戏追剧速度很快呢！,5
之前去上班都要随身带着充电宝，每次忘记带了还要专门找租借充电器的地方，现在充一次电我能用到晚上下班！而且手机运行也流畅～,5
外形外观：颜色看上去不会像图片上分隔那么清晰，过度比较均匀拍照效果：像素非常清晰有送一个年节礼盒，里面的日历也做的非常精美，还有两盒扑克牌???,5
手机使用半个月了，各方面表现都很好，系统运行清晰不卡顿，不发热，外观也很漂亮，非常的喜欢，拍照清晰，内存大，听歌打接电话都很清晰，而且全网通5G网络，上网就是快。,5
vivo X60#，拍照颜值超高，性价比超高的一款机型，机身特别轻薄外观设计漂亮，全屏目视野更宽，拍照绝绝子，速度(○?&epsilon;?○)也是非常快的，待机时间很长，下载速度(○?&epsilon;?○)真的很快，#喜欢一定要入手啊。,5
外形外观：颜值高，华彩颜色老婆特别喜欢，背部玻璃磨砂工艺特别有手感。屏幕音效：屏幕效果好，看着舒服。拍照效果：特别好，vivo一如既往的拍照好。运行速度：很流畅，感觉挺快。待机时间：感觉电池电量一般，有待提高。不过也还好，可以接受。其他特色：其他特色：包装清单有耳机。还送了蓝牙耳机，特别好用。,5
很好用,5
颜值外形外观：喜欢屏幕音效：可以好好拍照效果：不错,5
超级好看，老爸很喜欢,5
此用户未填写评价内容,5
还可以不过京东快递真的快，今天买而且天就搜狐到。,5
给老婆买的，用了几天了，还可以，美观大气，功能强大，,5
我们是vivo的忠实粉丝，自己买了一台，给我表弟买了一台，他说非常好用,5
物流速度超快，当天晚上下单的，第二天就到货了。包装很好。拆开就感觉这款手机高端大气上档次，，手机的颜色很喜欢，和图片介绍一样，没有色差。拍照效果杠杠的，~视屏超美。很喜欢，非常满意的一次购物。,5
还可以,5
外形外观：经典耐用屏幕音效：音乐清新拍照效果：清晰明亮待机时间：超长待机运行速度：运营挺快,5
挺好用的，手感也很好,5
到货速度真的超快超nice！一直在关注，哈哈果断入手，机身轻巧，手感好，一拿到就爱不释手了，超开心，前置摄像头和后置摄像头拍照真的超清晰，拍出来都是大片，细节色彩和清晰度简直太完美了，而且一点都不卡，用起来很顺畅，vivo手机都用了好多年了，刚好出新品了给妹妹添一个，好喜欢！,5
很实用，拍照滤镜也很自然，还有很多效果风格，真的太爱了，电池也很耐用，赞,5
手机收到了，用了几天才来评价，首先外观很漂亮非常喜欢，运行速度很快，手机的NFC功能门禁卡开门很灵敏！整体非常满意！,5
可以说，单单是冲着这个颜值和外观，就已经是一款值得购买的手机了，我买的微光色，实物敲美。前置3200万超高像素，自拍试了一下，好清楚hhh，物流好快收到的，我全家都用的vivo，购物体验感好?,5
用了一段时间了，体验感很不错xixi，我是多年的v粉，忠实hhh，简约精美，综合表现很满意,5
超清三摄还有超逆光夜景人像真的太赞了，有了这个手机后，拍照都不发愁了，喜欢喜欢,5
真机真图，今天下单第二天送到，X60无可挑剔，美爆了，这款机子特别适合女性。无论屏幕大小，厚度，拍照，美颜都很合适。唯一缺点就是耗电稍微有点快。屏幕音效：好拍照效果：好运行速度：很好其他特色：好,5
外形外观：看着很舒心屏幕音效：摸着很nice拍照效果：拍的很清晰运行速度：快的雅痞待机时间：几天没问题其他特色：各方面都很好值得拥有,5
使用了几天，感觉整体还可以。外观设计很漂亮，轻薄。不打游戏，没有出现电池发热现象。相机表现不错，像素好，防抖效果很好。物流也很给力。,5
vivo买过好几个， 特别好用，自身的相机优化跟蔡司镜头的合作，让本来照相很好的手机，更上了一层楼，不管是日常拍还是聚会拍，都是很不错的，家人也很喜欢这款手机的。,5
8号下单的时候显示备货结果9号就到了，1月1号生产的。很是惊喜啊，外观没得说很漂亮，试了一下拍照夜拍细节很到位，不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，快递服务态度好，绝对好评！录视频什么还没来的体验，5纳米三星cpu运行很快。京东会员还多送了一年的质保，超开心?，,5
收到手机，眼前一亮，手机非常的薄，外观很时尚，非常有档次，一直是vivo手机的粉丝，超爱，音质效果不错，非常的有舒服，照相机更厉害了，拍出来的比摄影棚的还有清晰，太喜欢了，大爱！,5
昨天晚上下单，今天就到了，物流和产品都不错，性价比高，赞赞赞美滋滋呀，X60好好玩呀，还有这个屏太喜欢了，直接拿起来人脸识别就解锁了，自带的主题好好看，拍出来的照片自带美颜，电池很耐用,5
"作为多年的果粉，为什么突然路转粉选择购买vivox60,因为有蔡司加持。嗯就是冲这个亮点去的。作为一款主打的拍照手机，各方面细节做得还是不错的了。虽然已经知道维沃的像素肯定没法跟苹果的像素比，但我觉得还是可以试试，至少他的操作界面非常简单，机身比较轻盈，而且做工精美～删除了不必要的app,留下常用的，发现vivo自带的拍摄软件很棒呢。我选择的颜色款式是微光，简简单单但又不失优雅，还很少女心！平时用作工作手机的话基本能满足了，不过芯片是弱点啊希望我国能再加把油，早日做出最厉害的芯片啊。从5月30日购买后今天就到啦，发货速度很快的，感谢京东和客服，很专业。总体来说是一次愉快的购物！?",5
快递小哥送货快，态度也很好，我是vivo的忠实粉丝了，这款X60收到依旧很满意，屏幕清晰分辨率高，大小尺寸也正合适，这颜色也太好看了吧，完全不想戴手机壳了，机身轻薄手感特别好，拍照功能强大，再加上蔡司光学镜头，配置没得说，还有多种专业拍照模式，值得慢慢研究，太适合我这种爱拍照的人了，价位也合适，这个价格能买到这么好的配置也真的是超值了。,5
用了几天了，很流畅不卡顿，轻巧玩游戏也很流畅不会发热，拍照功能真的强大，感觉完全可以媲美相机了,5
这个手机简直了 手感太棒了 而且非常轻  我太爱这个手机了 国产之光 太棒了太棒了,5
华彩外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快。质量没得说，跟专卖店一样，特别特别喜欢，拍照效果真的是绝绝子啊。喜欢的很。,5
京东快递速度很快，快递小哥服务很好，在京东也买过几回ViVo手机，这款X60华彩外观好看，手感很好，运行速度流畅，拍照功能强大。电池使用长短，现在还不知道。以后在评论，希望这是一次满意的购物。如果好用准备在入手一个。,5
手机外观颜值很高，是那种很高级的黑，拍照很美，像素也很高，夜景拍摄很棒的，逆着光也完全ok，可以拍出大片的感觉。,5
vivo X60 新款上市手机，开售之初买了1个，用了一段时间，感觉各方面都超出预期，给家人又买了一个。以前有过评价内容，此不再重述。补充一下，有2个SIM卡槽，但不能加置存储卡拓展存储空间，所以理论上最大存储空间256g。对于照相功能，到华为实体店做过对比，vivo摄影算法和屏幕颜色鲜艳，层次和丰富度，比华为40好的不知道要很多很多。,5
vivoX60华彩直屏外观造型漂亮颜色好看，屏幕音效好拍照效果超赞?待机时间还可以运行速度快，拿着很轻，大小合适，用起来很舒服，vivoX60系列搭配了蔡司镜头太牛了，冲这也得入手一台? 快递包装好，京东快递送货快，快递小哥服务态度好，五星好评！,5
由x5换到x60了，vivo夫人一值用住的手机，用习惯了，也好用顺手方便。京东自营次日到货，新机很惊艳，上手顺利，功能强大，8+256内存足够用了，还是5g喔，非常好的机子啦。,5
外形外观：细长形，一手捏拍照效果：非常细腻，自拍美颜运行速度：12+256非常流畅充电速度不快,5
全新的vivo X60 作为vivo X系列的最新成员，这款新机的热度一直居高不下。同时，vivo X60 也在外观设计、硬件配置、软件优化等方面都进行了全新升级。更为完美的用机体验，而这款新机的整体表现也相当出色，是一款当之无愧的全面旗舰。,5
帮朋友买的，手机颜色很好看，她很喜欢，拍照效果那是没的说的，非常好！充一次电很耐用，比以前老手机用的时间久。通话音质很好，播放音乐也很不错，卖家服务态度很好，以后还会继续回购,5
外形外观：灰常不错，很好看，拍照效果：没的说，就是冲着拍照好一点买的，试拍了两张感觉不错，满足要求。运行速度：流畅，三星处理器，8+3内存,5
618下的单，显示20号才会到，结果19号就到啦，快递很给力，手机外观超级漂亮很轻薄，照相特别清晰！质量很好，家人手机用的基本都是vivio，一如既往的好，最喜欢这款的原因的就是有超稳微云台！录像照相特别好！,5
挺好的，很不错的产品 很喜欢 拍照效果杠杠的 个人用一天充一次电就可以了 而且还是闪充的 充电很快运行速度很快 基本上满足了我所有的需求 用vivo啦 性价比很高的产品 值得推荐,5
盒子的质感太棒了，特别好看，闪闪的磨砂，手机颜色买的是微光，拿到手很漂亮很漂亮，第一次想买透明的手机壳，质感太棒了，配了耳机、充电器一应俱全，充电也还好挺快的，很适合小姐姐购买，整体就是好看，好拿，冲着拍照买的，满意,5
手机送给老妈的，老年人拍照效果好特别特别棒，货比三家才买的，她很喜欢。大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算是正品，和实体店一样。,5
外形外观：自己喜欢的 ，怎么看都顺眼屏幕音效：非常清晰 ，特别是深色模式拍照效果：不愧是与蔡司合作运行速度：快待机时间：才用 ，不能妄加评论其他特色：手感不错 ，反应灵敏,5
"Vivo老客户了，之前的X9还很好，留给家人去用。手机充电相当快，差不多一个小时内充满。用了一整天，电池很给力。外观手感很好，清晰细腻，里面很多设置很人性化，上手很快，屏幕膜和手机套，耳机都齐全，不用另买。之前的手机x9用了5年,没有任何问题，电池还是耐用，VIVO亲民有力，值得信赖！",5
很喜欢  颜色漂亮  拍照效果吹爆  特别是夜景  音质还可以吧,5
考虑换手机就把国产的手机品牌都对比了下，最终还是选择了vivo这个牌子。从手机外观的形状，颜色，还是手机本身的配置，照相的效果都做了对比。vivo各方面性价比都比较高，正好618活动就入手了，买来用了一段时间，各方面都很满意，手机特别薄，外观颜色也喜欢，手机运行速度很快，屏幕质感特别清晰，照相效果也好，特别满意的一次购物！,5
X60收到了?头天晚上23：45下单第二天中午就到了给京东物流点赞?包装好高级！打开后被它的颜值惊艳到了??微光太美腻了??拍不出它的美。三星屏幕很好用清晰护眼，拍照效果有了质的提升，联合蔡司镜头比以往的X系列的分分钟拍出大片效果。运行速度没得说搭载三星1080处理器很出彩！120HZ超高屏幕刷新率?爱不释手?,5
2018年3月24号买的X21没有修过一次除了最近这段时间电池不耐用，偶尔运行慢点没有其他问题！三年来一直很满意?用vivoX21拍的x60微光像素是真好?华为荣耀v9play拍的新旧手机?凑合看吧！x60虽然带的33w闪充，充电不是很快。也够用了一天一充！很满意的一次购物?表白微光?爱了??,5
原装手机壳太硬了，手指甲扣劈叉了都扣不开，原装耳机和三星原装耳机也没法比，戴着耳朵疼也太硬了，差评,5
外形外观：外观一般屏幕音效：还满意拍照效果：非常满意运行速度：超级快待机时间：电池待机时间太少其他特色：颜色还可以，比较鲜艳,5
这是一款相当不错的影像旗舰手机！感觉就是为视频而生的。在拍摄上有非常多的亮点。首当其冲的便是X50Pro那一颗科技感十足的微云台镜头。能像专业拍摄设备一样进行镜头平衡以及防抖。对于超爱拍照的我来说，简直太喜欢了！4800万像素四摄，还有防抖功能，带来更加稳定流畅的画面，爱了爱了！除了防抖，它在夜拍时也能发挥出相当强大的功能，让夜拍既清晰又有质感。完美！,5
京东物流真的是超级快呀，晚上下单，早上就能到，好评！,5
物流超级超级快！质量也非常不错，的确物有所值这个是真的好，材料和做工都特别精致，做工真的非常棒，我觉着我可以推荐给我朋友买很好的购买平台，质量不错，特别是有品牌的，值得信赖,5
运行流畅，手机轻薄。完美,5
很好很喜欢,5
超喜欢的款,5
手机很喜欢，超薄,5
京东自营，值得信赖，质量好，物流超给力,5
满意挺好,5
不错,5
手机照相功能确实强大，比华为好，但是电池没有华为耐用。就看功能需求了，总体满意。,5
推荐理由：1.性价比高，而且对比过不同平台，京东值得信赖和质量保证2.系统操作全新，穿梭平行组件，让图标，桌面更个性化和多元化3.拍照效果一流，对于傻傻拍照的，随便一拍就是下图的大片，清晰，色泽圆润，饱满4.出行便捷提醒，语音呼唤闹钟，简洁软件收藏和使用，查询使用更方便，更美观,5
手机用了几天才来评价。首先手机非常轻薄，拿在手里质感很高档，尤其是蔡司的小蓝标非常拉风，真的是勾起了对于当年诺基亚的情怀，毕竟诺基亚也是跟蔡司合作过的，手机拍照画质很高档，夜拍解析度不错。其次，手机运行速度很快，第一次用三星处理器的手机，我不是玩机达人，说不出它跟其他厂家芯片有何不同，但是它的运行速度，还是可以的。再次，屏幕画面很清晰，看视频非常满意。最后，手机音质没的说，外放可能视频体现不出来，实际体验不错的，耳机更好听，电量续航待机也挺好，毕竟手机功能多，想让它用一天不咋掉电也不可能，不过充电速度特别快，可以弥补这一点。总之，我觉得非常不错，很满意。快递非常快，包装完好，好评！,5
外形外观：老妈很喜欢 端庄 大方 优雅 适合女性审美屏幕音效：屏幕素质很高 暗色模式下 不发绿拍照效果：逆光也清晰 没的说运行速度：丝滑流畅待机时间：稍短其他特色：特点鲜明的线下机，手感 颜值 处于一流水准,5
最近网上销量最火爆的手机，京东自营购手机让我放心，之前买的X20用了三年多了，一直都很好，系统流畅度仍然流畅未试过死机。现在入手X60系统流畅度很流畅，点APP秒开，照相真的很清晰，比X20高很多档次。但电池电量真的不太耐用，比X20新机时差些，一般用仅能用一天，多玩游戏多看视频那必须带个充电宝，不知是不是5G手机的通病。除此之外其它都满意。,5
手机用了20天，运行流畅，玩游戏不多，没有感觉发热现象，三星1080猎户座处理器感觉还不错，没有其他人说的那么夸张，发热卡顿。vivo手机颜值是真的高，深受广大女性喜爱，而且蔡司镜头拍照效果很好，防抖功能强大，适合帕金森式手抖的人。哈哈哈哈,5
X60入手之后完全没有后悔，真的是很值，物超所值的一台机，以前总在湖南台看到vivo的广告，今年忍不住入手了，真是让人一用就会爱上，很好用，打游戏，煲剧，拍摄都绝了。,5
真心的是喜欢，用了一段时间了，这台机不卡顿，而且特别流畅，上网也很快，看视频啊，打游戏啊，什么的都很快速,5
手感相当舒服，在今年众多新机中特别少见，液氧配色搭配AG磨砂机身非常好看，这次的界面变化巨大，显得简洁清爽很多，不仅颜值妥妥C位，配置也是非常超前，今天收到新机体验了下，发现拍照功能真的超能打，超稳夜拍能力，采用了超感官微云台，防抖优秀的同时助力夜拍，出片率杠杠的，像Get了台随身望远镜，哈哈我本身近视不戴眼镜，这下要看远的地方就拿手机出来放大看，哈哈拿在手中也是件时髦的配饰品啦～,5
一直都是使用vivo手机，并且全家人都在用vivo，从y75s到z3到x20到x30。这款手机很上手，外观设计漂亮，握感不错，屏幕分辨率很高，运行流畅，8g运存256大内存，够用的了，电池耐用，音质很好。很赞！,5
看了好久的新手机，终于在6.18下单啦，第二天就到货，一到手就开始试机，拍照什么的效果都很好，像素非常好，对喜欢拍照的人来说绝了，手机音质也不错，这次的购物感奶思～～～,5
"手机外表很惊艳，手感很好，屏幕很清晰，微云台拍照效果一流，12+3的运行，256G的内存玩大型游戏，没有一点压力，这个配置玩爆reno5pro,喜欢的小伙伴可以下手了！超赞！",5
手机是我一眼看上的，收到以后挺惊喜的，外观特别漂亮，炫彩的也太好看了～摄像头像素好高，拍照灰常好看，喜欢这个防抖的设计，尤其适合我这种爱自拍的～功能好强大，用着好顺手～这波没入错，感觉物超所值了，适合小仙女用～,5
手机越用越喜欢，新系统操作起来也很方便～我太喜欢了～集美们阔以冲了～,5
外形外观：手机外形很漂亮，颜色真的赞，手感也好。屏幕音效：屏幕清晰，音效很好拍照效果：拍照效果好，清晰完美。运行速度：很流畅，很快。待机时间：还得等等看。,5
京东618活动买的送给大哥的礼物。大哥非常的喜欢。手机非常的漂亮。拍照非常清晰。本来打算在实体店买的。刚好618。在京东买的。比在实体店便宜了好多。最主要的还送了200多的蓝牙耳机。和半年延保。蓝牙耳机的音质也非常的棒。,5
漂亮！完美！喜欢！,5
手机效果很好 拍照也很清晰 给孩子买的高考礼物 他非常高兴 ，特别满意 ???,5
手机，感觉很好看，色彩斑斓，跟随光线不同变化，超级美腻，适合女孩子，拍照功能也可以，防抖是不错的，充电很快，机身手感也不错???,5
京东购买vivo X50 Pro 5G手机，内存 8+128GB颜色 液氧，这个手机微云台超感光主摄，拍照性能特别好。 手机支持60倍变焦 ，远景拍摄技术很厉害。手机外观时尚，90Hz轻薄曲面屏，超薄。手机支持5G，全网通。外形外观：曲面屏，外观时尚，液氧颜色很炫。屏幕音效：音效清脆，声音无损，音质赞。拍照效果：拍照功能强大，微云台超感光主摄 ，支持60倍变焦。运行速度：运行速度很快，芯片赞。待机时间：待机时间正常。其他特色：主要是拍照功能强大，适合女生用。,5
非常不错的一款手机外形外观：最喜欢的就是他的外观设计，高端大气上档次拍照效果：这点也值得称赞，稳定，清晰待机时间：用了一天一夜才充，非常满意其他特色：一直用vivo手机，从20到60,5
"我是忠实V粉??????，这是我入手的第三部vivo手机了啦?，前两部，每一部都用了三四年，系统操作简便，不会乱弹窗，屏幕触感超级灵敏，非常流畅！并且尤其耐摔??，之前的X9不知道摔了多少次??，还掉过一次水盆，竟然没事?，现在入手X60,手感更好了?，拍照太惊艳了，爱不释手??",5
手机拿到挺喜欢的，拿着手感特别好，够薄，内存够大，用起来很流畅，打游戏也是杠杠的，拍照功能特别棒，很清晰，值得购买,5
心心念的手机终于到了 看广告的时候就好喜欢 从vivox9一直用到x27 又到现在的x50pro 已经成为vivo的真爱粉了 液氧的真漂亮 拿在手里好炫酷 而且不沾指纹 平常就喜欢拍照 录视频 这个手机晚上光线差的时候都可以拍得好清晰 像素真的优秀到没朋友 而且拍照很稳 试了一下 跑着跑出来的照片都一点也不会模糊 哈哈哈 反应速度快 用着流畅 男朋友现在都抢着用我的手机打游戏 在京东买手机就是放心 随便拍几张照片给大家参考下啦,5
昨天两点多下的单，今天下午送到了，京东的快递一流，在京东买东西确实放心！机子很轻也很漂亮，屏幕颜色比xs好一点，拍照也比xs更真实和清晰，电池续航也不错，但配机来的机壳太硬了，就不能配个软壳吗？装上去很难拆下来，我都不想装回去了，又下单买了个手机壳，我试玩了几个小时，拿着手不会累，希望中国的品牌越做越好！,5
手机用了一天了，很不错，拍照看起来特别清楚，不过玩的最多的是Jovi语音，只要说出Hi Jovi  小V就会出来了，很多功能都可以执行，比如说，打开手机热点，立马就执行了。还有听歌，不好听可以对小V说换下首，很管用，还有好多好多。至于其它功能还在摸索中。,5
挺好的，已经用了一周了，质量经过认证裸机拿在手里手感好，关键是外观也漂亮拍照效果：?绝绝子?外形外观：超j好看,5
外形外观：外观颜色好看，炫彩的屏幕音效：屏幕很柔滑音质也非常好拍照效果：拍照真清晰比同价位还好运行速度：运行非常流畅  以后也选择vivo下次再买,5
一直是vivo家的粉丝，看到出了新款，正好要换手机，就选了x50pro，收到太惊艳了，这颜色也太好看了吧，感觉都不想带手机壳了，哈哈，手机用起来很流畅，拍照功能无敌强大，自动对焦防抖功能太赞了，已经推荐给朋友了，她也想入手了,5
拍照效果简直是一绝，不论是白天和黑暗特色，效果都非常好，细节非常饱满，然后整个手机充电速度快，屏幕显示靓丽 系统运行流畅，尤其是牌子非常响亮，现在是第一名，这才是真正的国货之光,5
手机非常漂亮，也非常的轻薄，后盖相当酷炫；老婆不喜欢曲面屏，这价位可选的不多，曲面屏确实不好用，华而不实的东西；系统流畅，虽然没用最强的骁龙但是续航也很好，不怎么打游戏这反而是优点，不过打王者画质全开也非常流畅；拍照是真的棒，比手里的华为P30要强，p30已经很棒了。综合下来，推荐购买。,5
买给我岳母使用的。手机很漂亮，系统很流畅。拍照效果很好，用起来挺方便简洁的。我岳母很喜欢，vivo X60果然没让人失望，还赠送了无线耳机,5
此用户未填写评价内容,5
用了一天，感觉还不错。画面清晰，手机轻薄，喜欢华彩的颜色，不单调。手机壳设计合理，能保护手机，还不影响操作，透明磨砂壳能露出背部颜色，抓握还劳。,5
速度很快，感应灵敏，拍照清晰度超乎想象，充电堪称神速，自带软件可删除很好。音响效果震撼，不用开太大声音已经很好了。目前没有什么不好的，值得推荐！,5
外形外观：外观挺好看，华彩的后壳看起来挺有感觉，不容易沾染指纹屏幕音效：音效也好，配了耳机，真的方便拍照效果：蔡司的加持，影像效果好很多运行速度：速度很快，满意待机时间：大容量电池，耐用其他特色：包装很完美,5
新发型的机子，颜值真的爆炒，手感也是非常的舒服，而且上午下单，下午到手，京东自营店和快递的完美结合也是非常的棒，至于机器的性能还没有开始用，无法评价，但是大品牌值得信赖,5
完美,5
手机已收到，包装完好，上档次，X50手机外观精美，超薄机身，手握感超好，单手持机也好操作，液氧这颜色男女都适用，手机屏幕超清晰，拍照效果特别棒，一直喜欢ViVO，永远支持ViVO，喜欢vivo.x50手机的小伙伴们，赶快入手吧,5
物流速度很快，很快就收到了，手机轻薄手感不错，平时喜欢自拍，这个手机像素很高，拍照功能果然没让我失望，清晰像素超级好，爱了,5
用了一段时间，充电速度很快，手机拍外景很棒，运动抓拍也很清晰，手机反应速度快，外观也比较简单大气~玩游不卡，性价比超高，值得购买！,5
手机非常好看，非常喜欢拍照功能强大，夜景功能很惊艳呀!很喜欢手机背壳的设计，一点都不会粘指纹，手机颜色的非常好看，推荐,5
手机好好看，拍照功能强大，夜景功能很惊艳呀!很喜欢手机背壳的设计，一点都不会粘指纹，微光的挺不错,5
京东自营的快递没得说，快！手机盒拿到手就觉得漂亮！而且和手机一样轻薄，这个颜色比想象的漂亮多了！使用流畅！人性化的设计也很有亮点！vivo和蔡司的这个微云台也很棒,5
应该算是vivo的老粉了手机好好看呢，拍照功能令人惊艳，还有全新的OriginOS系统，真的爱了呢，性价比很高，值得入手绝对令人满意的颜值！做了很多年的V粉，做的心甘情愿，脚步紧跟随着vivo的发展旅程！,5
