评论,评分
一直在京东购买商品，实惠又方便京东速度真的很快，东西也不错，不过京东价格变化较大，特别是有***后，希望京东能多搞活动回馈我们这些老用户哈。,5
一直在京东购买商品，实惠又方便京东速度真的很快，东西也不错，不过京东价格变化较大，特别是有***后，希望京东能多搞活动回馈我们这些老用户哈。,5
用了两天来评价一下，整体满意，1399买的手机，性价比还是非常高的。,5
非常的哪个好用的手机，好评,5
超级喜欢这个手机性价比超级好,5
外观先给个五星,5
手机一周前就收到了，给妈妈买的，搭载骁龙768g处理器功耗较低，日常使用流畅不卡顿，侧边指纹解锁很快，外观漂亮，很喜欢星云这个配色，我自己用的是iQOO neo 5，感觉z3和neo5运行的流畅度是差不多的，日常工作使用完全够了，这个价位这种配置，总体来说还是挺不错的外形外观：个人比较喜欢星云运行速度：很快，没有出现卡顿待机时间：充电快，耗电相对较慢，日常完全够用拍照效果：还蛮不错的，清晰,5
屏幕音效：优美运行速度：没话说。拍照效果：这是我用过最好的。,5
买的第二部了,5
好评，不错的手机呀，很喜欢的呀，颜色蛮好看的呢，下次一定介绍朋友同事过来买！,5
给妈妈的礼物 很喜欢，家人也都很满意,5
很好,5
手机收到了，试用了一段时间，性能很好，上网速度快，最主要的是拍照特别棒，夜景模式超棒（**照片都是新手机拍的），快递特别快，上午拍的下午就送到了，给快递小哥一个大大的赞?，有需要会再来！,5
用着还不错呦，速度很快，原来的手机非常卡，换新了以后真的真的太快乐了。???,5
手机太好用了，速度很快，轻便,5
还行,5
外形外观：外观漂亮是想要的，送给老爹爱不释手。屏幕音效：音效很好清晰无杂音。拍照效果：拍照清晰老人非常喜欢满意。运行速度：运行速度很快游戏手机没得说。待机时间：待机时间长了，适合老人使用。,5
外形外观：时尚屏幕音效：不错运行速度：非常快待机时间：后续跟进,5
"初次体验Vivo,非常棒,充电速度极快???",5
不错,5
很好收到啦，价格非常划算，很早之前就想购买就，硬等到了搞活动，很满意 特别的满意，性价比高，有人用了都说好嗯不行，可以。值得信赖,5
手机不错，内存大，上网快，屏幕大，手机颜色也喜欢。,5
品质一级棒，包装也不错，物流很快，而且价格合理，很实惠，很喜欢东西质量非常好，与卖家描述的完全一致，非常满意款式很大方，质量非常好，价钱也很合理真的超级喜欢，质量非常好，与卖家描述的一致！,5
这个手机反应特别快非常的好拍照效果：非常的清楚,5
不错不错,5
质量很好，收到货第一时间打开看了，很不错，很满意不错，喜欢，性价比高，以后会经常光顾物超所值，非常满意，期间有点小插曲，店家细致周到的服务让人很感动，祝生意兴隆，还会再来物超所值，非常满意，期间有点小插曲，店家细致周到的服务让人很感动，祝生意兴隆，还会再来,5
不错，喜欢，性价比高，以后会经常光顾质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物在这里选购安全方便快捷?，快递小哥态度非常好，这个价格非常给力?，十分推荐，会继续回购,5
快递迅速，态度很好。手机包装完好，运行速度快，闪充真的是闪电??的速度，肉眼可见电量的增长。拍照有广角镜头？外壳很漂亮。互传功能很棒，不用麻烦的一个个软件去安装？,5
手机已收到，拍照效果很好，外观漂亮，暂时运行速度快,5
家里长辈用，完全够了！！！,5
还不错，挺好用的，物美价廉，运行速度快，屏幕清晰,5
性价比超高，性能均衡，物流神速，综合好评。,5
还行吧，QQ里面拍视频不好用。。。。。,5
不错,5
快递挺快的晚上下单第二天中午就到了，用了几感觉还挺满意的，非常好的以后有需要还是会选择这款手机的，,5
物流快，速度快，京东品质值得信赖,5
挺好的，价格实惠，性能也不错，日常使用不会卡,5
手机性价比高，运行快，颜值高，京东值得信赖,5
很好,5
爽！！！外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力！5星好评！,5
很好，用的很舒服,5
很好用 经济实惠 后盖还是渐变色,5
物流没有之前快 用了近3天,5
不错正在试用,5
有赠品哦、不错哦!很满意、祝卖家声音越来越好哦,5
京东快递配送的手机挺快的，晚上买的第二天上午就送到。速度相当可以，手机给父母用的，不用很好配置就可以。颜色挺满意的。一直用vivo手机，还是可以的。,5
挺不错的,5
买给家里老人的，够他们用,5
买了第二天掉了100，因为有赠品，所以我选择价保没有用，又懒得退，所以直接亏了100，心里很不爽，我买了三台，一台8+128，两台6+128，性价比很高,5
手机像素挺好的，手感做工都不错,5
外形外观：外形全流线型设计，非常美观，并且符合人体工程学，方便持握。屏幕音效：屏幕观感很好，无漏光，并且带走高刷新率，日常体验很好运行速度：运行速度很快，6g运行内存，日常使用无卡顿,5
外观大气，刷视频游戏的没问题，很满意,5
这款手机很快就收到了，物流很快，货真价实，物美价廉，外观精美，操作简单，我和家人都非常喜欢，有需要再来店铺光顾选购！,5
不错,5
质量有保证，价格超实惠的，物流也挺快的，给力，很满意,5
帮同事买的，朋友说挺好的,5
京东发货就是快，机正品，放心购买,5
当时买的时候还在犹豫价格，买来之后一点都不后悔，而且物流还快，可以入手?非常漂亮，做工精细，颜值担当，非常方便，?喜欢的朋友可以下手！宝贝收到了，包装很结实，应该是个好东西，先给好评了,5
比平时要便宜，特别特别满意?，超级好看?，客服很有礼貌，很客气，良心商家，支持！整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味,5
很漂亮的手机，系统运行也很流畅。,5
质量有保证，价格超实惠的，物流也挺快的，给力，很满意,5
质量有保证，价格超实惠的，物流也挺快的，给力，很满意,5
质量有保证，价格超实惠的，物流也挺快的，给力，很满意,5
质量有保证，价格超实惠的，物流也挺快的，给力，很满意,5
质量有保证，价格超实惠的，物流也挺快的，给力，很满意,5
质量有保证，价格超实惠的，物流也挺快的，给力，很满意,5
手机还是可以的，手感也不错，像素非常好，这个价位的手机已经是极品了！,5
速度还可以，送货速度快,5
很ok，很喜欢,5
帮老爸买的，暂未出现问题,5
挺不错，物流也快,5
不错不错，及时的很,5
真的素绝绝子呀,5
先对京东自营的品质保证夸赞一下，真的是很到位，虽然手机中途出现了一点问题，但是没有过换新时间京东很快给我把新机送到手上，这服务很高兴，以后还是一样支持京东相信京东，京东购物放心,5
收到货！给老爸卖的，不知道老人家会不会用，过一段时间再来评论,5
感觉电池差点，虽然量大，但每天得充电，好评,5
非常好用,5
京东速度一如既往快！方便快捷！,5
外形外观：很好看干净屏幕音效：好拍照效果：不错奥运行速度：快待机时间：时间很长玩一天不用担心没电其他特色：很好用，大小也合适,5
还好,5
家人喜欢,5
手机各方面比较平均，不拉跨，水滴屏和塑料后盖稍显low，操作系统中人的可掌控力比较差，有些bug，续航有点担心，总体也就值这个价,4
安装师傅故意说不好装，还要30块钱，没装就直接走人极差！,5
手机已经收到了，包装完好无损，一共买了两部手机，是给家里老人买的，颜值特别高，从不同角度看显示不同颜色，手机大小合适，相信京东,5
手机已经收到了，包装完好无损，手机颜值特别高，从不同角度看显示是不同的颜色，一共买了两个手机，一个黑色一个星云，是给家里老人买的，相信京东,5
看了很久的手机，也对比了很多型号，最终选择了这款，拿到手后觉得还挺惊喜的，比较好用，也很耐看，拍照很清晰，价格不贵，总之算性价比比较高的。,5
性价比很好,5
这vivo iQOO Z3手机就是这么棒，用到1099都拿到了，是看图视屏拿的。就想体验一个orgingOS系统，确实没让我失望，骁龙768勉强够用，打王者够了已经，用两个月等着出iQOO9买iQOO9，这千元机当主力机毕竟没面子，反正就是特别的棒！1699的手机我1519就买到了，是真的棒，用起来确实很新颖，用烦了苹果和安卓原生的，真的可以来试一试这个系统，清新有趣。再加上55W的快充，基本上可以告别充电宝了。游戏模式功能丰富，120Hz的屏幕确实流畅很多，有些丝滑的感觉，处理器够用，再加上首发送的一套快充和耳机这手机就是这么棒，就想体验一个orgingOS系统，骁龙768勉强够用，打王者够了已经，性能与性价比并存商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算，自营的物流让人非常惊喜。新的系统非常流畅，音质也不错，还配有3.5接口。运行媒体呀播放音乐。游戏都非常流畅。存储也没有任何的卡顿，拍照非常的清晰。夜景模式的时候非常的棒。Vivo终于从音质手机变成了画质手机的蜕变。所幸的，是它的音质没有太大的下降，而拍照的,5
手机不错，用起来还挺顺手,5
手机买来给我家里人用的，很好操作，喜欢,5
手机质量很好的，性价比超高，,5
价格公道物流快包装完好,5
手机不错，很好哟,5
手机好用，速度很快，再也不卡了，外观也很漂亮,5
挺不错的，收到后使用了,5
好用！很符合心理预期。这个颜色适合年轻人,5
给婆婆换的新手机，指定要内存大，像素高的，就给她选了这个，支持国货！,5
手机一天到家，佷好用，非常喜欢。,5
好,5
就看质量好不好了,5
很#,5
拍照效果：清晰，外形外观：时尚运行速度：快待机时间：长其他特色：用着不错屏幕音效：新颖,5
本想双11给老爸换手机的，结果他手机掉河里了，目前没听他说用着有啥问题。,5
第一次在京东买东西，总体感觉很好，发货很快，手机也是我喜欢的！,5
给家人买的、目前没有问题,5
外形外观：大气拍照效果：清晰运行速度：还可以待机时间：可以自行设置,5
外形外观：很不错拍照效果：清晰待机时间：还行运行速度：可以的,5
帮同事~的，非常好用！vip还有数据线赠送，非常好！可惜Z5发布晚了点，不过好在同事不在意！毕竟着急要用的，不然一定剁手Z5！原装闪充套装比起x果良心太多！点赞,5
很好，家里人很喜欢，速度很快，，很好，家里人很喜欢，速度很快，,5
超级好,5
手机不错，物流很快态度很好,5
太好用了,5
不错的购物体验,5
不错的购物体验,5
唯一发现有时视频时打不开摄像头，重新视频才能打开，不知道是硬件还是软件的问题,5
还可以的,5
不错  买电器类产品  一直在京东购买  放心  省钱,5
很不错，永起来非常流畅,5
送货速度很快，性价比也高！,5
非常实用的一款手机，性价比等比较高,5
电话机性能越来越好  ， 工艺也越来越好   就是机械尺寸越来越差   外观越来越***臭    尤其是屏比   ***不晓得是哪个龟儿子这样设计的    以前 16 比9   多好的    双眼观感比例很协调     还有背板非要整成弧形   这种设计是不是屎吃多了,5
一分钱一分货   ，  全屏白光明显亮度不均匀     右下角居然还有一块白斑    ， 用这么多年华为没有发现过这样的瑕疵  估计这个便宜货用的是劣等屏,5
使用了几天没问题 系统流畅内存也够 这个价位值得入手,5
手机性价比很高,5
还行，正常用没问题。,4
这个手机做起来真的是太棒了，太好用了。,5
手机好看，用起来也很好，特别是玩王者之类的,5
作为一个学生，我很喜欢这台手机，做的很好看。,5
手机不错，挺流畅的！物流也快！一天就到！赞！,5
拍照效果：自拍美颜效果感觉好外形外观：美的,4
手机挺不错的，很好用，一点也不卡，打游戏也很流畅，音质也挺不错的，玩得很好，电量也符合这个价位，就是价格上不知道还有没有更大的优惠,5
iqooz3手机可以，55w快充很棒，半小时回血。,5
这个手机性价比不错，用着也很流畅，玩游戏不卡，音质也挺好的，正好赶着京东有活动，果断下单购买，价格也还不错，希望有更好的体验,5
运行速度：快待机时间：长还错 国产手机越来越好用了,5
给妈妈买了一部，又给爸爸买了一部，拍照好看，屏幕够大，音乐好听，音质好。配置也不错，运行流畅，,5
不错,5
手机还可以，怎么就没有耳机呢,5
手机挺不错的，买给家里长辈，已经够用了，拍照也还可以，总之很满意的一次购物体验，京东物流也没的说，买了很多手机了，希望#奶茶越来越好。,5
好,5
因为主力机是苹果xr，原来安卓备用机是荣耀ｖ9，只是4g速度也跟不上了，所以想换个5g手机体验下，最后对比之下，选择了z3，近期使用体验还不错，vivo还行,5
手机体验还不错   快递很给力  头天晚上下单第二天就到了     京东快递就是给力,5
外形外观：非常好看很满意屏幕音效：声音有点太大声了拍照效果：拍照效果一般运行速度：千元手机里的马莎菈蒂，这个运行速度是真的没法想象，我一直是用苹果，待以后会不会变慢，待机时间：收到货一天还不清楚其他特色：各方面我都非常满意因为这个价格可以玩吃鸡玩的这么流畅一点卡顿也没有，用几个月再追评,5
京东自营的东西质量放心，售后有保障，物流超快，网购我只信赖京东自营,5
YYdS.喜欢，好用,5
用了一段时间了，挺好的，没出现什么问题，充电还可以，性价比不错,5
很好，很喜欢,5
肥肠奈斯,5
满意,5
手机外观好看用着还行。,5
这手机性价比超值，处理器也比较高 像素也很高，让妈妈多拍照，留住美好的瞬 屏幕刷新率也很nice， 颜色选的深空，背面渐变色，有浅到深很好看，不同年龄男女都可以用 体验了一把游戏，游戏体验太爽了 整体是非常不错的购物体验，比心,5
很好，给孩子买的，运行速度很快，origin os 界面很美观，用起来也很方便，快捷键也比较人性化，分辨率很高，清晰，充电速度很快，55W的充电器速度飞快！赞?,5
系统新颖，没用过这系统，流畅，不卡，还带套,5
手机性价比非常高，非常不错，用的很顺畅,5
手机用了一段时间，感觉挺好的,5
外形外观：满意屏幕音效：带感拍照效果：清晰度不错运行速度：流畅,5
很好，回购两次了,5
还不错给我爸买的 哈哈哈,5
给家里长辈买的，还挺满意的，就是没有老人机模式，对老人不算特别友好,5
一般,5
简直太好用了，只能用完美来形容！强烈推荐！东西质量非常好，与卖家描述的完全一致，非常满意款式很大方，质量非常好，价钱也很合理?心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实?,5
给同事买的，同事说很不错，性价比高，性能好,5
用了几天才来评价，手机总体来说性价比很高用着也可以，就是感觉像素不怎么样，电池一天一充，充的特别快，这点我最满意,5
很精致，质量非常好，很满意的一次购物。谢谢店家！跟实体店没有区别，还便宜，喜欢！很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心,5
"很开心的一次购物体验?,运行速度真是太快了?,物流速度也快?,一直支持iQOO,用起来还是蛮流畅的,全家用的都是这牌子手机,比我之前的华为强太多了,这个续航可以玩王者荣耀10多把,显示效果清晰。值得购买",5
手机原装正品，功能很强大，老板的服务态度也特别好！,5
外观漂亮，运行速度快，屏幕高清，拍摄图像色彩丰富清晰度高，适合年青人的一款高性价比的手机,5
家人用很舒服,5
物流快的没法说，凌晨下单下午到货，好评,5
手机还可以，运行速度快,5
买给老爸用的  还不错的,5
妈妈很喜欢，继续用着看效果,5
刚刚到手，用的很好很可以,5
手机不错，昨天买今天到货,5
此用户未填写评价内容,5
此用户未填写评价内容,5
此用户未填写评价内容,5
此用户未填写评价内容,5
手机宝贝已收到，是我想要的，手感很好，质量也挺好，有问题客服也很快就解决了，态度非常好，一定好评！,4
此用户未填写评价内容,5
买这个手机其实是冲着这个系统来的，用起来确实很新颖，用烦了苹果和安卓原生的，真的可以来试一试这个系统，清新有趣。再加上55W的快充，真的很快，用了就离不开了，基本上可以告别充电宝了。游戏模式功能丰富，120Hz的屏幕确实流畅很多，有些丝滑的感觉，处理器够用，再加上首发送的一套快充和耳机，简直完美！！！,5
买这个手机其实是冲着这个系统来的，用起来确实很新颖，用烦了苹果和安卓原生的，真的可以来试一试这个系统，清新有趣。再加上55W的快充，真的很快，用了就离不开了，基本上可以告别充电宝了。游戏模式功能丰富，120Hz的屏幕确实流畅很多，有些丝滑的感觉，处理器够用，再加上首发送的一套快充和耳机，简直完美！！！,5
买这个手机其实是冲着这个系统来的，用起来确实很新颖，用烦了苹果和安卓原生的，真的可以来试一试这个系统，清新有趣。再加上55W的快充，真的很快，用了就离不开了，基本上可以告别充电宝了。游戏模式功能丰富，120Hz的屏幕确实流畅很多，有些丝滑的感觉，处理器够用，再加上首发送的一套快充和耳机，简直完美！！！,5
买这个手机其实是冲着这个系统来的，用起来确实很新颖，用烦了苹果和安卓原生的，真的可以来试一试这个系统，清新有趣。再加上55W的快充，真的很快，用了就离不开了，基本上可以告别充电宝了。游戏模式功能丰富，120Hz的屏幕确实流畅很多，有些丝滑的感觉，处理器够用，再加上首发送的一套快充和耳机，简直完美！！！,5
收到了暂时用这很好,5
用了才半个月充电头就坏了，不能充电了，现在本人在去买充电头的路上，售后非常的麻烦，不建议在京东买电器，售后太麻烦，,5
用起来非常好?,5
细节到位，可以看一下我用这手机拍照。还有送了我许多赠品，其中学生或者高考生都是有的，我就有那个无线耳机，和充电宝，不同时期优惠不一样，你可以多留意一下。那个指纹解锁非常灵敏，声音挺大的，我都感觉可以把声音开最大聘美老年机了 拍照效果非常棒，太爱了，拍照清晰，画质感人，且有多种模式，像新手小白就可以尝试买这款手机。吃个饭，走一走的时间就充好了，建议大家开启超级省电模式，有意想不到的惊喜哦。打游戏，录视频，通话等完全不用担心卡顿的想象。进入游戏后，就会显示你的gpu，CPU的运行，还可以调节帧率，非常棒，游戏震感，拒接一切来电，都是基本操作啦，功能非常良心啊 显示效果非常炫哦。酷*我了比如有消息来时，那个边框都可以自己设置，还有充电特效也很花哨,5
给老人换的，非常喜欢，双卡双待，内存够大，运行速度也很快，拍照清晰，比苹果轻便，充电速度也很快，可以和华为的数据线通用，安卓系统还需要适应一下，换新机可以用互传倒一下，很方便,5
外形外观：凑合屏幕音效：还行吧运行速度：快 充电也快,5
骁龙768G的处理器，安兔兔跑分接近45万，拍照6400万夜景模式很给力，电池4400毫安也还行，运行速度〔8g+3g〕，内存256g性价比很高，给父母还是给自己都推荐的，后续用一段时间再来评价。,5
这款手机性价比还是挺高的，包装很好，手机外观很精致，手感也不错，高通骁龙768+独立显卡，玩游戏和看电影都很流畅，高画质运行无压力，屏幕嘛，也适中，不大不小，刚好，充电速度好快，还很耐电，音质清晰，拍照也不错，特别是拍夜景，杠杠滴，好，谢谢！！,5
千元机很好了。,5
挺好玩游戏不卡,5
618搞活动  果断下单  好东西物美价廉  性价比高的 1299的手机  买来送老人  很喜欢  拆机中  手机人机工程做的不错  拿到手手感很舒适  缝隙比较小 不用担心灰尘  送的原装耳机  耳机音效不错  5G手机 55w充电很快  不用担心用电量  一小时冲满  对于老人够用,5
质量非常好，外观设计非常好看，软件运行非常流畅，触摸屏幕非常好，参数配置非常高，非常不错一款的手机，发货和配送速度非常快，喜欢。,5
非常好 55w极速快充 一小时都不到就冲满了 6g内存128g版本打王者荣耀团战一点不卡 简直就是一台游戏手机啊 性价比很高 推荐预算不是很高的买家购买 非常不错的选择 赠品还送了入门式耳机和闪充手游数据线 外观也不错,5
屏幕音效：这款产品的屏幕材质为LCD，并非OLED，所以它无缘屏下指纹识别功能，选用了将指纹识别和电源键合二为一的侧置方案，但就识别率而言个人感觉反而要在屏下指纹之上，瞬间解锁！外形外观：由于复合材质的重量更轻，所以iQOO Z3还拥有185.5g的轻盈身材，3D后盖的曲面可以更好地贴合手感，持握手感也非常赞。拍照效果：在拍照功能方面，iQOO Z3支持全新超级夜景2.0、老照片修复和上色和人像多风格等玩法。视频拍摄方面则支持4K/60fps视频拍摄、1080p视频超级防抖、智能运动追焦、大电影模式以及一键Vlog。运行速度：运行流畅，速度可以，够用了。待机时间：时间一般化，但配备快充，快速续航，最佳选择！,5
手机不错，挺顺手的！vivo手机质量真心不错，从15年开始的y55y66y85一直用到现在的z3，真心耐用，现在全家都是vivo的手机！拍照绝美打游戏流畅 买这个手机之前我曾经也犹豫过，但是真的不要再犹豫了，直接下单快冲！！！快递超级快 上午八点多买的，然后下午就到了.很是满意，这个价格的手机性价比绝对不差，但是收到手机后还是满意的，而且当初说好的礼品一样没少的一并发了过来，很是满意！！,5
颜值很高，系统感觉比OPPO的好，更丝滑一些，拍照很不错，给老人买来用，但是自身没有简易系统，需要去商店下载官方简易版本，也不麻烦，但是颜值照OPPO的简易系统差了好多，优点是也确实是方便老年人，总体很满意，后续观察续航能力如何，最后赠送的背包很好看，哈哈.太惊喜了吧，收到手机就立刻拆开，居然送了我三个耳机，真是大手笔，意料之外的喜欢，今年暑假发工资给我妈妈换个手机 一千多的手机妈妈用完全够了，内存大一点都不卡，我们一家四口都是vivo*忠粉，用了多少年了，买之前做了好久功课.,5
"外形外观：大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算,客服真的很不错哦～",5
我在买这个手机之前，买的小米11青春版，因为发烫，退了，vivo是我第一次买，以前听说过这个牌子，用了之后觉得性价比真高，我以前只知道华为和小米，我是看小红书推荐，别人都说这个好，我就跟风买的，价格便宜，好用，屏大，个人很喜欢。会推荐给朋友。,5
给爸爸买的手机，听朋友说OPPO的电池续航不错，买了试试。手机比较好看，内存对于老年人来说足够了。目前使用比较流畅，屏幕像素还不错。手机拍照也OK，希望能保持一两年的速度。另外，手机到手时当着物流小哥面拆封的，完好，屏幕是已经贴好了膜出厂的，额外有赠送手机壳。挺不错的。,5
"这个是帮朋友买的，看了一圈在这个价位z3 的性价比是最高的了，虽然天猫要比京东便宜50多块，但是京东的售后，还有服务态度让我毫不犹豫的选择了京东，到手之后准备评价，点开一看，竟然比下单时便宜了100，马上联系客服，客服二话没说让我申请价保，看来选择京东是无比的正确啊，手机外观比较漂亮，水滴屏，屏占比相当高，机身修长，握持感很舒服，支持5g网络，插上联通卡后立马显示5g信号，电信卡还是显示4g,改天升级一下电信5g试试，总之朋友还算满意，期待后续的使用。",5
等来小3迫不及待拆开看了看手感不错价格便宜质感很好很满意1599的价格很是满意希望在过些天不会掉价哈哈?,5
"外形外观：做工很好，没觉得有什么廉价感，价格也算实惠。屏幕音效：给朋友买的，屏幕比我买的x10某耀的好的不是一点,不管是亮度还是显示颜色都要好不少。拍照效果：不怎么拍照，够用就行！运行速度：天饥1000puls的处理器差不到哪去吧！待机时间：刚买回来，后期使用再评！其他特色：挺不错的，还会再来的！",5
这vivo iQ00Z3手机就是这么棒，用到1099都拿到了，是看图视屏拿的。想体验一个orgingOS系统，没让我失望，骁龙768够用，打王者非常流畅，用两个月等着出iQ009买iQ009，这千元机当主力机毕竟没面子，反正就是特别的棒！1699的手机我1519就买到了，是真的棒，用起来确实很新颖，用烦了苹果和安卓原生的，真的可以来试一试这个系统，清新有趣。再加上55W的快充，基本上可以告别充电宝了。游戏模式功能丰富，120Hz的屏幕确实流畅很多，有些丝滑的感觉，处理器够用，再加上首发送的一套快充和耳机这手机就是这么棒。,5
第一次在网上买手机，很满意。前而5张图是旧手机照的，像素差了点，后面4张是新手机照的。很清晰。,5
"1、手机已经收到了，收到已经使用了一天，大厂生产的品就是不一样，之前一直用vivo手人，也一直在用vivo手机 2、手机不管是使用效果,还是用户体验都得很好,也很喜欢再一次购买比较信任手机的用户体验和售后管理手机外观时尚大气 3、目前手机的性能刚刚使,会在后续使用中再来追评手外观大气外观时尚手机操作系统简单处理器性能强悍,如果有想要购买手机的 4、本人购机体验,建议购买手机轻薄易上手电量充足,电池4500毫安,一天够用,使用一段时间后会再来追评，相信大厂品质！5、购买此款手机，总结手机电池4500毫安，很够用，手机性能很流畅，手机充电速度很快,手机上手感很好，手机外观很时尚",5
这手机性价比超值，处理器也比较高\r像素也很高，让妈妈多拍照，留住美好的瞬\r屏幕刷新率也很nice，\r颜色选的深空，背面渐变色，有浅到深很好看，不同年龄男女都可以用\r体验了一把游戏，游戏体验太爽了\r整体是非常不错的购物体验，比心,5
挺好的，充电很快，值得入手,4
一到手后我先用了几天乐，那就来说一下自己的使用感受吧~重量:拿到手的时候很有重量感~我自己用的是苹果12，感觉两个手机重量差不多电池:手机是5000毫安大电池，激活后的电量是46%玩了半天用了大概20个电量。剩余20个电量，期间也用手机刷过***，大概又撑了一-天。到晚上剩余2个电量时充的电。不过让我震惊的是手机充电速度，大概用了一个小时左右就充满电了相机:后摄4800万像素，前摄1600万像素，前摄的美颜功能很得我心，拍出来美美的，一点也不糊卡不卡:应该有很多宝问玩游戏卡不卡，因为毕竟是新手机，暂时还没发现有卡顿的情况其他:屏幕够大，充电够快，内存够大(主要是爸爸不经常清理内存)因为爸爸平常就看看新闻、抖音、快手、微信之类的，所以满足日常所需就可以~,5
一直都是这个牌子的老用户，这次的手机真的超好用，更流畅，机身颜色是我最喜欢的，最大的亮点是前置的升降摄像头，我儿子每次都要玩半天。 好评，好评，好评。收到啦，高端大气上档次，用了收弧设计，手机的手感体验很不错。 显得灵动小巧轻薄，拿在手里感觉很不错哈，下载软件速度也很快，运行也很流畅，支持!手机用了一段时间了，真的是非常喜欢，这是我用过的第三台手机，很有手感，这颜色买回来没有让我失望特别好看，高端大气，拍照效果也不错，很清楚，通话声音很大，以前买的内存小了现在买了个大的，放心玩了，而且特别表扬的是充电超级快，一直用刷一天没问题，非常喜欢。手机拍照清晰，不卡级，我用了两天了，声音清晰，性价比高。 屏也清晰。,5
老公喜欢的不得了，一直用的这个牌子，好用，值得信赖,5
手机性价比高，充电器也比普通的重一些，还是快充，这个绝对够用了。就是线短了些。而且这个年头还给二级的不多了。我最喜欢的VIVO的地方就是给贴膜，还有送手机壳，这些很贴心。背部指纹 to 侧面指纹+面部解锁 很值了，多次购买这个品牌了，虽然是给母亲用，她很喜欢。,5
很好看，打游戏也很棒！买给老爸的，声音拍照都不错，这个配置不打游戏拿来看电视完全够用了，充电一个半小时充满。充一次电，打半天游戏！还剩20多的电量。充满一次电，不用，放着一天，耗电4%。我只找到，只能侧面解锁，有点不习惯。,5
外形外观：外观精美，手感也不沉，拿着舒服。屏幕音效：屏幕色彩鲜明，音质很好，看视频和听音乐声音也很大。拍照效果：拍照效果也不错，清晰度超越同价位的其它品牌。运行速度：运行速度畅顺，上网和看视频f分流畅，很满意。待机时间：如果不玩游戏和看视频的话，待机三到四天没问题。其他特色：总体效果不错，值得入手。,5
