评论,评分
快递包装很好，iQoo机型漂亮，屏幕大，长，看上去很高大上的样子，点赞 。很送了耳机，5G卡，good。运行速度快，55w快充，一小时充满，6400万拍照清晰，768G处理器，1500的优惠价格真心值得购买。,5
外形外观：个人喜欢蓝色，果断挑选太空蓝，手机摸着不是很沉，用着很舒服。屏幕音效：音效很好，听歌声音也很大。拍照效果：拍照很清晰，不会出现模糊情况。运行速度：运行速度很快，打开各个APP速度很快。待机时间：待机时间长，充电速度也很快。,5
快递很快，买这款手机真的很香，性能很好，说明书，充电线，充电器，手机壳，都是送的，非常棒，价格也很合理，颜色好看，颜值是真的高，有想买手机的朋友可以看一下这款手机。,5
iqqo这款手机yyds，无论是从性能还是从颜值上来说，都可以说是本年度的旗舰机了！除此之外，本款手机的拍照功能?也是相当的nice，不愧是最会拍月亮的手机?,5
这手机充电就烫是不是假的,5
给爸爸买的 他很喜欢,5
此用户未填写评价内容,5
手机会闪退,5
手机质量很好，运行顺畅。,5
发货时眼瞎了吗？,5
用了一段时间来反馈下，手感挺好的，玩游戏也不会卡，充电特别快，半个小时就充满了，手机也不会发热，长时间使用，电池消耗也没那么大！,5
第二个vivo手机，第一次在网上买手机，虽然不是京东自营，但购物经历还是比较满意的，这款手机的性价比还是很高的，同等配置的其他品牌手机都要贵一些！,5
手机很漂亮，超喜欢,5
手机非常好，很流畅，拍照效果也可以，而且还有120喝刺高刷，我比较非常满意，颜色也很满意 运行速度也很好可以，京东自营就是好 ??,5
买这个手机其实是冲着这个系统来的，用起来确实很新颖，用烦了苹果和安卓原生的，真的可以来试一试这个系统，清新有趣。再加上55W的快充，真的很快，用了就离不开了，基本上可以告别充电宝了。游戏模式功能丰富，120Hz的屏幕确实流畅很多，有些丝滑的感觉，处理器够用，再加上首发送的一套快充和耳机，简直完美！！！,5
外形外观：外观非常的漂亮，手握感觉非常好！屏幕音效：屏幕超级清晰拍照效果：拍照效果也非常的不错运行速度：运行速度刚刚的其他特色：侧面指纹以及人脸锁屏识别都非常的灵敏，轻轻触摸就能识别指纹！系统操作非常顺畅！,5
体验效果好   系统流畅  安卓最新版本   运行内存大  读取速度也快    手感很好  握持感不大不小  大电池    用了几天  待机也非常不错     屏幕清晰,5
京东物流就是快，昨天下午拍的，今天上午就到了，再评价一下手机，外观挺好看，比iqoopro略微长一点，上手感觉很轻，运行速度很快，其他的还在摸索熟悉中，作为千元机来说，性价比不错，喜欢的可以考虑入手。,5
外形外观：非常好，摄像头和iQOO logo非常具标识性。屏幕音效：很好。拍照效果：6400万主摄，对于手游党来说非常不错了。运行速度：6G+1G扩展内存，非常nice!待机时间：一晚上只掉了3、4个电。,5
手机外形很好看，手感舒服，拍照非常清晰，还贴心送了保护壳，运行很快，内存也够大，待机时间很长，主要是送的快充相当好用，不用二十分钟就会满电，可以放心购买,5
外形外观：小挖孔屏幕，很喜欢，侧边指纹识别速度没的说，非常快，外观颜色很好看，看久了不腻。屏幕音效：屏幕虽然是LCD但是配备了高刷，视觉效果不错，带有智能调节刷新率功能，可以在体验和耗电方面多均衡，不用用户费心，立体声双扬声器，声音比较大，老人使用很方便。拍照效果：拍照效果也算是主流水平，4800万像素，各个摄像头各司其职，日常的非专业拍照完全胜任。运行速度：天玑1000plus处理器也是7纳米制程，能耗和处理速度都不错，日常使用的APP完全没有运行压力，也不玩游戏足够用了。待机时间：电池大，并且有44w快充，不到一小时充满，非常给力，没有续航焦虑了。其他特色：性价比很高,5
用过vivo的三台手机一直都是颜值在线，性能与性价比并存商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~???大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算，自营的物流让人非常惊喜，上午下单 ，下午就到货了。新的系统非常流畅，音质也不错，还配有3.5接口。运行媒体呀播放音乐。游戏都非常流畅。存储也没有任何的卡顿，拍照非常的清晰。夜景模式的时候非常的棒。Vivo终于从音质手机变成了画质手机的蜕变。所幸的，是它的音质没有太大的下降，而拍照的体验得到了很大的提升。屏幕的刷新率非常感人。续航基本一天半是够用的，充电非常快，真能做到15分钟充满60%的电量，外壳的颜色非常的梦幻，老婆非常的满意。希望国货能坚持这样的品质。优化各方面的体验。国货当自强！手机是未来生活的重要的应用终端。 国货能做好它。就是国人消费者的福音。Vivo加油！,5
外形外观：颜色清新，外观流畅，手感很好，手机轻薄，质感好，很适合女生使用，用起来没有压力感，屏幕音效：画面颜色清新，颜色匹配度好。拍照效果：最喜欢的就是vivo的拍照效果和功能。其拍照效果颜色很。清晰。拍出来的效果非常好。之前就是用的vivo的。后来换了个其他牌子的。拍照效果就没有vivo的好。现在又换回来了。运行速度：目前的运行速度能适合我，非常的快。,5
想买台千元机，找了很久最后选中vivo的子品牌艾酷！高通765G处理器、120刷新率、55w有线快充都是该机的亮点！性价比较高！幻银配色也比较漂亮！希望能用上两年！,5
三年没换手机，准备过度一下，谁知道，这款千元机超乎我的想象，无论从外形，屏幕，牌照，运行速度和续航，都超乎我的想象，现在安卓机发展的真快，之前一直等待要换的手机，现在有些犹豫了，准备再买一款旗舰安卓机，我相信一定不会让我失望的。,5
外形外观：好看：搂起来手感很舒服屏幕音效：好听：有cd音质的效果拍照效果：清晰：6400万像素，拍很真实运行速度：好快：打王者吃鸡都没问题，一点都不卡待机时间：很长：连续看视频有六个小时其他特色：有特色：性价比非常高,5
非常好用,5
京东物流杠杠的，当天下单，当天就送到了，期待已久，终于等到合适的价格买到心仪的手机，首先要说下外观，太空蓝搭配黑边框，太漂亮了，喜欢的颜色，爱不释手，运行内存12G，玩什么都不卡，显示颜色也很好，指纹响应速度，还要说下人脸识别，那是满满的惊喜，带着口罩也能识别，太赞了，配上黑色手机壳，在来一张无孔陶瓷膜，美的不要不要的，太漂亮了，刚从华为转过来的，期待后续使用。,5
这款手机性价比还是挺高的，包装很好，手机外观很精致，手感也不错，高通骁龙768+独立显卡，玩游戏和看电影都很流畅，高画质运行无压力，屏幕嘛，也适中，不大不小，刚好，充电速度好快，还很耐电，音质清晰，拍照也不错，特别是拍夜景，杠杠滴，好，谢谢！！,5
已经用了一段时间呢，用起来特别的流畅，速度很快，颜色也大气，超薄，拿在手上手感也挺好的，带电时间也长，一天充一次电就可以了，充电时间短，送了游戏手柄，挺满意,5
iqoo z3手机是我经过在众多千元机挑选出来的。炫酷的手机盒还送了一个入耳式耳机。外观漂亮有很重的磨砂感，在阳光的照射下会出现很多种颜色6400万的像拍照清晰，性能棒的没话说。?还拥有Android和Originos两个系统，还搭配骁龙768G处理器，性价比高，运行速度快??,5
预算一千多，本来想买Zx1，后来看到新出的这款，就退了那部，预约完昨天付尾款，今天就到了，京东就是速度，这款手机很不错，运行速度超快，之前也是用vivo的手机，系统还是比较熟悉的，特别看中的是充电速度，55w快速充电，半个小时充满，特别方便，充电头很大个，充电进度太牛了，刚插上几分钟就充上百分之五六了，这个体验超爽，跟上时代的速度，暂时没有发现发烫，后续继续更新使用感受！,5
年前给老爸买了台Z1，这次给老妈买了台Z3。手机试用了几天，用着还可以，外观很漂亮轻薄，拍照清晰效果不错，音质纯正，续航能力强充电也快，运行速度流畅，物有所值、值得拥有！,5
这次选购了iQOO Z3的星云6+128版本，也是第一次购买vivo及子品牌iQOO的产品，产品感觉不错！?这次趁着618活动以1299拿下Z3的6+128版本，优惠了400元。1299元能拿到：高通骁龙768G+LPDDR4X+UFS 2.2+55W超快闪充+120Hz竞速屏 6400万超清三摄 五重液冷散热系统，还是很香的 。虽然中框和背板都是塑料的，但做的很精致，拿在手里手感还是很好的。高通骁龙768G这颗芯片日常使用是绝对没问题的，玩个王者，吃鸡也是轻轻松松的。但要玩类似&ldquo;原神&rdquo;这样的大型手游会吃力点，请大家注意。这次是送长辈的手机，所以768G绝对没问题，妥妥的！?内存方面LPDDR4X+UFS2.2读写速度也是不错的，另外iQOO有自己的内存融合技术，所以6+128版本的运行内存其实是6+1的配置，也就是说运行内存可以到达7G的效果。1299元的千元机能配上55W的快充头真是&ldquo;大爱&rdquo;了?45分钟左右基本能充满。还有120Hz的LCD竞速屏，6400万超清三摄表现都不错！总结：这款iQOO Z3适合非重度游戏党的大部分朋友，放心购买！,5
外形外观：这款太空蓝真的很漂亮。屏幕音效：混音效果很不错，好听。拍照效果：4800万像素可不是白给的，太清晰了。运行速度：一个字，快。待机时间：视情况而定，一般情况下用一天是没问题的。其他特色： Vivo的使用功能很多，比以前的手机方便多了。,5
确实不错客服人员，快递很快隔天即24小时就到手了，从没想到有这么快，照相效果很好，最好的效果照相不能放大，但照片出来后放大的清晰度比起放大的好得很好多。5G用流量比4G的大好多多。,5
用了十几天了才来评价外形外观：银色很好看，屏幕很大，快充很方便，平常不怎么玩游戏，看看小说刷刷视频，目前电量很够用。618活动便宜了很多运行速度：相机很棒，照片清晰，反应速度也很快。满足我的需求,5
第一次在网上买手机，很满意。前而5张图是旧手机照的，像素差了点，后面4张是新手机照的。很清晰。,5
5月10号买的iQOO Neo5使用很顺畅，好用，性能机这次又买了Z32千元内性能机，打开后很惊艳，店里使用，足够了，值得推荐??,5
外形外观：颜色没有图片好看，这个颜色有些失望，不太喜欢。给老人用，老人不挑剔，就算了。屏幕音效：屏幕显示很清晰透亮，非常满意，音效还可以吧。拍照效果：拍照是一大亮点，拍得特别清晰，成像很棒。运行速度：运行内存8G，还有3G融合内存，不用担心后台不够的问题。待机时间：待机时间，重度使用属于上成水准。,5
手机已经到手好几天了，个人觉得外形美观，音效非常完美，特别是戴上耳机更佳，运行速度很好，拍照比较一般，毕竟是主打游戏，体验非常棒，待机还行，正常使用能用很久，打游戏耗电快，发烫，都属于正常现象,5
充电很快，不到50分钟充满。手机够轻，拍照还行吧。没有双扬声器。侧边指纹很好用。电量用一天没问题。,5
外观挺漂亮的，速度也比较快，画面也十分的清晰，摄像头的拍摄效果也比较满意，待机时间当然不能恭维，实在是太短了，最多1白天，后续会在使用上评价,5
买给老妈的，第一次换智能手机用，之前用的都是老年机，许多功能还在摸索中，颜值很高，选的星云实物非常漂亮，手感也很好，拍照很清晰，前置摄像头还自带美颜功能，爱了。侧边的指纹解锁非常灵敏，京东物流也是杠杠的，第二天就到了,5
1、手机已经收到了，收到已经使用了两天，大厂生产的商品就是不一样，之前一直用vivo手人，也一直在用vivo手机2、手机不管是使用效果，还是用户体验都得很好，也很喜欢再一次购买比较信任手机的用户体验和售后管理手机外观时尚大气3、目前手机的性能刚刚使，会在后续使用中再来追评手机外观大气外观时尚手机操作系统简单处理器性能强悍，如果有想要购买手机的4、本人购机体验，建议购买手机轻薄易上手电量充足，电池4500毫安，一天够用，使用一段时间后会再来追评，相信大厂品质！5、购买此款手机，总结手机电池4500毫安，很够用，手机性能很流畅，手机充电速度很快，手机上手感很好，手机外观很时尚,5
手机运行速度快，新手机不卡顿，8G运行内存确实很好用。屏幕音效：双击可以唤醒屏幕，用起来方便。待机时间：一般一天一充吧运行速度：快速，不卡顿。,5
外形外观：外形大气，比较适合年轻人用屏幕音效：音效非常可以，我喜欢洗澡的时候听歌拍照效果：还可以，和女朋友一起经常合拍，像素很好运行速度：不卡，打起游戏来很舒服，,5
外形外观：外形时尚漂亮！屏幕音效：屏幕顺滑！音效双喇叭立体声！拍照效果：拍照清晰！效果好！运行速度：运行8+128通通的啥都没问题！待机时间：4500毫安时的电池?，妥妥玩一天多没点问题？其他特色：顺滑的屏幕！大音量立体声喇叭！玩游戏杠杠的！可我不玩游戏！挺好的！性价比超高！推荐购买！,5
给老人换的，非常喜欢，双卡双待，内存够大，运行速度也很快，拍照清晰，比苹果轻便，充电速度也很快，可以和华为的数据线通用，安卓系统还需要适应一下，换新机可以用互传倒一下，很方便,5
送给妈妈的，妈妈很喜欢，手机很漂亮，很轻！！反应速度也很快，内存也特别足，值得购买，真的很不错?外形外观：漂亮拍照效果：不错?屏幕音效：很棒运行速度：快，流畅！待机时间：很长！其他特色：打游戏很流畅，手机很轻,5
手机还不错，质感还行。赠送了壳膜，挺方便。运行起来也还好，不是很卡。充电头非常好，充电非常快。屏幕观感还行，看着眼睛不累。手机轻轻的，拿着手臂也不酸拍照效果：拍照ok，像素挺高。其他特色：背面很好看,5
功能都特别好父亲节给爸爸买的礼物，第一次用iQOO的手机，买回来特别喜欢 外形 功能都特别好 手机像素也更好 电池容量大 用一天就冲一次电就够了 特别喜欢这部手机,5
挺好,5
外观:很漂亮。深空颜色，适合商务人士使用。充电:充电速度真的很给力，充电快，一会儿就充满了。这个赞。系统:买这个手机主要体验新系统，可玩性更高，界面很美观，系统功能强大，爱不释手。手机整体都很棒，反应速度很快，日常使用足够。拍照效果清晰。待机时间不错。,5
买来没有马上重度使用，真正用算一个月吧，，感觉良好，，性价比高，，作为vivo的子品牌，无论从品牌名到logo还是设计都给人一种新潮的感觉，特别符合本人的胃口。。大屏幕视野开阔，大电量给人安全感。。银色很美腻啊！,5
外形外观：外观很时尚，看起来很潮，家人都很喜欢屏幕音效：在这个价位上，屏幕算是很细腻了，120hz的刷新率，很流畅，音效效果不错。拍照效果：6400万三摄，拍摄效果很亮眼，很惊喜运行速度：运行速度很流畅，玩游戏也很流畅，不卡顿,5
第二次买iQOO手机了，手机非常好，价格很实惠，颜值贼棒，给老妈买的日常使用就够了颜色  幻银色内存  8+128像素 后置6400万超清三摄  前置1600万（日常拍照够用）120hz高刷竞速屏 55w超快闪充五重液冷散热系统最主要老妈很满意?,5
这个手机很好用，预售的一千二百多到手，声音十分地清楚 ，照相的色彩也很鲜艳，很真实 ，看电视也很清楚 ，只是不知道玩游戏怎么样，因为我和我老公都不玩游戏的 ，这台手机我们都很喜欢 ！,5
手机外观很漂亮，颜色也很好看，充电速度真的很给力，充电快，一会就充满了，界面很美观，系统功能强大，爱不释手，手机整体都很棒，反应速度很快，日常使用足够拍照效果清晰，待机时间长,5
屏幕音效：这块6.58英寸LCD屏不仅支持DCI-P3广色域和HDR10，能够呈现出细腻的画质效果，同时也支持目前旗舰机型才具备的120Hz刷新率、180Hz触控采样率，让屏幕触控有了流畅丝滑的视觉效果和更跟手的灵敏表现，在FPS类手游中，iQOO Z3能够带来更快的触控表现，让你吃鸡时快人一步。值得一提的是，为了进一步增加玩家对于高帧率游戏的感知，iQOO Z3还特别推出了高帧率专区，能够适配目前主流的14款游戏拍照效果：拍照满足日常需求，千元机还要啥自行车外形外观：外形大气美观，手感舒适，很适合长辈使用，屏幕够大，可以选大字体其他特色：充电速度贼快，快充的感觉就是好,5
收到货迫不及待拆开包装，发现货物完好无损，iqoo z1材质好，手感很好，玩王者荣耀稳定60帧，144hz屏幕刷新率很好，双扬声器播放音乐大声，比iqoo pro 5G声音大，充电速度也是44W！很好??,5
外地调货等了3天，理解。真机比图片上好看，图片上看边边有点厚，但真机没有这感觉，系统反应速度很快，很清新，拍照也很清晰，给老婆用，足够了。,5
玩了半小时，回头看自己的红米note8pro，同是暖调鲜艳，红米的屏幕有点刺眼啊????。还给老婆吧，不刺她的眼就行了?,5
物流超快，上午下单，下午到，京东自营就是快，手机外观没有划痕，开机很流畅，拍照效果：很清晰，外形外观：整齐，无划痕，运行速度：很流畅！千元机性价比高！,5
一直用vivo的手机，非常不错，上一个是NEX一代，这次准备挑个备用机，还是喜欢vivo，主要是一年好多次免费贴膜，换新手机壳很带劲，服务态度很好，手机颜值很高，还送了耳机，618比官网便宜了几百块，快递次日达依旧给力，赞?,5
外形外观：外观时尚，新颖！包装大气，适合年轻人的手机屏幕音效：双扬声器，声音好听拍照效果：拍照清晰，后置4800像素！运行速度：运行速度快，不卡顿！待机时间：4500毫安大电池，正常使用没问题！其他特色：天玑1000＋的处理器，中端5G手机的旗舰机型！,5
使用了一段时间，真的很好！流畅度绝对够用，大品牌值得信赖，手机就买vivo.,5
刚到手，就拿出来试了下。送的东西很多。手感不错的，自己的需要调一下自己的使用习惯。有手机壳，游戏充电线。手机的颜色也是我比较喜欢的，清新的,5
还是非常的不错的，买给老人用的。无论是配置，还是手感，重量都很不错！也不打游戏，平时接打电话看看视频新闻感觉有点浪费。能力过剩的表现！充电也很快！好评！！！,5
手机用了几天，很好用，CPU运行顺畅，而且电量大，拍照美，颜色很好看，很漂亮，透明手机壳也很喜欢，对比同价位的手机，这款性价比最高，而且还是活动价，所以非常划算，运行速度很快，充电也很快，打游戏很流畅，不卡。物流速度很快，值得推荐购买,5
手机外观非常的好看，颜色也非常的漂亮。电池容量也够大，续航还是可以的。运行速度也很快，打游戏非常流畅。像素也很高，拍照特清晰。性价比高,5
在一千多的手机里，这款Z3的性价比最高了！便宜但是不廉价，外观漂亮颜值高！手感不错，相机?的成像质量很棒、夜里拍照效果也很好！手机的系统也很人性化，使用方便，为手机加分不少！对了，现在购买还多送一套原装的充电器，可以家里和办公室都放一套，这样就没有电量焦虑了?,5
手感非常棒，网速保障非常流畅，特别是在电梯和地下车库这些信号微弱的地方依然可以正常使用，高刷新率屏幕不仅是感官的刺激，更是看电影的不二选择。处理器非常流畅，各类游戏都可以畅快玩耍，绝对是不可错过的宝贝,5
好看实用，充电快耗电慢，送的耳机音质很好。缺点是麦克风音量偏低，新软件加载模块较慢，通知栏左右布局不方便查看左侧通知。,5
手机非常棒我很喜欢。,5
不错,5
外形外观：样子我觉得还可以吧，现在手机样子都差不多屏幕音效：屏幕清晰度也可以，，音效也比较好。拍照效果：拍出来的照片也像素挺好待机时间：待机时间一天多，打游戏的话半天多点,5
voiv手机就是不错，买了好几部了,5
10个豆10个进都豆,5
非常好用，外形美观漂亮，值得购买。,5
手感不错，运行很快，各方面都不错，好评,5
网速可以，暂时没发现什么问题,5
非常好,5
手机性价很很高  配置很强悍  在千元机级别里  应该算是前五了吧   颜值也很高   手机的iu用起来很舒服  去年买了一台q1给家人用   觉得真不错   所以今年新出了z3  看准优惠时期   果断入手  再买一台iqoo品牌手机送给家人,5
手机发货很快，第二天就收到了，外形漂亮，背面炫彩。手机握着的手感不错，宽度正好，就是感觉很长。充电头巨大，还送了一根黄色的快速充电线。充电非常快，手机运行顺畅，处理器性能在同等价位里算高的,5
外形外观：外观很漂亮，颜色也很舒适。拍照效果：拍照对比了我现在用的苹果手机，感觉色彩稍微鲜艳点，几乎没啥大区别。运行速度：8+3+128，感觉应该是很流畅了。买给老妈用的，用3年应该问题不大。其他特色：支持快充，这个很不错，还支持120快刷，这个必须点赞。1569的价格可以买到性价比挺高的手机了。现在国产手机的确越来越好了。,5
手机收到了，非常满意外形外观：外形好看，选择的是深空，线条流畅屏幕音效：屏幕完好，音效好拍照效果：拍照完美，像素好运行速度：运行内存128G的，速度快，完全够用！,5
物流很快！包装完好无损，收到几天了，给家人买的，老妈刚适应很喜欢，手机外观很漂亮，选的颜色也很合心，手机轻薄，屏幕亮，不发黄，运行速度快，不卡顿，拿在手里轻薄舒适，音响效果和拍照功能超级棒?老妈特满意，很喜欢?,5
外形外观：包装设计别致，新颖！机器外观也很好看！屏幕音效：屏幕清晰，声音大效果也很好！拍照效果：拍照效果好，清晰度高！运行速度：运行速度快，系统流畅！待机时间：按我刷视屏的力度来算一天5小时左右的话两无时间的样子！,5
手机收到了，很好看，也很喜欢，拿回来就在捣鼓，下载些软件到手机里去！出来十五六年了都用的是步步高的手机，质量都很好，希望这个也不要让我失望,5
昨天下单，今天到手快递nice，送货员服务很好?到手体验感十足，非常满意，系统很流畅，高刷新率?外观精美，真心不错,5
收到快递，快递小哥辛苦啦?，马上拆开盒子，哇哈哈哈好，手机?很漂亮?，在网上买的，手机是杠杠D，俺家个个用ViVD，嘻嘻嘻嘻???，老板很大方要送一个包包给我,5
不用我的苹果xr，有点信号不好，所以换了这个，还以为当天下午到，以下等了二天，不过从外地调货，速度还挺快的，送货的快递小哥，服务挺好的，拿上新手机比起前几年的唯沃还是变化很大，很好用的系统！带的配件还多！值得购买！以后还会来这家店！给老板点赞！,5
孩子上中学了，给她换部手机惊喜一下，哈哈！家里都用华为，第一次买VIVO，总感觉有点忐忑。新手机超赞，包装精美，颜色漂亮，大屏幕，开机试下，速度快，操作流畅，拍照视频相当不错！这款Z3是上个月刚上市的，价格不贵，给学生用正好！国产手机有多了一种选择！好好好！,5
55W快充绝非浪得虚名，新系统还是不错的，比较好上手，只是看视频耗电快了点。,5
非常好，非常满意。外形外观：线条很好看，没有多余的按键或者插孔屏幕音效：很响亮，杜比音效下非常享受呀拍照效果：感觉一般运行速度：nice,5
充电也很快嘞,5
我在买这个手机之前，买的小米11青春版，因为发烫，退了，vivo是我第一次买，以前听说过这个牌子，用了之后觉得性价比真高，我以前只知道华为和小米，我是看小红书推荐，别人都说这个好，我就跟风买的，价格便宜，好用，屏大，个人很喜欢。会推荐给朋友。,5
买给妈妈用的，屏幕好大，字也大方便老人看。如图，首先外观颜色很漂亮，屏幕清晰度和色彩分辨率也很好，音质也可以，运行速度也很快，不知道时间久了后速度是否还能这么快，期待吧。,5
外形外观：深空好看，原本以为会真的很黑，但实机非常有质感，亮银灰的感觉，手感满轻巧的，不到200g的重量，很棒屏幕音效：萤幕显示细致，1080p不太有颗粒感，亮度也可以，声音只有单喇叭，外放音量明显小很多。拍照效果：6400万拍起来清晰，以他的价位拍照算真的挺不错运行速度：120高刷屏搭配新的OriginOS，画面非常流畅舒适，768G玩游戏也是能行其他特色：整体以这价位真的物超所值，预算有限上值得购买,5
xjb高到离谱，iqooz3闭眼入！我拿到的是深空配色，这款手机体验算比较长时间了，658英寸120hzlcd屏，整重只有186g，虽然是塑料背壳，采用了银面离子镀膜工艺，本身是从黑到灰到亮银的渐变效果，同时还会有一点折影效果，骁龙768g处理器ufs22，originos支持内存融合，让运行内存增大3gb，娱乐兔跑出超45万分，虽然说这款性能中端水平，但日常使用以及国民级游戏都是非常轻松的事情，蓝厂一直和腾讯游戏合作优化，能够带给你非常流畅的体验，4400mah电池55w闪充，30分钟充到75，应急需求福音，并且充电温度控制不错，全新的原os系统用起来也相当顺手，有iqoo专属行为壁纸专属控制台等，并且支持全场景智能省电模式，实测开启处日常续航可以达到1天，z 3采用三星gw36400万主摄，以及800万广角和一枚200万微距，拍日常足够的了，重点还是vivo的相机优化能力非常强，色准度不错，比如红色花朵经常过爆的现象，它也能控制住，这点确实需要大厂更高水平的调教能力问题，个人建议不追求最强性能，也不爱折腾的用户群体，比如学生，自己买给爸妈或者工作机使用都相当不错，1699元价格足够,5
给老妈买的手机，她选的颜色，真的好看耶，用起来也很好，拍照也很清晰，内存足够用，喜欢?,5
买了20多天了吧，用了一段时间来评价，确实出乎意料的好，最满意的就是快充功能，30分钟很快就充满了，特别方便，手机的性价比也特别高，同样的机子是很好的，手机拍照功能太牛了，特别是识图提字功能太牛了，真心喜欢。,5
给长辈买的，特意用了一段时间来评，基本还可以,5
商品符合预期，比较满意,5
商品符合预期，比较满意,5
打手可以，运行内太小了，可惜,4
挺好的，除了感觉电量使用很快，其他都很好,5
不错,5
拍照效果：拍照十分清晰，比我之前的华为强太多了。 电池续航：不错，这个续航可以玩王者荣耀10多把！赞 通信音质：音质环绕感很强，不输索尼的音质 运行速度：反应灵敏，这个IQOO牌子就是靠这个吃饭的。 加油vivo，总之很满意的一次购物之旅！ 显示效果：显示效果清晰。,5
手机收到了，挺好用，下次继续支持,5
充电非常快好用外形外观：漂亮拍照效果：爽运行速度：快待机时间：一般,5
手机不错，用起来很顺畅,5
IQOO Z1真不错，太空蓝的机身颜色超赞，渐变的后盖在光线的变化下非常漂亮，手机的做工不错，附赠了清水套，贴膜也已经贴在手机上了，到手后下载个互传的软件，就能把旧手机的数据同步过来，非常方便，十分满意！,5
货收到了，试用了一天感觉很好，手机反应速度快，播放视频播放视频清晰声音清楚很大还会回购的手机反应很快播放视频应用不卡顿很流畅感觉很好很轻，充电速度快全五星好评,5
618的价格真的很实惠，plus送了有线耳机，给妈妈买的，系统操作简单易学，运行速度快，充电速度也很快。拍照清晰。老人用还是很方便！,5
入手三天了，包装不错，手机颜值还可以。游戏功能丰富，花里胡哨的功能也很多，很适合学生党。像素一般，6400要设置才有。充电速度0到100四十五分钟左右。侧边指纹灵敏，好用。目前运行流畅，第一天使用过程中有出现卡顿的现象，这个价位咱也没那么多高要求，总的来说，满意。,5
搞活动买的，外观和描述一致，京东物流很快昨天下单今天早上就收到货了，先说说手机吧外观美，功能强大内存大，目前用起来很流畅不会卡。,5
流畅度还不错，性价比很高，给老年人够够的，希望能用个三年左右。包装盒也很精致，对比苹果手机实在多了，还送了膜和壳，快充也配齐了。,5
手机屏幕清晰，操作流畅 ，系统流畅，这价格性价比很高，充电速度很快 拍照也清晰，外观漂亮，做工很好，通话清晰，信号很好，听歌效果很棒,5
货已收到，使用了一会，体验不错，胭脂高，系统流畅，相机拍照和视频效果很不错，续航和充电很给力，充上感觉没多少时间电量就满了，再次赞赏京东的物流速度,5
12+256版，感觉还不错?！已经体验一个多星期了，两千元的手机这样很不错?。这是第二次买这个牌子的手机。系统很流畅，日常使用已经足够。当然我也拿来玩吃鸡游戏，温度控制得还不错，至于游戏体验，那是仁者见仁 ，智者见智。对我来说已经非常好的使用体验，我不是拿来玩游戏（玩游戏主要是平板），主要是接电话、刷视频、浏览新闻之类的日常使用。也不知道能用多久，拭目以待吧！,5
