评论,评分
外形外观：屏幕侧面粘合不良，问客服，就只会让我寄手机过去检测，外观上的缺陷就不能派个售后过来直接检测，手机寄过去我用什么，外观侧面粘合真的是有问题，以后对手机功能有没有影响，我也不知道，说啥也没用，自己看外观其他特色：刚开始买手机，我在上海，同城配送，给我从南京寄过来，在南京配送，南京拒收（自动给我拒收的），直接给我退款，我都蒙了，还有这种操作，打电话问快递，快递让我问客服（这个我有录音），线上问客服，客服让我问快递，我真的服，下午都没解决好，最后还是我不断打电话直接问京东售后，我说的解决方案才解决，之后重新购买的，这点京东给我的感觉就是太拉夸，做事情没有效率，服务相互推脱，最终受损的还是消费者,1
新买的手机，发现音频里有7月14号下载过的两首歌曲。京东给个解释吧，让我们花一手价钱买二手货么？？？？？,1
第一次用vivo，卡的要命，还有200g，也会卡的要命，屏幕会偶尔失灵，差的要命,1
此用户未及时填写评价内容,1
充电线用了两月，就这样了，感觉有点太差，售后比较麻烦。,1
这手机垃圾的很，比4G的都差，信号差，3G的都比他强，气死我了,1
配送员太懒了订单到了不派送过来,1
送的耳机用不了的，怪我没看，属实没想到，明码标价的手机送的耳机居然不匹配，也退不了，辣鸡客服,1
此用户未填写评价内容,1
一买就便宜300，#,1
竟然没有耳机 那留耳机插口干嘛,1
比较耗电，电池不怎么抗用,1
手机挺好的，差评给京东。平台上买了四五个手机了，每次都买增值服务的保险，上个手机真的要用到了，各种理由拒保，寒心。一个大差评，送给京东商城。,1
打王者荣耀老断触咋回事。屏幕不跟手,1
同样在京东买的同款机子，相差几百块钱,1
这玩意买了一个月，就降价了这也没谁了！,1
其他特色：刚买完又降价了，大家先别买估计过多十几天，1500能到手了,1
货物还行，但买的时候说秒杀价结果过了两天，15号价格更低,1
型号货不对版，物流还可以,1
老是突然断网，还不如原来旧手机。,1
才买几天，就降价，差劲，以后还是不能选这个牌子,1
没有耳机，已退货。。。。。。。,1
刚收到信号不好，其他的用了才知道,1
说好的双十一预购，补差价，直接不补？我不说直接不给？,1
待机时间：待机时间不到一天，看了1个半小时视频就没电,1
刚买两天就降价两百晕,1
服务不咋地服务不咋地,1
很好的手机，就是闪屏后手机卡死黑屏。,1
520买的，现在就变向降价了，还不能申请价格保护了。,1
差，说好送耳机，买了就不认帐，大家要注意,1
售前售后客服服务态度两个样    送的耳机拖了老长时间  一直让等着,1
货收到没有耳机，说送耳机的。,1
态度不好，不解决问题,1
耳机什么时候能到？客服不理我们,1
电池一点多不耐用，冲满电半天就没电了。,1
说的送蓝牙耳机最后说要会员才送，一开始问怎么不说清楚呢？,1
说了送耳机，结果不送,1
说好的送耳机什么都没有。,1
运行速度：运行速度，完全不配叫5g手机,1
不是保价吗？怎么才这么几天就掉二百多块钱,1
全屏游戏了画面切换很难。充电器是坏的。冲不了电,1
第二天就坏，就只同步了一下旧手机资料，还没来及使用，直接开不了机了。换货要7－15天，无语。,1
手机是新手机，可让我不爽的是京东自营买z3不带耳机，淘宝买z1附带耳机，人工客服解释新手机不带耳机，那设计个耳机孔来干嘛？花两千块钱买手机的能坑就坑，花五千块钱买手机的要当祖宗供起来是这样吗？大家都挺忙的，就评论到这里。,1
果不其然，刚下单买完第二天就降价100,1
买个屁手机！说话不算话！开始买手机的时候就说耳机是赠品不可以一发过来！手机到了之后过几天才会发！我就无语手机是14号到的，现在都26号了，我连个屁都没有看到，上周明明就说了，这个星期会在星期二，星期三发货的，结果又说什么加急，还是没发货，我就无语了，京东连一副耳机都**送不起吗？？送不起就**别答应好吗！真膈应人！我真的是瞎了眼睛！以后啊睁大眼睛看看！不要觉得什么旗舰店就是好的，放屁！所以啊奉劝大家不要买，在时候有你们受的！还有很多截图我没发勒，我也不想为勒这些人浪费我的精力！！祝你们早日倒闭！不用谢！,1
两个问题，1是8月份买的手机，系统存储里有1月份下载的音乐数据，全屏手势下，从屏幕底部往上的返回桌面等操作无效，且屏幕触控严重影响体验，有时候返回操作也没有反应，心情极差，只能说，很简单，便宜没好货，说不准也中了二手的招，给父母买的手机，京东多年老用户，最差的一次购物体验,1
就是耗电太快了???,1
手机无法解锁，指纹，面部均无法解锁，不知道什么问题，质量非常差,1
二手货，手机里有别人以前的~聊天记录图片，不小心给清理了没截屏成功,1
这款手机信号不稳定，容易断网，点开视频软件熄屏后视频有时候会自动播放，手机容易卡顿，有次~点半天都没有反应,1
买了不到一个月吧。充电速度就变慢了。,1
待机时间：今天刚刚拿到还有40的电一下子就没了,1
打吃鸡游戏闪退，卡死机三回，才买几个小时。,1
不是很好用，像素差，电池一下子就没电了!,1
购买了商品还是比别的商家贵了些。在看看吧,1
一个手机  什么都没送,1
昨天刚买的，今天就降价200,1
刚买两天就降价了。。。,1
买来刚7天多就降200,1
手机卡 售后不咋样 得等15天,1
刚买完就降价了，不是保价的吗,1
用了9天喇叭就不行了开始哑了,1
电池不行啊，一会就没电啦,1
交定金比不交定金还贵，搞鸡毛啊。,1
外形外观：充电器器有点问题，插头歪了，插不进去,1
我刚买7天你就降价200块钱,1
后悔了，拼什么上面才1600多，8+128的，差好几百块呢,1
其他特色：网络特容易卡，我才下了二个游戏,1
进攻送货体验不好，东西还没收到手，就给我点了，我多花运费了好不好,1
耳机都木有，啥也不是，就一个包装，啧啧啧,1
活动中的50元话费没给。,1
听筒声音不清晰，最大声音也是,1
今天刚收到货，续航不是很好，京东越来越差了,1
别人都有耳机送，我买就没有耳机。,1
清晰度，唉！还不如我两年前买的红米8清晰,1
刚买俩月就降价两百块钱，什么情况啊？,1
为什么不能下载务工宝app 联系客服也是不回答问题？？？,1
手机就那样，送的蓝牙耳机一只耳朵有声音，另一只没有,1
不送耳机就不要写出来,1
反应慢网速慢说的下单送耳机到手就一个裸机,1
待机时间：待机时间短 耗电量快,1
给别人买的，但是总是说信号不好。也不知道啥情况，哎。,1
不带耳机。这手机不行。运行速度：不行,1
明显是退换机，这品控？,1
买的手机到了，送的耳机现在还没到，,1
20号买的时候没有双十一活动预告，21号就降价了，也不给退差价,1
手机有点厚，掉价有点凶，价格不坚挺的牌子会失去人心的,1
没送耳机，有点上当的感觉。,1
手机还没贴膜，也没送膜。感觉像用过的,1
才买一个星期，又降价200.,1
手机刚开始玩 就开始发烫 待机时间短,1
这手机不怎么样，电池半天就冲电，赠品，也没有,1
为啥连个耳机都没有？,1
手机放音乐卡，手机玩游戏发烫，明天就退货真的服  。,1
没有耳机，我怀疑是翻新手机，客服服务态度差,1
才买几天就掉价俩百，手机有一些通病不过还是能用用的,1
您没有填写内容，默认好评,1
闪退，怀疑旧翻新来卖,1
您没有填写内容，默认好评,1
您没有填写内容，默认好评,1
手机已经手到好久了，但是耳机到现在还没有发货，,1
桌面想老人机，建议不要去买，拍照也模糊，建议大家去买隔壁的oppo，送货也比其他的慢,1
您没有填写内容，默认好评,1
您没有填写内容，默认好评,1
配送员太懒了订单到了不派送过来,1
拍照效果：不太好外形外观：唉，才卖几天，又降价100元,1
耗电速度超级无敌快，真不行,1
送的电话卡也用不了，啥也不说了京东NB,1
您没有填写内容，默认好评,1
京东物流服务非常好差，货到了不打电话给我，不送货****非常好差,1
六点多送来的一张卡，搞到现在，一会关注这，一会关注那你码了个碧,1
手机号无法激活，说的话馿唇不对马嘴,1
客服哪个名校毕业的，阴阳大师。,1
下载游戏吃鸡王者就黑屏根本没法下载一下载就黑屏然后就中断了,1
送不送实用点的，送啥电话卡，都不实用。赠品差！,1
卡槽出不来，轻轻弄也出不来,1
还没怎么用，电池一天都用不到。,1
一天充3次电。不过充电很快,1
购买十二天就降价还不给价保,1
卡的，偶尔网络连接不上，说给的大王卡也没有给,1
五十五瓦快充 确定吗？比慢充还慢,1
时不时会卡、点都点不了、卡十秒左右就又好了,1
呵呵，前两周买的现在降了400,1
玩和平精英比不过骁龙765G，连阴影都关不了,1
一般，膜是高清膜，难受,1
老是断流，双击唤醒屏幕也不灵敏，好差,1
太差了，网络居然比之前的旧手机还差，屏幕老是点触没反应，以后都不买vivo,1
刚买一周就降价300，还不能保价。恼火,1
这手机耗电超快打王者荣耀画质开高用不到4小时绝对真实,1
不知道是补是我手机有问题,1
才用几天，手机信号满格刷网站都卡,1
这手机说实话不咋地啊，各种闪退,1
耳机呢？？？还没送。,1
没有耳机啊,1
**  一个月不到 降价200多  找他们也不退,1
垃圾   恶心  谁买谁上当   手机卡顿   声音好小  触屏不准,1
网络不好  经常断流,1
外形外观：有灰尘 有划痕 难得换了，都已经是换第二个了,1
不满意不满意不满意？？？？,1
手机不人性化，设计不科学，比小米和华为差远了,1
其他特色：没耳机送。问客服感觉电脑自动回复一样 也不解释一下,1
昨天刚买了就降价200，送了个几十块钱的充电头，我同事今天买比我还便宜200，闹呢？,1
买了之后，第二天价格就下降200多，这波操作666！！,1
待机时间：手机用的多8小时都用不了运行速度：反应迟钝,1
刚买就降价三百，没法吐槽,1
刚买没几天就降价300，往后买东西怎么买,1
在无线网下微信开视频有卡顿我听的到对方，对方听不到我，对面听我没声音，需要从新挂断，才刚买几天,1
买完刚收到货就立马降价也是醉了,1
相机**预售比直接买贵?,1
手机有问题，插了手机卡无网络，退货了,1
电池不行，一会没电了,1
玩游戏发热，还有些卡,1
服务差，还是一个有两缺口的手机，大家最好不要买,1
玩王者有时候会断触,1
买的时候感觉2198可以入手，结果这会儿来个1987？还正好出了价保时间？感觉有点不高兴,1
有闪退的情况，新机没多久有异响，但又自己好了！,1
打开之后没注意 上壳的时候发现机身上面有个坑。影响美观。,1
手机有质量问题经常断网，耽误事情。,1
有卡顿，打游戏有时候自己就卡倒是没有发热现象,1
这款手机电池续航很短,1
什么嘛，刚买就降价？,1
降价格就跟小孩尿尿一样 一会就来,1
明明赠品有耳机，收到货却没有，唉，有点失望，手机不错挺好的，建议商家不要欺骗消费者,1
耳机是需要会员才送，我也不知道，后来客服又私自给我发了一个，实在感谢，很不错,1
外形外观：充电器有明显磕的痕迹,1
手机喇叭有点杂音，其它都还可以,1
买了才二十多天，就降了300块。,1
割韭菜的一把好手,1
反应太慢了，就是个砖头,1
价格虚高，还有下降空间啊！,1
唉，和我同学一起买，我还不如不预约，,1
数据网络经常出现断网情况无法连接,1
啥情况，明明有送耳机的零售价快递，在同步发出，却一直挂在订单里？,1
买完第二天就降价400,1
刚买十来天，就少一百，心里不舒服，应该退我一百。,1
屏幕有时候点击会卡顿点不上，一分钱一分货没错了,1
刚收到货就降价300 说好有保价 怎么就退100 京东什么时候变了,1
买的新手机卡槽居然拿不出来,1
刚买完就降价！一个月不到降三百啊！！,1
垃圾！！**！,1
为什么刚拆封的手机运动步数就2697步了,1
送赠品都是扯淡，我是什么都没有，有个不需要的手机卡,1
买了没才几天，就降价100，申请保价，说是有赠品不给保价，才两三天搞得心里不舒服，总之购物不愉快,1
直接让我退了重新拍，不麻烦吗。。。。你们就不能补差价吗，所谓补差价都是假的,1
电不是一般的不经用，,1
手机一般，效果不是太好,1
锤子个快充，还不是要充几个小时,1
买了两部手机，收到4天就降价了，联系客服也没解决,1
买了4天，就活动，客服也不通知一下,1
京东的东西，不怎么样，刚买二十天的降价了。问客服过来保价期！！哈哈,1
刚买两天便宜了300块钱,1
感觉以后买手机要仔细认准牌子了，这部手机实在太棒了，它好的我都不想用了,1
背面底部的缝隙太大了，还刮手了，其他都还可以,1
做工太垃圾，连1000的都不如,1
待机时间：耗电好快，不玩放在一边五分钟少百分之十电，感觉没好,1
用电快想退款,1
有一批订单明示plus用户加赠耳机，大家有没有看到。结果发来的只是一付耳机,1
说是预约618送耳机，啥也没有醉了,1
运行速度：游戏闪屏卡顿，切后台会卡,1
这个快递小哥如果可以在牛皮一些就好了，我的是手机你给我直接扔在地上,1
手机里面又下载过的音乐，不知道是不是用过的,1
刚到货，第一时间评价，翻新机or返修机？实锤，请客户给我解释,1
已发图片是明显的撬棍痕迹，边框上还有其他位置是不明显的撬棍痕迹，拍不出来，明显的痕迹已发图片正在审核。作为十几年的京东老客户，这次购物严重影响我对京东自营的信任。,1
刚买就降价，答应的赠品半天不发货,1
丢这才多久突然之间就黑屏了，刷都正常，亮屏就亮一点点,1
耗电快，35天前入手，现在要降价300，是这个原因降价吗，我申请退货吧。,1
买来第一天手机就出现问题啦而且电量也不够硬一个小时掉百分之十得电,1
宝贝已收到非常高兴用了两天，觉得触屏幕反应迟顿，不太好用。，,1
手机玩几分钟就发热了烫手,1
手机好不好不知道，服务不好，这款没有耳机的，提前没有说明，还要自己看清楚了再下单,1
答应给的耳机快一个月了也没给，就说没货,1
作为京东大平台，购买手机居然没有说明书，最主要居然还没发票，强列要求补回，要不然只能找消委会，,1
连个起码的耳机都没有,1
买刚买就降价了?,1
一句话，无法形容，后悔买了。,1
看小说不到三分钟屏幕黑屏，没反应，查看网络有几个连过的wifi记录，简直就是人家退回来的二手货,1
没有好评返豆子，好桑心,1
没有好评返豆子，好桑心,1
刚买一两天就降价，发放优惠券，还不支持补差价。各种推脱,1
发现给的样机，上面好多用过的痕迹,1
我佛了 还是官方会玩,1
玩呢 提前预订还不如当天下单还送的蓝牙耳机。就这样消费我们？？,1
手机不错就是说送的赠品没有,1
买了没几天就不正常了，保价才几天，就降价一两百，还不给保价,1
刚买了一天就降价了，多花200,1
换货一回了，我想知道尾插口就这样吗，都有缺口,1
买的时候6期免息 付完钱又变成3期了**?,1
经常断网，信号还不好,1
听筒不好，有时贴在耳朵上都听不见,1
绝了，这才第二天用着用着黑屏关机了,1
这这不到一个月就降价了一百多,1
买前说送那送这，买后什么都没了,1
才玩了三盘游戏，手机就发烫了，喜欢玩游戏的建议大家不要买,1
已退货，外包装破损严重,1
质量性能一般，有活动赠品客服也不说，,1
以后再也不从上面买了，一个月**00块钱！这叫什么事,1
到达时间不够具体，比想象的不够好待机时间：差了一点,1
卡的不行 除了用WiFi不卡 什么数据卡都没法用 转半天,1
没有好评返豆子活动，好桑心,1
什么都不想多说。说好的赠品现在都没送，手机也不怎么好用。,1
赠品没有，手机音响跟喇叭一样，,1
手机电池好差，刚买完就降价200,1
刚用几天卡死过好几次了，第一次用这个牌子的手机，再也不会买了。。。。。。,1
没有配送耳机，说好的赠品,1
客服态度很好，也说明了情况，愿意做出补偿，非常值得购买,1
用几天老是卡，还是不行啊，几百块的都比不上,1
手机屏幕高清膜有裂痕。,1
不是原封机！不是原封机！不是原封机！,1
保价机制操作机械，刚到货就有活动价，申请保价还不给通过，虽然钱不多。不怕麻烦就退呗，只是辛苦快递小哥,1
对于这种耍猴的品牌，希望早点倒闭，预售了那么多天，结果没有当天优惠，气愤，本来周围有人想买，全部劝退。,1
手机还是ok，就是保价不给你弄，别人就可以，明显的区别对待,1
不合适，根本就不是z3膜,1
好评，评价给能错了,1
商品挺好的就是说的赠品耳机到现在不发货真的受不了了,1
没赠送耳机差评，手机还可以，比想象的好些，老人家喜欢,1
其他特色：不要买，新机打王者FFp掉到53，挖孔屏用的不是很舒服，WIFI和热点不能同时开，,1
不要买，今天打王者FFP掉到51，网络稳定，就这还给王者代言，钱都花在代言了机子怎么好。,1
我是以旧换新的，有图，自己看吧,1
记得下单之前问问有啥活动，要不会少东西。,1
屏幕有坏点，已经申请售后了，第一次买IQOO搞得好担心质量,1
呵呵，**的预售活动！！不过京东的速度确实不错显示2号到1号晚上就送到了,1
啥也不说，信号是真的差,1
三四天后为什么会卡机，过一会就强制重启,1
plus送耳机，根本没有，不送就不要写???,1
物不抵价，不是很流畅，有时候会卡，而且买了之价格哗哗的降，,1
买来半个月坏了，换机又被暴力快递压坏,1
手机还行，快递员未按照约定时间送达，并且快递员有说谎嫌疑，品德不佳,1
不是很理想，和我想象的差好多,1
在京东买东西就是个坑，这么多年一如既往的支持京东，竟然让老客户寒心，真是**服了,1
谁买谁知道，才20天已经出现滑屏不流畅和卡死现象,1
一样的卡 一样的地点 不一样手机 这个手机信号贼差 不想点评,1
手机信号差的没法说 爱奇艺看电视要缓存半天出不来不说 抖音还要缓存半天 这是5g吗？不想说了，就这手机还打游戏，不怕卡死吗？,1
快递自己去拿的，不送！,1
不喜欢但是第二个，因为是用来做老年机的。,1
卡，同一个地方比我的旧手机卡,1
客服挺好的，我评价不久后客服就打电话来询问出现的问题，并给了解决的办法，还说出现什么问题都可以询问，挺好的,1
电池不耐用  头一次买vivo 没有华为小米好京东物流还是很快,1
昨天买的，今天就降价。,1
下单时看到有赠品耳机的，货到时，就没有了赠品耳机。订单上也不见了。,1
才用一个月，不能充电啦？,1
手机发热耗电厉害充电也汤手送的蓝牙耳机还是坏的 换新几次都是一样,1
新用户就一直一直一直抢不到他们的减二百的优惠券，用别的手机就可以，但是手机也过了七天了不给退了，真奸诈！！,1
刚买就降价 比618还便宜,1
质量堪忧，换货还时间贼长，浪费时间,1
三天便宜两百，还没有耳机，建议慎买,1
外形外观：外包装烂了   物流没送到手里面  送到申通自己拿的  手机刚刚开始用,1
没有耳机！没有耳机！就手机和充电器！不算理想,1
刚收货用了一下就发热，反应慢，感觉是别人用过的又寄过来。,1
不怎么满意，18号下的单，现在才收到,1
京东的服务还是不错的，虽然手机屏幕断触，像素不好，信号差，但是京东已经退钱给我了。,1
买到手用不到一个月就出现视频电话无影像的问题，返厂检修说要7-15天。。。。,1
服务不好，效率低，没责任心，需要反复催反复催,1
赠品是坏的，但客服说会给换新的，好几天了，还没收到,1
不登录vivo账号我连我的手机下载软件都没资格了吗？,1
外形外观：和实图还是差一些拍照效果：效果一般待机时间：不怎么玩游戏才能玩一天,1
购买才几天就降价了，申请保价还说有赠品，难道耳机不是手机标配吗,1
买完就降价，过母亲节时候买的，没几天就掉价！最讨厌的就是这个,1
才买10天就降价了，毫无征兆可言，还硬性规定七天价保,1
手机经常无网络，无信号 不是卡的问题，,1
一个月不到，2k不到的手机，降了250多还不能申请价格保护呵呵,1
不知道是质量问题还是什么问题，关机充电七八个小时，早就显示满了，开机显示只有99%,1
半个月后才发货，一天推一天。说话不算数,1
预约活动当猴耍，让大家12点蹲点买一点额外优惠没有，搞不起预售就不要搞。,1
大家辛辛苦苦12点抢个预售，睡一觉起来就便宜50还送蓝牙耳机，京东真是把人当猴耍。,1
刚买就降价，感觉上当了，京东还值得我信任吗？,1
1.早上下的单，显示预计当天到才下的单，第二天才到，2.送的耳机也没有看到，3.隔了一天降价50还不能保价,1
20%的电，睡觉前设置为省点模式，早上八点起床基本上都会没电。,1
手机不行。拿回来第二天播放语音播放几个声音,1
指纹识别没用，有时可以解、有时解不开，有时随便哪个指头都可以解开。,1
手机收到后无法开机，勉强开机了，屏幕花屏，无法关机，快递包装完整。,1
信号极差，wifi老掉线。,1
失望至极的一次购物。,1
屏幕上有几个手指印，可能是别人退货再销售的,1
王者荣耀不兼容，打开就跳出桌面玩不了游戏，废了。,1
卖家发货速度真的是太慢了，我不敢恭维，手机还行，快递还行，最起码比卖家快,1
打王者一样掉帧，音质都比不过两年前的手机,1
充电充不满   刚买的   要不是没手机用   我就退货了   买回来一次都没充满过,1
5号买的手机6号到，一看价格掉了一百，我也是醉了,1
真是越想越生气,1
买了一个多月就降价300多恐怖自认倒霉  还买了2个 以后绕路  有多少心里不爽的,1
木有耳机。。看评论有耳机我就忘记问了，早知道没耳机我就不买这款了。。,1
刚评价完好，隔天就卡，打电话没有任何声音，才用22天,1
反应慢，才买一天降价100,1
不到一个月，屏幕总是自己息屏，摁了开机键，好久才有反应,1
用了俩月手机死机了，屏目锁打不开了,1
没有介绍的那么好，电池不耐用，一颗星给快递,1
四天 就买了四天 ，送了一个所谓的电话卡就不能价保了 买的时候又不能不选这个赠品,1
不好，有时候点了感觉卡了一样，一点反应过来，找客服经常是自动答,1
手机反应慢啊，也不知道什么原因。比原来的荣耀慢,1
质量撇，服务差，遇到问题推，就是不处理,1
这个手机是二手吧!!!有时候点屏幕要点好几次!建议别买!,1
手机已经收到，正在使用充电速度快，耗电速度也快，后期跟进追评吧,1
打王者每局信号都是460，不值得买，还不如4G手机,1
手机不好，充电快耗电也快，，用起来很卡，不方便,1
耗电特快，充电确实挺快，用不了半天就没电,1
才用了15天，打电话声音都听不清析沙沙响了。,1
打王者卡，经常460,1
其他特色：以后不会再买包括viwo在内的手机了，价格虚高得吓人，暴利,1
使用三天不满意申请退货，配送员以屏幕保护膜上有划痕不收件，和客服沟通无果,1
外形外观：一般屏幕音效：非常差拍照效果：比不了1800的相素运行速度：可以待机时间：可以,1
音质差，运行速度一般，刚到货就降价，态度不好。,1
可耻的是你们偌大的仓库没个包装盒吗，vivo找个小米盒子上面全都是红米k40的参数。可笑机子还需后续使用才知好坏。,1
刚买完不到2天价格降了50,1
尽管钢化膜碎了，我还是给你个好评！碎了就丢了。,1
外形外观：外观还可以待机时间：充电一小时，通话五分钟运行速度：新手机就有点卡,1
差的不行在差了 卡机,1
没意思，买了才多久。就免息6期，还降价的快。感觉这手机买的不值得。手机一般般,1
建议不要买这款，才用了多久。这个手机就出现了卡顿，反应迟缓，还不如我原来那个手机，后悔了，应该买华为或者荣耀的，便宜没好货啊。。。。。。。。。。。。,1
降价快，黑屏，电池不耐用，屏幕清晰度不够，建议隔壁小米，华为，oppo，vivo止步于此。,1
干的漂亮，买来一个月手机指纹不可以用，返回去维修，发回后壳没装。,1
拆开就是那样，个人认为这机子要不然就是有人玩过，要么就是生产车间不符合规定，还不知道里面会怎么样,1
好家伙，新机里面这么脏？没拆过的卡针这么歪？安兔兔测个分耗了7个电，怪不得之前的人退货。已经申请退款了,1
优点，电池耐用，缺点，玩游戏黑屏，客服不理，大家看着办吧,1
不推荐买，信号不好，网速慢。部分软件不稳定,1
说好的送耳机，没有送。,1
京东快递上是送的快点     但是他们没有送手机套和卡针     这也太坑了     京东还有买漏东西     还好我们一直相信京东     配少了手机套和卡针,1
买的葫芦娃礼盒，只到了这个。这个不说，下巴黑边也太宽了。配送挺好的。,1
开机后查看了一下手机，找到了一个视频，注意看看日期。网络非常不稳定。换了个手机改善了一点点。,1
